100 2475
37 22 0
41 78 557
59 67 400
3 16 416
14 97 661
4 83 300
88 33 98
39 26 985
58 14 551
22 3 357
80 89 128
14 1 621
27 45 581
7 53 443
90 5 483
96 43 141
96 28 71
15 16 844
12 82 194
49 88 503
14 91 442
36 28 831
44 43 817
94 52 260
54 86 309
17 31 8
60 14 308
34 94 842
45 84 916
67 97 513
75 0 816
46 8 498
44 17 358
89 0 674
72 2 179
77 88 803
80 18 698
84 31 388
66 23 421
7 6 24
36 50 430
48 49 634
71 25 126
89 32 103
69 68 138
36 46 449
10 1 193
1 27 155
2 69 825
49 66 313
11 60 104
39 8 260
81 21 370
69 55 508
42 33 346
80 61 733
97 2 670
73 51 238
23 74 354
29 82 574
21 3 370
37 88 397
11 40 633
7 44 843
51 92 839
34 43 58
76 49 78
40 95 412
17 59 271
63 93 816
5 44 732
45 33 149
17 82 122
52 15 436
13 51 749
71 72 376
76 70 386
9 57 798
52 4 22
63 38 418
53 59 571
55 66 102
59 17 586
74 41 251
82 10 174
31 7 513
64 57 67
47 84 129
27 33 160
48 52 558
29 16 141
47 78 590
77 94 390
66 85 555
98 2 444
39 9 801
89 27 19
99 32 630
20 26 41
72 96 858
57 87 149
50 23 776
61 58 961
60 92 489
34 34 524
42 93 436
45 45 767
55 31 977
12 84 660
33 87 992
62 47 434
52 20 537
11 16 484
49 11 218
18 24 352
89 10 659
74 70 415
50 22 550
4 23 564
57 2 567
25 9 427
88 84 575
13 41 54
60 16 610
54 82 24
31 88 852
68 4 219
11 86 123
48 73 979
93 4 556
9 51 12
1 54 590
79 52 451
95 32 181
62 66 114
94 80 620
51 91 571
79 99 944
98 35 106
50 62 506
20 13 112
20 68 488
54 27 132
1 94 872
97 67 13
36 65 381
38 36 274
33 36 429
93 14 540
94 62 44
92 73 271
92 44 80
2 11 856
67 13 73
71 31 869
80 76 418
3 42 832
79 60 871
25 44 700
55 47 10
88 60 766
78 29 805
37 63 95
63 87 888
44 87 417
49 95 269
8 10 744
45 85 797
63 30 399
74 30 913
98 93 391
45 87 698
96 36 551
51 37 303
22 62 438
6 88 232
73 10 572
34 73 415
25 17 920
35 24 408
58 66 814
32 50 977
2 9 626
1 73 452
7 75 637
72 23 939
19 4 522
98 94 628
61 32 335
58 43 291
82 68 712
63 80 109
66 77 165
36 83 58
94 28 90
5 60 863
95 62 640
0 32 1
11 17 947
42 55 29
99 39 648
27 50 704
24 85 405
66 32 818
86 60 904
77 2 940
65 16 910
22 44 873
95 53 851
54 32 552
13 77 553
28 33 509
5 84 692
3 69 590
13 40 383
28 42 378
83 69 861
80 38 471
32 52 413
52 31 227
47 72 636
21 22 746
21 55 390
86 42 285
6 36 230
3 77 401
87 95 420
25 26 227
93 65 367
37 54 666
19 98 435
8 44 539
18 13 463
91 26 315
12 49 630
89 35 265
11 73 451
18 8 694
19 39 957
35 92 266
87 98 738
25 70 200
57 96 599
99 92 475
83 47 678
83 48 684
77 65 140
72 86 74
39 82 189
54 15 908
44 66 333
20 18 725
94 8 656
91 95 658
71 58 880
41 56 153
31 1 523
33 89 260
20 41 278
89 88 525
13 92 662
23 33 38
57 59 623
61 99 232
49 99 723
5 57 924
90 7 472
4 29 272
86 99 824
99 65 423
0 39 299
55 1 868
36 56 927
93 16 639
37 6 408
39 38 651
28 91 164
85 0 545
21 70 738
71 4 670
51 7 487
42 81 827
47 90 76
99 42 538
18 82 273
92 88 13
65 53 940
73 72 242
94 46 36
68 98 769
16 26 944
50 40 597
80 53 245
54 67 151
55 34 80
79 8 460
47 88 45
61 82 809
78 38 37
73 67 598
29 92 312
47 10 166
27 16 664
23 46 814
62 85 548
29 63 789
88 78 261
55 39 908
87 31 199
88 46 719
51 6 632
47 47 43
94 17 122
80 47 746
83 10 288
57 72 147
18 62 186
52 1 282
77 75 339
15 70 528
82 83 567
36 38 170
25 94 698
36 80 954
34 4 957
63 16 131
19 29 846
4 39 862
73 35 547
72 40 428
85 19 51
42 48 676
16 21 786
90 53 595
62 58 627
43 29 225
86 38 1
17 17 746
8 30 901
96 49 559
25 53 878
80 95 77
38 41 288
57 1 988
9 98 966
57 45 58
61 96 82
9 99 560
75 15 440
40 28 729
89 93 925
70 10 274
16 10 118
83 55 878
54 75 444
50 26 101
94 14 453
53 61 292
27 25 345
37 37 686
46 82 319
69 22 876
9 64 10
97 51 697
68 73 7
64 33 334
40 88 78
75 45 669
60 24 652
2 92 478
80 37 698
58 24 140
22 80 721
14 22 978
34 59 248
49 78 46
67 69 92
80 19 795
73 54 729
85 58 224
84 39 741
19 33 874
87 78 90
97 59 121
11 24 424
79 97 949
31 47 317
45 50 445
69 53 814
64 39 41
1 76 241
77 68 237
92 93 721
4 53 425
75 3 500
70 31 990
57 94 854
70 5 31
38 82 143
46 43 929
67 89 911
75 28 130
12 19 250
81 27 626
5 86 601
17 72 808
28 13 833
3 5 444
41 39 611
45 34 934
7 78 967
87 38 580
58 85 376
98 81 261
5 91 770
19 93 228
20 54 262
43 70 78
12 55 614
18 76 459
42 44 703
41 7 506
99 56 278
15 11 195
96 32 79
14 42 451
31 86 335
7 60 179
34 82 23
83 45 894
70 3 335
9 53 469
92 53 850
85 89 484
72 72 782
49 94 986
54 85 973
13 1 974
50 55 979
22 76 156
66 84 603
33 70 553
72 71 922
0 76 204
24 6 753
16 1 226
9 75 748
53 24 436
91 19 607
84 48 371
10 77 791
7 64 911
50 74 440
26 30 374
91 84 511
2 57 527
12 20 995
57 34 738
82 52 261
30 3 791
35 32 402
44 68 619
93 73 174
44 39 42
82 19 115
30 70 429
17 11 518
57 77 91
94 34 485
70 90 676
73 74 94
76 85 838
47 51 653
11 93 909
34 7 188
52 34 734
59 51 704
49 14 361
45 0 49
11 12 801
7 97 707
93 51 339
23 39 0
64 70 472
44 80 393
6 67 591
16 84 541
56 11 114
60 26 269
12 81 14
22 9 948
41 94 347
46 91 464
32 72 462
39 40 491
95 51 776
86 24 788
32 29 334
25 37 306
14 41 878
37 1 298
53 15 370
73 96 969
59 46 363
84 45 312
35 90 131
19 2 747
82 75 181
23 86 342
13 14 283
96 26 545
33 58 826
80 96 11
50 97 366
80 60 321
87 27 111
25 36 123
30 44 892
58 2 280
51 34 51
23 15 739
8 0 343
41 90 461
14 99 270
32 37 32
95 77 167
81 87 432
98 66 318
83 32 220
99 34 134
69 35 690
72 69 346
38 60 298
33 61 536
39 81 638
28 48 819
12 42 172
78 96 522
41 73 47
8 1 615
55 9 971
93 96 166
90 91 420
19 12 535
24 79 237
23 70 245
97 3 529
15 94 395
9 81 773
20 70 501
5 70 184
91 44 419
18 6 679
63 1 733
77 38 95
10 75 49
76 93 819
21 62 503
61 49 683
53 63 997
54 69 268
53 97 476
46 1 141
95 19 864
6 91 424
51 58 678
61 7 979
67 55 741
63 46 490
99 33 25
38 89 466
92 34 173
12 90 941
72 89 139
23 44 634
0 15 329
85 68 612
65 82 942
15 42 26
3 48 725
27 80 839
3 40 203
89 34 20
10 76 978
61 40 168
48 37 296
36 19 540
96 20 771
76 1 887
63 78 564
1 59 245
19 74 357
75 97 218
76 21 882
74 69 828
91 42 632
28 1 729
50 73 324
9 89 417
91 13 882
71 97 864
14 98 458
41 31 2
43 26 358
1 40 798
42 78 427
3 78 458
34 47 896
71 32 325
15 6 530
64 21 978
48 91 564
91 88 706
40 99 36
46 78 870
35 39 471
67 11 255
19 76 856
41 86 714
18 7 589
44 90 422
80 43 400
27 55 430
17 88 157
25 28 937
35 20 743
63 6 311
47 14 145
45 19 159
10 99 794
89 48 920
73 1 978
97 83 793
88 63 812
69 34 425
45 17 739
43 66 133
32 8 740
78 70 477
71 46 67
95 25 74
98 32 25
2 58 410
58 95 745
34 66 109
61 34 297
88 52 356
53 14 91
48 39 187
21 80 573
40 90 626
34 19 487
45 57 264
32 27 385
73 88 326
99 6 373
77 47 950
47 83 395
11 44 382
60 53 804
76 34 545
79 35 665
83 43 999
50 17 211
40 65 578
8 7 487
0 64 125
94 26 251
41 1 195
1 5 816
0 19 587
28 76 195
64 89 522
92 75 548
39 32 809
88 70 931
32 67 440
36 89 610
67 18 647
49 35 13
53 53 20
13 9 784
72 41 820
45 39 816
23 54 299
20 6 617
13 52 636
9 3 430
74 24 595
19 21 813
48 84 225
43 99 536
58 56 768
78 88 767
13 53 16
20 57 680
62 43 493
14 63 754
69 40 422
33 45 895
48 28 350
49 84 645
65 75 460
44 10 543
19 92 373
99 8 625
13 44 825
4 32 851
80 27 908
1 23 552
75 79 991
67 57 862
58 90 778
15 97 231
35 60 928
35 5 992
37 47 841
75 73 518
97 11 305
87 19 968
25 32 407
75 35 79
84 22 951
45 48 870
43 61 130
30 51 493
9 56 337
39 90 535
55 93 777
98 90 295
0 84 334
48 90 502
99 15 321
81 49 549
10 64 616
25 11 360
0 72 532
35 12 729
83 16 800
80 29 601
19 23 608
98 5 793
12 80 412
47 99 941
74 71 686
96 55 300
16 73 582
60 94 265
64 56 17
69 77 2
48 14 589
64 92 74
65 43 658
27 93 984
61 13 137
37 85 701
98 7 58
59 12 724
42 10 411
65 58 305
48 24 711
73 64 197
77 90 804
37 57 737
11 59 945
0 57 567
41 60 583
1 62 878
14 51 174
6 59 437
68 70 8
41 10 572
45 43 524
69 50 959
87 14 781
56 6 307
78 71 543
43 83 245
59 42 37
92 57 480
63 28 148
43 81 772
94 7 592
73 13 357
71 74 661
8 72 192
42 87 752
94 89 454
72 34 557
30 93 898
56 56 998
77 3 37
33 83 541
38 66 189
40 39 703
41 55 864
84 63 184
82 93 530
79 19 736
33 71 240
30 29 675
2 46 964
42 61 647
51 39 525
61 76 457
98 18 0
46 85 979
91 53 695
9 84 46
32 65 268
0 71 782
78 59 320
7 17 601
71 92 788
7 33 194
2 81 800
43 54 927
1 99 472
47 54 689
71 26 456
64 59 757
38 3 945
35 37 634
86 66 923
33 32 253
78 56 405
85 93 832
84 3 746
65 74 117
40 92 296
13 69 460
41 80 342
19 55 452
3 90 469
40 60 77
90 79 51
59 99 630
31 23 894
11 51 966
77 46 594
12 63 465
60 88 672
32 81 697
79 74 295
19 20 632
72 99 801
63 36 819
3 34 140
20 93 704
11 11 70
52 61 79
69 61 565
55 42 441
19 37 352
71 88 934
29 83 445
41 16 335
0 69 86
1 19 687
29 53 543
87 81 176
89 14 512
73 19 987
9 11 762
18 3 888
39 66 450
14 28 124
78 13 807
44 8 619
90 81 567
44 82 14
64 22 172
91 16 274
74 91 704
69 52 590
31 33 749
4 0 618
91 98 589
82 56 202
92 97 96
34 20 281
29 67 339
61 93 673
0 4 2
8 96 209
14 26 94
64 13 60
6 4 761
76 86 9
92 14 952
98 97 388
22 68 785
93 9 682
45 82 314
1 90 93
13 17 57
94 58 871
60 83 882
48 33 2
50 42 816
72 15 584
99 61 581
51 42 171
32 28 812
17 1 449
42 12 486
20 39 965
54 65 627
18 52 821
18 86 415
56 71 160
40 87 70
23 85 145
31 2 503
98 53 918
20 33 57
4 60 86
62 37 941
86 14 714
12 65 711
63 17 237
2 5 292
13 39 822
49 63 62
48 80 306
64 16 630
8 58 329
92 0 238
80 49 258
37 76 541
78 93 161
19 49 167
78 10 574
48 75 911
38 11 797
59 2 115
62 82 932
21 28 777
50 69 21
72 29 937
28 44 92
72 44 103
17 53 53
53 56 907
84 36 288
17 39 499
79 94 959
97 26 386
35 85 143
39 4 916
53 9 449
37 48 120
21 89 483
95 91 104
38 17 734
11 32 566
95 33 840
71 49 412
45 81 97
47 58 527
44 40 408
95 69 451
32 86 671
9 77 779
15 50 524
35 82 397
59 32 331
79 2 360
64 15 709
50 1 513
13 94 351
24 43 286
55 88 396
82 22 502
41 81 249
93 27 209
52 54 438
68 52 365
80 81 332
42 59 940
80 80 644
29 99 371
53 67 56
63 59 564
35 30 713
86 16 725
26 57 333
52 5 90
95 90 965
93 70 404
10 23 803
74 85 364
49 21 953
77 52 204
31 31 69
20 81 942
50 49 723
59 84 831
5 48 758
58 93 116
56 32 196
57 15 502
86 82 11
95 41 883
98 19 591
42 50 946
41 14 732
21 6 256
89 15 596
23 80 783
29 35 573
48 81 40
95 63 902
49 97 842
47 41 177
3 47 994
25 69 97
47 19 204
15 47 985
64 23 721
56 81 176
27 18 71
2 82 704
61 75 638
28 89 725
79 79 336
81 52 818
0 87 469
0 20 809
89 69 333
40 46 838
22 21 558
9 55 615
22 32 192
10 22 449
50 52 999
42 88 652
18 26 100
3 57 261
25 99 543
59 55 961
2 24 375
83 96 305
51 36 70
58 79 883
50 38 729
37 81 762
97 27 650
74 89 843
3 4 924
39 21 754
78 11 916
69 39 161
7 46 203
29 7 600
60 7 453
40 37 61
49 46 23
83 5 776
72 12 82
33 15 544
64 88 279
40 31 179
23 68 919
53 98 624
14 92 743
8 60 577
22 39 507
18 84 139
46 49 116
92 1 677
84 29 551
91 23 6
18 23 639
84 89 154
63 0 781
90 86 678
93 87 384
1 92 541
81 61 454
98 83 125
97 32 980
85 60 634
75 10 963
7 96 656
35 54 81
75 71 66
18 68 896
18 56 568
28 22 81
30 21 29
41 52 29
28 43 576
