100 2475
30 35 683
78 72 746
59 49 756
58 61 782
13 83 358
99 40 904
89 90 31
75 3 973
22 60 770
36 32 712
94 45 689
86 91 721
78 53 35
95 34 397
90 58 102
37 34 703
35 55 667
37 10 383
58 45 939
12 41 954
57 37 188
38 53 272
48 73 686
34 9 490
41 96 175
2 68 995
59 99 966
61 50 827
0 86 198
7 83 342
64 15 724
92 47 986
86 12 142
7 84 385
37 42 617
51 93 461
76 69 889
72 72 487
62 39 650
87 53 698
60 26 610
26 4 252
57 65 416
4 41 903
22 15 610
57 32 415
37 60 452
75 73 492
62 7 986
6 88 114
74 19 491
12 28 670
59 38 417
2 40 983
63 59 774
51 28 644
95 65 688
1 16 452
81 33 357
18 45 79
69 44 115
60 45 306
31 10 467
8 25 461
66 48 739
43 94 330
13 89 341
63 32 454
0 31 170
13 36 272
18 15 727
60 33 59
27 75 766
24 52 100
8 3 880
98 38 419
69 76 704
59 29 454
50 7 927
83 73 943
4 7 623
98 18 146
72 5 276
19 18 288
63 93 536
57 77 204
94 73 12
41 90 143
65 82 585
60 50 709
99 93 959
4 99 21
88 59 133
34 46 758
15 48 371
13 60 355
37 61 786
0 32 195
96 47 286
78 57 340
44 16 609
29 44 595
56 36 976
72 62 201
39 17 749
71 58 591
59 3 303
9 2 341
55 66 568
83 86 897
60 80 814
12 73 954
82 97 945
72 6 495
25 38 40
52 17 570
2 70 130
80 58 863
31 60 456
82 20 434
34 67 976
12 62 956
69 19 693
46 54 292
55 15 596
30 24 129
88 54 612
73 94 556
72 0 633
12 39 470
20 89 45
92 32 525
85 88 735
96 43 48
58 31 491
4 62 644
46 63 271
25 81 237
46 42 70
89 34 804
64 80 639
76 75 456
42 53 482
43 40 707
84 33 984
72 4 353
27 77 685
80 39 804
62 90 669
82 80 448
3 3 404
51 30 182
16 58 711
44 25 491
39 12 174
21 83 525
75 6 734
79 84 645
95 84 446
82 55 703
71 71 602
35 61 281
75 40 602
41 98 249
83 95 731
30 72 248
7 61 377
96 52 427
25 66 317
37 38 190
94 39 796
33 80 544
62 77 943
59 37 99
46 59 75
88 35 530
58 4 349
62 13 320
0 66 812
15 91 413
43 5 747
79 31 239
18 96 766
52 73 266
23 55 141
28 93 320
46 84 716
81 72 791
42 74 133
85 78 17
22 3 440
65 41 117
1 10 748
7 43 934
43 65 173
12 31 817
45 9 829
80 38 833
59 47 282
83 79 270
90 81 605
4 72 242
53 73 955
51 49 362
68 9 623
18 93 586
63 75 817
83 60 736
54 47 311
59 1 404
18 50 180
81 85 118
93 93 308
23 81 773
53 41 232
84 19 15
36 35 587
25 18 21
20 65 253
90 39 155
28 70 496
56 91 518
94 86 707
73 26 101
63 77 864
90 55 603
98 74 366
67 30 901
60 98 453
1 96 4
50 63 701
27 76 878
89 32 594
12 57 825
64 23 249
29 67 658
76 91 943
48 28 933
53 22 476
28 7 620
91 55 182
34 37 717
83 87 15
46 89 774
11 29 182
3 8 72
94 27 568
72 84 972
99 56 407
14 3 649
79 1 723
88 28 817
56 60 880
69 66 906
48 21 671
20 31 640
20 61 13
32 49 642
67 69 948
12 98 236
3 39 844
81 79 682
84 58 908
86 71 403
30 8 705
0 90 548
92 38 311
96 48 896
3 0 520
42 85 180
56 12 131
82 73 159
47 74 242
44 55 315
22 76 931
22 98 766
77 44 324
10 15 490
35 80 551
9 29 666
55 72 164
95 30 363
33 91 452
30 74 808
99 86 228
3 42 270
22 94 300
80 98 237
73 77 227
63 86 42
37 0 152
68 32 159
59 60 129
49 85 577
9 56 717
45 35 212
55 79 172
96 54 657
91 45 165
64 24 442
44 95 857
98 61 624
84 65 639
35 0 313
70 66 812
63 63 359
47 68 241
32 95 614
52 51 267
4 88 633
11 85 804
73 32 305
80 31 151
53 33 965
84 96 464
14 72 760
9 33 604
43 52 418
34 7 106
23 13 309
81 1 275
73 39 667
54 6 906
63 24 69
67 29 789
32 83 427
13 64 25
52 23 354
11 93 658
77 3 273
43 85 67
84 82 659
76 12 578
51 27 119
53 42 936
69 75 721
73 42 875
57 8 719
65 30 953
49 14 365
16 59 436
86 32 599
93 34 729
44 79 312
52 75 938
59 76 198
54 80 177
82 90 835
57 25 656
71 47 183
3 58 216
79 49 487
9 11 963
33 96 325
17 91 762
72 65 503
12 36 191
98 24 758
24 11 40
83 56 396
0 45 99
42 84 461
15 0 664
90 1 809
62 95 892
5 73 546
24 5 502
97 35 8
68 89 224
42 57 605
74 24 235
17 87 740
28 79 376
55 13 578
35 1 572
28 86 328
73 16 828
73 25 142
29 52 6
55 30 94
59 26 457
13 62 723
61 47 231
40 31 620
16 32 766
36 89 928
54 73 504
16 96 756
29 33 287
48 39 124
10 22 978
73 2 587
99 14 400
43 63 387
2 49 534
92 68 220
43 33 662
69 0 506
63 13 897
90 22 13
98 23 618
52 67 399
93 49 182
64 3 450
33 24 519
15 49 716
88 6 822
27 57 976
19 49 93
7 37 589
44 98 454
0 35 900
53 44 894
61 44 919
43 15 599
28 18 772
31 35 193
29 65 796
45 98 307
60 89 29
3 92 221
89 55 796
16 2 902
56 66 855
79 43 968
53 61 397
22 95 715
43 24 54
46 82 336
18 12 925
43 4 456
18 27 25
40 98 321
45 2 127
2 77 588
25 34 112
86 21 343
75 17 716
52 3 583
3 48 561
27 25 46
58 40 435
30 47 26
27 45 211
52 90 744
9 88 444
95 50 80
89 37 222
46 69 30
76 44 193
98 9 813
46 68 586
66 86 650
29 31 373
24 39 421
90 30 879
44 24 483
95 13 473
82 19 640
79 93 300
44 36 19
0 72 989
49 69 828
43 56 548
2 94 797
29 90 987
2 98 635
50 48 405
64 38 290
41 25 538
62 76 735
78 9 834
36 0 430
45 36 984
41 30 154
58 39 819
91 94 133
23 68 992
68 63 978
37 13 699
16 42 724
29 25 487
9 1 284
26 56 754
33 95 421
13 51 713
92 12 688
64 92 555
32 92 826
13 96 9
50 8 437
8 43 320
61 19 165
32 79 904
31 13 974
22 88 301
90 93 551
98 67 285
83 96 740
97 49 74
54 77 79
32 40 934
64 20 933
5 84 68
47 48 261
73 22 949
88 55 662
94 56 349
47 60 847
39 78 285
54 72 372
38 9 378
2 86 299
29 80 918
35 28 753
2 44 462
1 51 966
55 44 695
50 31 165
25 42 461
45 61 380
8 15 268
46 92 161
22 14 2
68 94 49
1 9 136
55 21 627
75 65 684
79 88 54
2 67 500
98 43 479
39 25 230
29 9 623
93 21 679
42 88 219
63 16 678
64 66 828
64 97 448
7 4 69
79 76 25
87 90 486
27 63 298
85 76 960
97 31 956
23 49 444
31 47 206
86 64 339
16 4 237
49 36 374
10 28 223
40 5 628
19 44 386
51 41 33
27 0 690
54 88 798
20 71 370
53 52 900
95 68 708
23 22 142
14 68 850
7 91 50
8 1 752
19 87 587
92 85 50
45 24 881
14 18 807
22 36 335
30 37 833
86 35 618
64 14 706
22 13 824
37 36 134
89 92 304
61 61 567
69 51 444
37 20 272
36 78 654
83 92 408
63 98 396
58 95 440
42 22 548
63 74 225
4 86 399
52 11 109
83 1 642
42 6 355
74 59 794
15 50 279
54 54 232
43 87 132
45 37 110
15 13 399
79 72 716
73 80 568
79 68 498
15 58 310
69 70 237
82 67 142
37 17 178
72 9 381
14 75 855
37 76 660
17 61 72
36 14 333
45 5 911
88 33 115
19 28 73
84 93 383
28 22 625
14 11 218
95 85 202
26 76 494
87 80 280
72 18 653
32 66 108
90 41 620
8 55 102
78 79 982
38 70 454
63 44 649
88 82 748
3 22 479
72 80 202
13 46 378
30 58 803
4 74 886
64 1 570
50 69 385
54 70 659
58 41 994
27 40 884
90 97 689
47 59 803
65 34 580
65 4 114
87 83 805
36 79 35
21 90 760
57 48 711
52 25 633
16 12 558
43 77 46
64 52 199
33 42 192
13 75 483
32 80 484
83 12 701
95 98 823
92 17 973
77 13 701
62 40 82
68 25 233
26 48 200
14 48 543
95 40 171
41 49 820
97 54 727
93 90 745
87 23 92
79 20 180
67 95 4
36 20 236
40 81 668
40 17 38
82 89 927
86 52 684
28 64 953
83 25 407
18 92 754
11 10 341
44 89 461
90 2 205
56 47 156
74 56 634
11 44 752
34 97 389
96 88 956
39 49 948
25 83 128
24 87 607
96 24 159
70 41 47
90 7 606
74 91 383
82 6 765
73 83 675
48 99 777
60 25 437
47 43 177
56 83 129
53 91 48
63 10 502
93 85 711
82 74 764
65 44 292
46 38 155
83 40 426
56 24 826
31 51 980
24 49 754
66 61 806
10 94 722
16 84 276
70 81 108
95 63 91
64 87 904
69 4 696
31 70 7
59 4 83
94 44 838
66 72 957
60 20 612
18 95 693
38 69 429
23 77 953
40 50 50
56 35 202
54 81 19
70 58 860
87 51 924
81 45 112
94 67 895
53 77 814
78 43 224
63 17 644
0 96 730
96 41 58
19 42 753
45 70 309
85 11 968
51 92 586
94 64 831
5 37 742
42 46 23
50 66 117
60 99 493
49 28 76
24 72 182
93 63 22
2 85 867
43 53 137
68 99 434
89 23 302
85 64 389
54 52 950
87 81 661
83 39 140
3 6 19
97 75 392
32 94 439
73 0 572
73 15 193
30 94 924
26 7 305
38 19 229
40 54 513
26 25 484
93 58 543
71 51 119
41 44 527
96 62 479
35 86 548
58 1 20
81 17 222
74 76 771
4 91 389
96 1 558
24 77 497
4 75 485
82 27 670
94 80 113
40 76 323
3 25 972
2 78 809
52 39 281
5 71 706
64 13 507
4 96 968
20 19 951
43 97 369
1 48 101
52 98 896
13 68 840
96 29 605
27 81 813
61 6 32
50 70 63
12 72 674
46 43 30
37 45 937
64 79 403
46 9 854
97 63 416
90 87 576
77 48 994
24 3 38
94 0 452
55 38 522
80 84 951
17 31 703
69 14 505
59 65 975
78 76 355
77 42 559
44 6 871
2 33 289
83 28 864
57 80 317
7 17 139
65 17 982
36 95 26
52 72 317
15 18 683
28 39 532
50 34 441
94 22 200
68 78 412
21 94 620
56 86 474
4 47 843
66 77 738
8 45 138
61 99 381
3 99 558
40 1 800
84 34 771
93 16 916
37 57 63
69 17 465
96 64 615
33 67 426
28 81 680
95 10 53
54 59 113
4 37 754
29 11 894
53 75 159
50 73 764
88 53 561
37 1 419
75 95 198
67 80 440
65 63 5
2 51 374
0 83 146
78 70 820
20 20 927
33 69 305
16 11 624
25 54 558
76 11 623
66 90 219
82 56 649
23 50 624
52 1 839
40 89 982
84 62 816
7 56 189
49 52 586
46 81 843
86 60 610
97 90 884
58 52 190
5 93 676
24 14 251
91 88 508
24 16 782
87 79 945
99 77 358
30 67 608
44 78 197
5 46 663
61 23 468
57 78 788
89 42 152
40 23 421
67 3 848
58 69 25
0 36 626
42 73 393
31 46 626
2 16 668
58 38 758
31 81 834
39 14 154
32 21 437
71 35 871
12 17 847
18 6 615
34 85 598
72 99 267
56 76 288
45 31 40
96 10 106
37 85 530
88 81 922
36 70 258
14 69 688
46 6 305
53 80 928
33 21 35
92 41 991
3 54 371
12 71 679
53 70 6
71 39 812
22 45 426
96 74 170
9 92 735
90 20 897
4 40 250
77 46 687
11 30 257
6 38 488
6 28 894
38 90 322
29 75 837
22 57 872
57 11 886
37 82 928
33 48 389
94 34 638
24 93 385
82 85 910
31 5 562
5 80 7
25 3 743
49 16 866
72 30 203
52 43 125
70 86 418
77 78 890
24 54 182
26 15 336
94 94 533
43 20 547
6 43 67
98 12 238
63 11 716
4 32 628
1 86 174
36 15 214
57 2 750
89 87 324
77 83 165
7 29 888
48 11 672
77 56 912
27 29 563
50 10 248
54 8 836
61 33 378
50 36 531
33 1 821
80 35 522
54 18 518
12 18 33
98 8 181
46 85 973
51 83 637
44 2 948
52 69 163
20 94 840
16 80 711
20 33 376
91 80 91
47 51 905
39 22 332
44 9 715
13 10 668
4 76 374
49 9 708
0 79 350
60 42 774
24 66 391
91 90 959
24 27 734
68 44 454
36 83 429
78 36 903
90 54 851
10 59 911
18 61 217
57 54 100
57 84 936
90 90 835
12 12 495
6 21 55
35 81 267
61 68 938
4 66 371
23 82 347
91 44 863
19 80 322
8 18 756
42 96 104
20 97 312
48 41 263
39 67 24
38 6 242
85 9 447
8 16 876
61 90 608
59 46 81
82 8 102
60 17 171
43 86 750
92 54 161
42 83 549
98 40 872
78 99 427
87 57 189
58 2 341
33 39 996
77 95 604
61 56 215
73 98 772
14 5 776
48 22 279
59 20 762
65 21 362
10 1 848
7 67 939
53 15 91
22 16 52
40 46 226
6 4 46
38 5 149
5 75 574
64 29 350
83 58 970
72 98 772
83 23 30
0 84 744
6 40 394
5 61 92
66 67 622
74 94 251
28 61 480
58 16 250
87 95 233
63 52 240
74 44 626
54 99 962
86 30 25
52 85 359
31 69 583
69 50 290
83 44 640
51 4 613
72 24 476
73 69 479
81 11 70
35 20 38
71 3 219
89 13 110
40 2 889
23 60 443
10 18 446
30 95 453
70 67 563
71 65 871
1 52 135
71 77 99
86 39 736
56 15 95
71 33 331
41 82 76
57 42 454
42 12 656
29 0 16
53 57 225
48 48 378
83 65 61
16 17 148
47 19 319
10 4 552
2 12 184
56 1 120
72 86 110
6 22 179
24 91 488
60 41 220
56 37 877
80 62 29
26 88 891
20 25 764
11 69 396
18 38 952
96 95 182
5 45 227
56 5 529
96 73 870
9 7 138
91 21 223
21 56 614
83 35 38
28 28 625
44 48 180
93 80 274
42 97 799
6 12 281
76 61 333
3 90 303
13 56 313
92 90 247
85 13 40
12 74 652
19 96 385
23 11 679
4 43 424
91 32 675
23 76 765
49 58 650
12 46 968
24 67 229
38 59 697
10 45 585
50 72 510
22 22 692
27 16 321
76 58 753
33 43 982
33 35 184
74 10 135
51 5 719
88 1 249
40 61 158
86 83 678
92 51 206
33 55 701
2 93 758
58 47 672
80 86 814
36 47 254
94 84 915
69 31 405
84 7 814
51 97 277
4 89 184
81 52 877
91 17 772
63 55 247
75 13 664
17 35 743
27 58 60
84 61 176
40 83 870
50 30 954
20 37 319
33 16 401
92 9 118
68 38 578
94 99 182
96 69 840
57 34 59
17 4 423
76 23 975
36 1 238
74 80 786
78 60 907
73 36 46
10 92 278
88 45 127
88 50 746
79 99 431
48 10 380
76 63 710
33 13 686
2 61 954
44 73 300
22 91 972
47 36 499
19 83 720
98 41 724
29 81 510
37 96 728
77 20 780
24 97 460
45 51 737
25 41 494
23 85 13
82 95 925
47 35 83
45 34 45
6 62 595
84 47 247
99 38 394
49 93 613
97 15 752
86 44 598
95 56 771
71 74 938
86 48 65
67 63 991
78 2 885
65 37 44
88 87 100
30 44 87
23 96 551
24 36 229
79 82 35
82 70 173
79 69 439
82 82 843
22 5 265
47 3 697
28 68 324
94 52 304
39 21 516
5 41 132
91 74 597
54 2 671
55 82 683
15 62 649
80 71 139
57 18 778
53 11 298
79 61 187
13 98 492
45 38 241
65 14 227
64 8 209
5 99 601
83 17 493
64 63 823
21 3 615
82 49 834
40 20 710
30 91 581
73 21 367
71 83 983
59 93 609
97 99 297
11 11 959
99 57 306
38 47 621
53 86 712
55 27 156
35 17 971
37 35 327
6 34 915
85 3 127
10 25 819
10 99 188
56 93 65
57 89 454
7 85 357
4 71 567
62 15 465
51 39 734
57 3 793
61 41 196
32 8 297
69 93 567
34 86 211
19 39 259
26 94 752
78 42 320
86 80 139
10 54 776
29 2 658
37 29 988
90 43 302
53 26 602
26 50 852
97 66 580
81 70 428
9 39 130
98 63 853
43 19 566
77 30 226
42 69 854
57 87 728
53 13 150
10 67 835
84 24 334
71 16 223
13 79 228
75 50 722
51 20 246
45 41 682
34 32 726
8 80 35
3 4 717
22 68 416
73 38 943
72 73 754
30 59 197
44 57 460
4 9 968
55 59 499
91 39 91
81 18 835
94 61 261
71 43 483
55 80 24
58 81 756
66 66 418
75 23 190
46 67 89
51 37 273
37 55 239
43 9 850
52 95 212
92 44 885
86 6 993
10 31 908
13 76 588
11 12 174
85 74 475
26 87 969
30 12 310
70 70 708
11 17 93
18 25 15
92 91 700
96 21 297
92 81 154
73 74 829
54 15 1
78 52 660
53 58 888
29 79 280
42 24 926
51 90 712
56 8 811
37 52 486
45 13 660
68 72 938
65 66 554
35 15 344
43 74 802
40 68 810
71 40 799
49 70 819
44 63 466
95 88 953
82 86 680
7 69 671
16 26 478
29 40 260
27 73 707
30 88 283
69 29 832
90 33 407
62 74 761
83 22 440
67 76 625
17 2 677
78 46 865
82 66 557
67 70 873
73 84 774
39 18 800
31 41 610
44 51 369
38 87 610
7 32 574
37 50 953
34 14 261
20 30 732
2 84 228
66 26 241
77 59 926
27 44 866
52 28 645
7 63 556
93 54 182
75 83 372
3 13 163
82 26 819
66 83 188
7 39 82
90 98 515
16 44 528
98 37 547
13 90 819
18 71 50
79 55 308
46 30 93
49 39 83
28 71 977
42 39 433
46 1 213
28 52 563
64 65 351
59 39 218
24 99 933
82 98 407
76 90 798
51 73 505
3 56 620
94 55 884
5 62 840
16 43 529
43 57 4
14 26 328
63 7 490
57 14 702
72 93 898
56 92 294
60 48 321
84 72 881
47 44 255
71 55 497
74 66 36
76 37 551
44 8 231
61 36 624
41 4 978
57 44 915
29 19 591
28 59 530
8 82 13
23 34 706
63 40 692
95 72 500
90 72 886
55 34 968
91 79 177
24 31 472
93 47 739
83 16 985
95 89 728
31 80 8
30 66 22
41 34 226
50 78 700
41 42 107
94 54 127
30 96 112
20 96 886
80 61 207
60 79 428
16 82 984
26 73 566
45 64 687
78 68 718
33 66 952
69 32 396
84 11 910
14 15 488
50 21 230
1 36 959
95 83 828
31 39 268
91 85 608
89 7 486
79 98 391
0 3 910
8 39 483
4 26 85
39 96 966
67 52 36
36 56 447
51 54 849
50 0 898
53 12 797
81 83 409
57 91 799
78 50 909
40 64 353
59 91 859
10 65 224
49 77 775
33 47 754
53 6 89
52 87 434
91 78 558
84 35 785
33 99 709
62 16 59
45 50 405
41 20 451
66 95 980
62 36 390
26 92 576
46 47 349
71 17 282
29 89 507
39 16 222
70 49 389
86 78 59
36 10 761
43 29 71
79 45 802
72 52 859
82 81 215
59 15 984
10 40 350
15 32 529
37 23 667
39 57 461
5 49 587
32 81 462
14 20 890
78 61 302
34 12 196
18 8 219
92 82 217
75 94 36
75 98 309
54 26 851
50 86 667
96 59 477
87 96 668
61 71 799
27 82 731
63 42 630
75 32 177
19 34 624
22 29 868
51 85 152
32 11 451
33 15 986
47 29 358
85 34 997
15 9 998
49 10 942
93 67 99
23 7 572
93 82 865
72 82 327
13 17 99
67 59 747
1 27 252
69 64 890
31 37 436
7 6 268
39 63 345
44 37 767
59 40 933
65 33 611
43 50 905
1 87 21
89 31 244
78 17 902
6 81 635
98 68 76
93 92 415
56 19 101
20 90 680
83 26 211
1 38 720
80 16 676
74 51 154
37 16 221
72 42 987
84 70 743
41 56 661
84 13 400
60 95 436
88 71 141
54 65 382
88 73 918
90 29 932
15 47 775
80 64 315
82 44 862
33 89 844
93 6 489
84 50 723
43 30 189
16 34 950
99 17 26
88 79 967
6 92 912
69 40 247
14 38 96
11 94 240
91 83 110
7 5 992
56 27 663
15 10 170
75 89 603
69 55 951
77 36 4
12 97 712
65 73 255
0 13 809
32 26 28
59 56 74
92 98 848
86 82 970
25 36 579
97 40 173
79 24 244
24 69 200
34 3 113
66 78 361
46 25 11
85 23 372
47 49 262
93 75 776
39 52 308
76 83 522
51 80 280
82 10 965
97 16 135
44 13 635
17 63 652
70 5 66
58 18 722
30 54 904
52 20 244
78 59 430
98 59 576
59 73 417
14 80 447
82 88 807
30 98 174
34 76 871
54 85 902
11 62 364
15 35 119
75 29 414
19 81 645
23 2 901
9 41 546
50 13 982
48 79 49
27 2 214
99 98 489
23 39 779
66 99 217
50 84 649
0 28 477
67 91 259
0 23 167
42 87 916
29 63 512
34 94 640
49 53 800
44 18 163
68 95 643
73 76 943
35 83 26
92 75 630
89 76 816
71 12 15
11 22 493
80 50 45
56 18 666
95 55 341
45 96 900
84 83 202
55 41 796
64 49 983
80 25 509
50 33 927
13 81 967
53 76 15
81 44 199
4 10 546
3 31 591
78 7 26
64 10 396
95 36 646
69 37 951
32 48 120
95 80 270
86 53 915
87 5 315
60 47 695
96 6 878
47 92 969
65 28 359
29 94 787
97 87 754
84 92 408
8 51 302
36 73 72
49 63 502
58 70 427
79 21 20
82 83 507
5 42 118
33 50 341
46 72 376
57 47 93
35 11 746
60 83 539
77 88 411
68 76 921
66 23 131
7 94 805
19 46 366
47 20 112
83 8 13
61 52 999
7 15 515
31 0 722
83 14 125
43 83 68
51 33 569
5 0 503
30 56 164
57 98 853
73 99 262
42 8 934
70 92 892
24 32 789
11 58 384
18 2 189
55 0 778
24 86 184
43 67 284
80 69 546
70 6 372
60 32 773
10 46 106
21 95 737
97 44 572
87 66 721
63 22 688
44 5 374
98 62 509
29 22 518
67 6 309
94 24 5
43 44 926
98 4 636
82 18 320
37 37 264
20 62 900
17 89 93
25 89 210
22 42 504
73 40 580
36 13 878
23 79 273
35 66 303
55 85 0
87 70 805
18 65 470
15 30 469
82 1 961
47 40 942
75 9 945
21 51 449
45 74 806
36 37 874
72 95 915
21 31 34
69 42 612
93 81 849
75 38 900
48 56 470
13 72 486
31 43 990
62 38 669
14 94 641
54 83 93
55 11 412
74 29 583
42 58 66
62 29 179
85 79 184
13 45 925
59 42 875
71 48 685
42 40 38
64 9 680
48 40 631
55 55 591
21 58 31
40 36 578
52 45 984
29 97 635
49 59 19
44 3 252
52 52 96
5 6 52
9 31 259
11 76 946
25 0 216
35 98 360
29 54 531
3 43 751
61 97 423
52 15 4
79 22 373
81 99 69
3 55 997
46 18 956
33 27 344
75 78 656
86 18 337
38 26 642
61 60 915
43 27 83
31 63 295
52 53 446
86 70 251
21 38 370
71 84 845
10 17 271
82 64 661
19 30 9
60 65 310
88 27 257
79 94 896
30 28 820
5 19 256
63 51 534
99 3 626
41 84 329
64 68 411
3 60 489
34 61 998
6 68 778
46 88 267
54 23 729
55 99 59
65 24 422
54 56 16
34 92 522
26 51 912
88 57 418
87 87 636
7 99 458
7 54 638
74 16 36
19 84 644
66 13 473
39 11 599
92 21 296
41 73 153
97 76 834
2 31 357
57 73 749
29 64 760
67 9 457
42 73 749
93 88 98
25 40 816
65 76 701
66 42 749
64 48 637
66 29 788
34 16 311
42 51 715
59 87 116
16 10 458
63 97 419
73 64 56
76 97 552
59 21 147
55 35 511
52 31 988
62 92 350
20 55 643
74 8 585
18 67 251
91 97 582
70 65 610
19 10 781
27 51 392
25 13 473
45 81 419
95 25 166
85 84 168
19 36 766
19 20 917
95 22 508
1 46 450
69 87 598
76 98 480
29 14 487
82 15 413
81 63 896
96 91 18
39 71 779
76 20 770
83 29 198
99 15 34
64 34 92
59 66 379
78 8 34
77 55 37
64 61 746
17 34 140
90 12 531
35 54 390
69 43 240
33 83 192
10 2 740
97 89 82
30 80 26
37 32 567
82 77 286
53 45 164
20 82 413
75 2 382
28 3 940
23 20 566
55 69 555
75 61 262
41 52 199
33 54 377
79 67 157
88 76 482
56 52 346
82 40 974
86 56 19
16 49 483
6 51 824
6 8 157
4 48 482
44 26 662
61 92 893
65 75 142
69 89 461
55 68 631
73 88 874
0 46 566
71 6 432
34 1 751
39 65 740
44 56 683
12 90 504
9 66 755
61 62 718
49 80 955
25 85 973
93 33 135
6 90 902
29 37 993
15 77 684
42 13 915
71 50 613
89 99 218
2 88 464
66 70 364
9 70 442
51 61 31
28 24 497
98 93 565
40 59 393
62 9 107
39 28 655
67 37 7
7 47 64
79 64 118
98 22 295
53 62 118
66 10 890
69 38 442
17 32 191
72 68 990
14 24 263
86 67 78
92 20 687
43 51 286
79 3 50
2 9 17
65 92 40
29 20 106
67 83 732
24 0 992
96 45 321
