100 2475
15 75 975
82 66 388
60 57 615
38 3 345
26 40 224
9 27 73
33 65 859
42 93 817
50 70 901
25 48 859
8 56 522
43 88 97
15 4 915
14 13 981
69 17 66
89 49 660
5 13 715
20 5 58
40 58 965
72 61 241
96 88 678
47 63 366
55 59 359
38 46 53
75 75 96
48 62 251
37 59 32
42 73 645
84 50 554
9 81 767
93 74 882
92 61 676
23 65 684
5 42 644
2 80 652
38 25 985
53 40 83
2 36 456
87 88 767
66 2 868
39 53 927
72 12 333
61 48 920
48 69 545
21 20 223
64 12 290
66 68 687
81 9 102
35 77 232
72 22 299
93 91 359
73 40 753
14 75 451
68 74 278
93 17 670
98 8 478
4 12 703
68 34 856
63 34 359
77 98 479
79 50 263
27 32 479
3 79 94
93 70 691
66 65 252
37 33 440
24 9 636
2 28 220
4 95 229
48 68 131
35 47 371
91 93 883
16 34 597
37 0 341
53 21 627
71 94 671
30 4 766
89 69 751
8 32 829
25 93 797
1 98 196
69 77 756
48 21 376
22 75 489
57 89 541
73 32 304
65 10 58
30 33 430
25 44 967
95 1 174
52 68 584
78 91 594
76 31 897
48 85 410
14 39 281
38 63 701
48 8 950
4 8 161
73 74 527
38 45 658
76 89 63
80 93 101
93 89 288
77 43 902
52 55 225
47 26 932
33 6 156
68 55 993
33 49 694
36 10 747
39 58 910
76 0 867
97 13 919
97 72 726
80 81 808
51 59 376
99 43 810
84 13 11
44 28 234
49 18 694
48 96 856
71 63 944
37 91 506
10 51 981
30 7 458
56 27 129
82 82 34
49 69 416
85 68 364
91 60 942
59 63 486
70 90 11
91 73 841
71 79 196
58 65 557
93 75 757
92 28 665
60 27 994
13 22 58
16 7 440
10 88 552
30 95 566
90 32 234
66 66 382
57 93 489
73 35 649
66 6 255
48 30 446
10 71 747
31 90 728
50 42 494
4 54 846
20 44 185
34 75 580
77 54 662
92 71 42
51 47 568
15 8 803
11 37 370
92 33 342
29 79 620
46 98 832
90 97 248
11 29 168
63 16 819
76 77 312
74 57 498
70 61 769
53 96 390
90 6 238
8 34 853
78 67 885
68 43 348
8 31 257
69 13 991
56 48 744
88 91 609
76 19 716
13 14 750
18 89 675
12 12 71
23 62 918
86 70 254
49 45 22
96 29 244
78 65 714
5 59 555
32 4 48
74 22 83
33 69 201
20 68 887
99 55 237
45 48 159
9 80 630
39 91 446
60 0 959
27 68 412
62 96 178
69 51 624
81 34 816
95 39 112
82 25 985
26 1 797
71 2 766
5 10 250
48 42 4
42 89 959
49 43 71
73 9 225
44 23 335
62 4 596
53 39 447
87 1 896
48 57 878
68 68 587
3 26 543
74 32 703
63 83 195
13 29 193
55 79 679
91 96 21
29 34 387
9 98 308
72 26 119
99 21 732
51 90 585
50 35 518
1 62 786
10 37 198
4 31 890
17 1 262
64 72 268
86 96 622
44 93 610
49 30 419
29 97 237
8 6 586
10 66 54
46 16 802
49 41 45
34 24 359
80 86 828
52 17 65
31 3 250
10 36 28
38 90 967
33 47 612
62 30 359
89 58 243
11 61 87
96 86 624
7 3 23
50 39 557
68 73 792
63 69 470
85 31 331
68 14 405
6 22 160
90 18 874
7 64 759
30 40 679
23 28 607
13 47 628
65 9 51
99 80 258
7 51 634
50 86 214
10 42 320
21 38 915
32 25 256
44 38 302
29 65 137
34 51 348
11 7 32
88 45 470
82 67 516
8 8 436
72 32 146
97 67 106
87 33 608
21 91 624
68 10 437
10 69 793
55 6 40
27 45 562
94 48 912
82 90 335
45 64 168
69 68 248
96 70 501
68 87 658
37 29 96
30 72 824
87 11 321
63 82 58
32 56 583
48 38 202
4 36 792
