100 2475
89 40 47
39 93 340
64 0 570
4 52 791
10 76 797
87 66 409
72 69 268
30 26 350
91 45 781
48 92 130
86 99 937
21 44 145
34 66 155
80 43 853
0 84 269
65 30 483
74 21 129
24 72 275
98 65 144
94 13 95
91 79 585
45 31 59
76 41 220
15 67 107
15 40 792
54 42 101
40 81 476
25 8 590
22 13 248
49 37 652
92 36 231
0 75 824
9 75 382
74 5 711
53 43 477
44 70 769
12 4 334
47 11 361
24 73 576
35 78 107
29 98 339
70 94 455
65 68 94
38 50 724
47 83 634
28 84 882
94 8 197
94 20 158
48 76 392
79 18 29
34 8 384
72 62 969
22 79 451
57 42 528
18 51 377
63 33 995
93 72 55
9 77 597
22 29 542
53 96 470
41 35 666
57 98 51
60 48 593
96 31 498
52 61 593
74 84 929
73 34 802
7 97 853
66 32 67
9 60 485
34 76 383
64 69 464
96 96 317
99 68 797
5 74 815
28 25 539
75 69 616
51 79 156
23 8 2
32 34 531
1 9 520
77 17 913
45 27 349
85 35 145
93 61 893
74 16 956
32 85 636
64 23 967
35 25 343
42 11 290
19 28 96
70 91 438
18 19 933
17 9 699
39 66 179
63 31 787
5 89 751
78 61 993
41 47 185
85 25 995
72 98 20
20 33 500
35 64 249
70 75 196
31 20 285
83 7 835
63 18 628
47 39 582
51 54 180
34 34 20
2 25 693
21 39 897
21 49 462
69 65 175
19 87 344
46 34 312
4 42 776
9 65 432
11 59 111
44 72 262
38 60 793
94 25 115
4 18 874
1 28 376
4 36 819
97 93 925
88 98 167
3 85 298
30 18 528
11 68 96
12 26 827
42 86 389
61 67 594
57 21 862
81 56 607
23 89 473
55 69 643
53 28 297
62 0 13
59 35 855
10 56 86
92 57 18
3 77 612
63 25 946
44 88 77
53 33 344
77 36 929
5 71 471
46 57 108
38 35 547
34 65 89
56 5 513
9 87 69
88 75 665
87 85 404
80 64 706
13 29 844
24 57 256
23 20 444
14 84 798
65 61 893
76 38 941
7 14 646
54 13 74
91 48 709
99 60 531
75 43 63
25 3 925
32 50 854
89 89 104
35 13 546
0 48 204
47 48 615
42 52 660
82 71 352
16 33 292
17 40 747
9 41 907
10 54 921
24 8 163
44 74 416
40 2 629
1 71 962
45 11 816
38 26 202
61 69 347
15 15 775
49 11 164
51 38 976
67 78 492
77 59 698
15 2 289
99 64 182
98 93 424
20 16 355
33 54 401
80 48 732
23 86 668
45 87 98
62 86 345
38 31 519
56 0 455
41 26 523
18 79 719
81 68 423
28 92 500
84 7 305
63 55 784
30 90 224
66 90 400
46 35 694
70 28 783
46 91 444
55 0 206
97 70 833
77 70 427
87 98 824
68 19 993
36 79 25
55 38 496
56 71 398
53 66 169
69 30 328
18 94 929
59 30 330
12 11 25
81 66 459
99 3 963
9 74 480
69 96 240
4 29 368
48 88 220
61 28 534
98 19 742
52 33 33
61 78 102
65 16 685
65 70 825
36 45 576
8 6 894
85 47 861
36 51 480
50 31 346
50 17 194
64 28 81
61 74 383
29 23 144
10 34 298
