100 2475
84 37 954
85 42 568
19 37 215
38 43 125
88 53 110
54 86 662
70 99 771
39 71 445
60 72 568
25 24 621
14 20 777
7 86 955
97 77 558
29 11 102
61 7 907
41 41 256
97 65 154
32 78 95
43 79 93
41 84 554
87 20 780
19 98 645
73 98 874
76 74 949
31 87 222
4 15 471
39 53 755
42 82 748
43 92 712
43 28 96
15 17 98
75 86 948
34 68 556
77 25 196
66 86 747
55 46 322
19 20 964
51 5 935
40 38 940
8 93 581
88 11 314
86 44 138
22 49 695
9 36 158
88 2 128
68 15 775
42 89 293
1 6 311
86 7 913
7 45 982
50 93 60
96 41 849
76 98 159
83 39 241
62 63 292
8 95 202
24 72 926
9 55 116
72 11 821
79 99 798
69 34 640
54 50 544
96 60 341
87 75 341
93 79 234
89 63 682
24 5 88
31 2 253
37 60 750
45 41 399
36 66 712
1 69 336
68 60 434
21 66 186
79 28 816
59 52 369
64 77 328
1 84 176
37 3 531
75 5 627
85 24 791
73 52 515
8 77 233
45 98 898
68 33 33
12 75 86
41 89 404
63 47 797
29 63 302
52 19 665
26 29 519
56 40 443
96 75 761
99 45 524
79 38 455
1 43 526
29 67 609
80 22 248
84 9 959
40 1 573
85 19 459
47 68 836
81 54 222
52 80 254
43 22 253
66 37 885
36 29 347
37 21 571
24 41 413
49 65 234
70 56 108
97 62 251
42 78 403
3 91 134
17 85 267
92 12 204
47 78 580
58 21 446
32 92 706
1 31 551
53 59 519
32 19 373
12 73 839
29 52 133
12 64 133
27 54 757
3 89 210
23 79 208
36 41 596
35 79 856
91 85 414
19 43 868
84 67 988
22 9 456
92 57 166
79 4 887
19 60 14
52 4 860
61 17 602
79 43 677
13 18 704
83 98 764
31 56 306
81 74 313
33 93 886
33 7 317
31 23 154
38 32 201
5 83 573
24 67 168
90 59 790
55 88 56
33 6 425
18 28 464
26 21 718
50 55 10
85 66 641
98 88 618
12 6 397
98 72 403
5 94 481
77 74 738
75 65 919
29 10 416
70 95 992
45 21 50
63 64 728
97 28 634
30 4 706
47 64 702
78 75 68
50 82 295
91 74 889
20 95 166
86 67 196
42 3 483
25 26 519
34 66 514
92 52 62
1 9 247
81 42 622
31 74 988
8 99 736
31 62 216
34 91 83
41 17 434
53 80 429
59 72 379
94 11 776
55 76 835
54 29 64
18 58 439
15 34 304
23 98 324
22 55 112
52 92 426
87 56 496
45 91 763
53 20 421
70 13 904
37 27 772
16 40 811
0 34 105
32 52 193
58 42 487
95 89 728
98 47 570
4 72 746
51 83 335
43 56 677
27 35 335
31 86 631
29 61 399
10 29 995
12 47 648
10 13 479
81 56 78
66 17 516
28 9 186
52 7 240
32 70 87
22 56 257
14 94 819
75 19 955
83 71 859
61 23 552
36 91 971
98 5 266
23 5 892
62 67 394
26 50 939
29 26 185
64 79 330
23 9 251
54 82 249
70 73 67
94 84 850
61 56 859
4 91 548
34 85 630
39 39 45
91 10 492
85 30 189
26 10 569
7 67 711
14 5 164
72 94 422
48 83 140
61 75 137
88 74 677
43 42 847
54 30 752
99 97 193
45 10 315
11 96 758
74 20 137
13 6 543
6 71 398
39 95 950
29 71 232
13 22 99
87 50 559
83 52 75
20 39 45
63 35 252
63 63 127
93 88 908
96 68 308
90 34 932
82 62 86
42 29 738
38 85 743
73 0 346
47 90 385
64 46 712
84 89 973
56 95 895
6 12 56
56 46 978
6 29 736
25 71 205
4 81 622
7 89 371
39 10 5
43 2 612
77 59 865
38 68 1
89 79 943
41 5 582
43 49 500
77 28 611
3 32 84
3 7 405
28 7 67
95 61 645
90 83 828
45 17 860
65 69 278
15 14 667
35 17 6
83 15 978
5 61 521
55 25 540
63 39 933
5 53 149
10 31 51
55 26 936
87 48 146
95 0 422
71 4 885
67 17 957
54 28 419
80 31 745
10 44 558
15 41 429
44 68 317
24 63 392
93 33 580
18 64 460
6 78 718
30 18 808
51 48 540
13 99 153
30 46 741
51 70 931
75 71 5
35 40 186
63 70 653
19 7 919
56 87 513
15 92 748
33 5 103
54 49 607
94 90 933
20 1 610
97 2 431
10 12 48
77 49 155
27 50 765
9 6 626
86 86 829
68 34 221
13 3 93
2 87 117
99 6 598
97 5 197
51 53 799
66 15 865
9 72 183
46 13 554
15 0 839
15 5 278
6 32 109
79 41 933
32 17 183
16 69 284
58 27 629
29 70 653
77 62 792
67 36 25
53 38 183
65 12 911
98 34 248
32 88 80
60 30 265
30 41 209
87 55 396
0 92 478
62 18 384
80 1 96
10 60 280
85 69 339
39 50 484
47 14 216
74 26 612
1 80 534
50 10 124
94 59 451
16 63 200
52 35 289
16 7 230
75 20 934
97 82 563
82 7 518
19 32 515
74 0 832
1 35 719
88 54 257
3 60 51
49 41 107
3 21 353
11 85 152
79 92 84
48 65 520
62 39 439
26 82 505
40 71 464
41 44 53
71 3 371
9 46 626
59 51 183
14 50 10
15 4 663
35 76 142
3 38 354
33 23 444
31 98 992
74 51 989
93 27 898
88 80 505
33 73 456
77 17 924
35 63 847
98 10 53
33 2 614
78 24 184
18 70 277
81 31 891
76 0 184
30 43 364
48 58 811
33 29 352
97 72 475
1 50 394
21 71 38
64 51 660
54 16 2
1 33 177
77 78 621
38 65 594
28 49 261
30 24 739
98 44 685
8 5 73
74 17 275
39 94 586
46 28 704
4 7 67
66 58 43
23 29 44
84 55 409
8 28 46
78 58 799
7 55 500
39 70 714
52 14 529
62 9 233
82 91 258
79 58 161
43 30 505
70 71 106
50 94 469
59 29 128
33 17 491
73 34 96
26 33 351
34 25 676
1 92 852
42 9 487
36 37 289
30 14 144
46 94 543
15 71 588
16 39 993
66 68 113
53 0 894
76 93 653
37 48 153
40 19 701
88 7 365
2 44 292
51 8 641
74 41 896
5 77 498
11 99 869
97 41 975
75 95 807
52 59 937
24 11 453
16 89 573
37 65 312
73 93 31
41 38 725
16 32 667
85 65 48
86 76 749
93 64 639
78 80 703
32 40 78
84 57 655
51 12 856
62 7 266
36 95 576
41 52 268
27 70 126
91 86 339
17 89 372
46 22 120
92 45 667
53 2 249
41 50 42
56 66 736
28 67 58
38 7 197
8 23 48
72 87 486
81 49 946
94 15 166
41 8 700
66 80 133
36 15 328
75 73 737
94 29 393
79 55 871
76 21 617
16 84 216
86 54 219
72 13 932
44 13 552
26 95 673
57 43 541
33 88 829
52 45 476
41 9 154
79 49 61
14 93 186
92 96 677
52 84 579
29 30 582
42 0 368
46 53 367
75 81 212
80 88 22
69 94 702
6 31 455
40 99 976
62 62 768
61 49 673
23 4 486
68 99 889
39 45 340
76 60 934
9 95 172
91 84 437
40 15 517
0 14 624
40 80 534
98 25 994
34 62 586
90 22 274
59 96 74
40 7 798
50 40 41
67 84 407
9 38 586
20 28 465
55 63 809
5 43 136
47 12 831
69 90 519
75 46 78
34 59 988
19 0 744
79 93 304
66 21 306
99 71 134
99 86 314
49 58 553
36 98 641
91 36 459
58 1 49
14 24 352
86 15 965
79 86 667
63 10 320
8 70 907
64 58 243
45 32 394
23 19 637
66 71 650
9 32 461
21 75 591
65 24 471
6 76 926
7 27 841
75 97 388
35 88 372
39 4 641
67 1 90
35 73 310
59 63 206
92 11 48
59 17 180
77 3 838
42 42 358
97 14 485
55 56 85
33 47 561
40 34 331
69 1 281
26 56 770
14 77 981
