100 2475
0 45 516
26 20 995
28 31 775
17 26 923
62 83 464
41 93 453
16 5 438
45 3 830
64 69 6
66 1 568
21 77 37
86 69 948
17 39 910
13 3 949
50 77 862
76 89 853
72 79 77
52 56 90
16 11 791
1 77 598
86 15 290
0 30 341
68 21 468
50 69 166
85 70 360
35 75 863
72 66 964
5 50 979
30 90 732
1 78 115
97 59 848
98 73 253
1 87 961
77 83 920
18 32 801
14 22 771
11 46 346
54 75 557
12 1 201
5 91 165
16 60 55
10 6 877
54 15 892
22 89 890
49 85 203
97 90 490
41 29 832
84 19 994
75 96 29
2 28 334
19 7 706
24 21 550
73 20 733
19 13 119
29 73 299
42 93 685
32 6 888
79 28 763
87 80 274
63 72 194
78 24 823
64 76 732
27 77 426
39 17 316
80 20 365
72 14 421
20 46 287
31 89 373
82 86 248
16 49 733
16 97 413
51 31 255
39 84 49
11 22 730
60 27 370
69 54 635
89 57 958
1 27 1
60 93 716
80 87 868
88 34 383
21 66 765
38 95 829
87 24 971
71 23 632
19 35 886
14 77 366
19 86 172
62 18 62
73 71 604
55 90 193
57 5 984
49 68 925
38 6 755
5 44 115
80 27 427
88 7 377
80 0 152
26 98 921
30 51 832
5 39 514
59 57 413
69 33 554
50 8 292
6 40 805
3 6 152
9 29 525
87 86 128
82 58 936
68 1 843
82 29 772
12 76 298
22 31 390
68 88 359
10 7 312
74 44 230
64 1 891
16 10 353
97 6 270
99 42 968
60 69 450
29 9 882
42 13 626
85 74 173
29 38 276
4 64 904
29 57 283
65 20 715
38 88 76
88 68 715
81 3 551
17 80 85
85 16 840
52 13 53
47 78 111
31 97 611
16 13 410
42 92 504
23 74 646
48 46 305
52 43 552
47 32 398
27 90 406
20 66 557
94 19 263
55 47 268
93 55 235
51 57 295
50 0 535
30 99 488
61 31 923
56 94 476
77 21 354
11 96 661
30 82 405
60 50 883
18 7 935
41 73 228
36 85 537
30 89 827
78 48 814
0 24 580
91 14 720
45 94 132
84 43 347
62 23 133
71 20 118
50 95 69
38 24 152
98 98 89
84 28 877
3 8 773
74 23 574
85 92 75
18 84 498
4 34 133
15 4 724
18 39 52
72 70 605
24 25 501
48 91 707
50 29 51
62 26 549
63 61 238
30 19 584
36 31 181
1 75 826
38 79 904
32 59 611
38 50 725
39 71 102
74 1 92
87 8 679
45 99 93
17 62 670
46 12 108
6 37 971
66 7 693
67 21 989
95 64 969
4 41 592
69 92 82
30 94 593
50 55 668
5 16 890
38 17 2
89 13 546
59 47 193
98 40 228
74 38 143
20 40 127
47 52 481
20 18 439
99 48 290
96 92 147
15 21 14
2 23 219
75 34 322
17 95 576
23 15 20
34 49 906
13 88 724
24 46 210
59 65 821
73 80 264
34 73 540
80 12 799
60 24 677
42 3 534
71 52 725
1 42 613
41 6 296
13 32 793
35 27 605
59 67 100
27 42 495
16 31 277
62 44 404
47 29 53
10 41 658
86 4 736
98 69 149
35 37 897
18 85 234
83 84 348
42 46 13
35 43 799
78 20 85
6 69 4
85 3 908
40 17 40
58 8 152
4 79 235
60 43 42
85 39 173
3 63 7
17 92 360
67 33 851
22 1 436
6 6 872
65 93 982
93 27 781
83 42 958
34 87 17
62 68 19
26 15 113
58 92 628
87 91 590
64 95 326
50 59 991
5 13 370
45 66 895
24 44 406
14 0 783
7 7 475
10 59 57
96 10 169
73 30 285
23 98 127
70 81 107
26 82 258
40 63 331
85 48 531
37 88 819
39 37 902
7 84 285
20 33 847
59 14 394
27 41 568
97 84 825
77 29 605
85 13 325
59 32 610
12 0 973
59 60 71
40 85 85
14 7 574
64 27 6
3 79 802
61 34 352
84 18 286
65 41 501
17 1 394
76 54 721
51 6 208
35 52 467
78 28 117
46 40 381
7 67 526
30 52 424
12 73 68
8 8 255
37 66 501
6 96 464
24 57 54
26 65 838
51 55 332
84 35 319
75 42 632
3 39 869
78 47 150
95 98 438
3 62 489
73 3 963
95 92 835
17 4 134
19 41 778
92 42 131
98 29 963
56 88 555
93 0 478
23 63 550
29 72 524
7 78 925
44 34 29
47 96 167
44 43 310
60 33 499
90 74 935
92 20 167
42 5 396
49 10 79
62 10 334
72 34 922
20 53 989
99 23 513
53 98 12
42 35 625
67 63 68
93 82 799
61 69 775
42 20 609
43 87 180
53 72 306
50 27 738
22 98 83
25 38 191
95 65 886
61 54 213
14 14 236
10 20 961
27 10 210
58 54 903
59 88 16
2 75 528
77 51 582
22 21 563
58 88 482
43 1 615
74 24 277
65 56 40
22 16 279
11 62 874
36 2 851
6 93 253
2 26 643
18 26 251
53 35 864
60 74 36
77 43 195
28 96 542
38 99 172
69 77 765
78 42 701
61 24 698
15 56 917
21 53 854
0 53 44
51 46 872
6 1 111
20 49 593
93 22 232
73 48 313
56 68 290
13 56 23
34 74 413
52 17 602
49 42 282
95 58 755
76 20 898
19 69 299
47 84 915
25 12 705
93 25 108
6 85 176
6 99 666
18 2 160
29 5 243
40 14 782
58 17 307
89 56 613
98 2 629
61 58 234
25 17 840
97 74 474
37 95 218
73 10 246
50 49 703
48 28 878
51 87 807
86 68 350
47 87 15
40 39 374
79 64 630
83 24 265
75 63 524
62 17 708
92 27 5
79 91 475
98 7 320
80 75 982
94 0 790
45 81 274
5 65 627
77 41 130
5 77 647
68 48 407
68 11 710
11 90 168
87 40 458
29 11 815
58 99 508
44 7 0
91 47 606
71 43 585
32 58 66
80 48 478
12 14 679
15 18 570
5 11 968
51 41 170
94 54 932
64 50 55
13 23 760
5 32 396
82 1 927
30 18 571
4 21 46
38 5 759
53 15 657
98 82 226
1 70 856
99 22 164
0 7 822
88 59 421
27 58 575
85 12 675
34 37 255
53 82 717
7 32 190
42 62 541
62 66 7
58 49 852
11 10 306
81 85 309
46 59 407
49 94 314
38 84 66
62 98 504
55 79 821
22 74 454
53 88 424
5 41 858
66 2 274
33 14 470
8 27 832
43 14 738
71 84 298
3 4 719
48 72 865
95 95 672
81 26 761
74 65 55
76 96 465
18 47 997
10 10 572
53 59 123
10 28 22
73 89 396
72 8 589
0 4 221
12 21 569
5 86 247
43 57 826
66 69 367
3 19 412
52 97 116
68 61 608
68 32 566
28 80 848
31 76 289
78 67 595
63 47 648
52 44 424
48 36 461
11 33 57
57 30 728
37 60 977
86 28 330
82 0 904
93 81 931
98 72 933
42 17 103
55 96 380
50 3 515
38 48 589
43 97 489
99 67 597
7 3 268
5 90 639
89 31 44
82 2 672
29 40 76
3 14 105
38 7 102
42 60 532
94 16 568
33 70 948
97 39 693
9 58 920
48 88 836
21 6 748
43 88 114
56 96 634
41 72 410
44 19 958
40 42 661
53 29 570
47 73 87
75 27 194
6 44 642
7 23 120
53 3 401
66 83 539
19 36 867
29 19 571
59 37 509
44 37 387
20 59 496
77 95 908
83 8 480
80 76 276
69 35 300
81 81 825
46 23 100
74 9 845
52 29 234
34 10 725
78 13 701
90 60 441
81 77 935
60 48 583
24 55 740
5 14 286
67 45 105
26 89 90
52 79 499
29 91 195
27 29 368
91 93 237
63 39 385
98 86 275
51 20 923
37 18 771
38 33 129
17 57 681
83 33 14
37 84 62
76 99 365
17 85 580
68 75 881
74 31 958
17 12 120
96 2 652
41 22 468
89 69 736
0 71 692
55 77 557
62 37 82
25 28 220
89 80 448
49 15 827
90 69 972
63 46 975
49 20 478
8 90 310
73 17 630
85 97 258
66 73 108
22 6 176
18 86 351
39 60 473
50 44 353
55 67 804
9 38 500
21 76 129
2 57 777
34 27 464
52 30 982
23 75 107
62 64 996
17 71 374
15 99 821
87 88 726
4 45 51
27 43 127
93 7 620
10 8 924
30 54 141
77 63 337
94 39 95
9 70 282
28 9 761
70 73 914
6 83 858
32 71 533
58 89 443
91 25 692
78 93 675
26 69 955
45 92 4
26 88 115
9 87 146
55 45 135
68 5 836
28 43 85
77 78 783
72 82 217
93 69 819
89 65 401
0 52 140
77 69 333
25 64 665
76 14 2
28 24 572
40 76 562
9 30 106
72 31 237
66 4 916
24 10 741
82 69 853
77 12 537
15 77 569
47 47 391
62 90 94
34 1 150
95 71 273
32 35 532
0 10 306
21 64 792
70 31 766
4 61 676
53 61 155
0 66 102
56 78 144
40 34 607
24 90 804
40 79 982
21 28 418
64 12 740
32 84 927
39 44 179
25 76 320
2 81 426
24 35 524
95 16 24
17 33 398
49 23 338
95 61 388
12 40 926
26 77 283
54 48 604
56 40 358
26 90 765
97 65 576
27 94 242
28 28 105
7 50 159
55 59 899
35 12 609
74 68 164
98 49 299
46 33 209
66 59 366
51 89 497
85 95 632
4 16 203
10 19 104
75 23 576
80 82 383
87 70 438
29 14 849
67 68 43
27 57 589
49 0 977
73 36 907
63 3 78
77 77 953
97 19 179
93 16 376
91 13 737
17 38 474
98 89 507
69 90 65
69 85 768
32 45 653
52 81 35
64 99 979
22 64 489
79 21 741
0 17 807
25 36 935
29 86 463
63 34 619
4 47 618
23 50 952
3 73 239
43 29 840
55 30 105
21 96 442
60 18 361
42 79 200
89 88 347
1 3 681
13 92 313
85 84 601
87 10 569
83 45 663
68 29 717
94 86 627
24 94 34
81 49 209
56 86 961
78 78 874
63 90 834
53 44 972
85 90 617
75 93 393
36 33 644
36 55 963
43 27 911
22 71 497
72 47 228
33 19 812
29 3 773
55 62 721
26 66 922
12 5 347
0 87 92
26 71 40
71 80 563
44 65 38
68 20 182
21 25 601
89 17 265
2 48 587
51 11 920
62 76 590
38 63 174
68 31 647
8 79 188
91 70 607
62 9 933
17 60 56
19 64 141
67 55 988
59 50 209
30 84 771
47 76 259
36 24 897
9 34 873
81 66 2
87 46 770
95 85 41
38 13 395
32 12 608
17 30 14
86 41 830
58 95 128
69 11 607
35 89 505
0 22 647
34 26 217
60 57 372
34 61 23
85 46 314
81 30 88
85 60 368
28 73 17
61 55 572
0 12 569
40 92 642
38 11 352
79 77 782
15 72 154
29 95 650
35 32 324
85 49 321
84 49 967
4 98 745
52 62 166
98 52 173
7 92 43
0 33 423
51 16 970
78 18 558
54 41 396
11 88 524
57 82 992
5 18 193
30 40 254
54 18 307
35 85 125
23 22 21
86 48 866
97 69 523
15 5 380
3 21 20
7 24 791
98 12 40
89 78 259
6 84 666
24 49 458
58 37 265
92 0 195
10 60 295
64 94 986
77 52 106
33 81 63
43 37 322
57 77 910
90 41 4
43 81 232
49 64 414
6 47 786
21 79 931
