100 2475
74 20 241
59 32 566
49 57 626
34 28 507
52 61 457
69 53 579
51 66 762
26 72 691
78 68 577
30 39 61
30 9 103
88 63 956
57 43 479
85 57 580
6 7 215
0 0 497
78 63 754
71 58 114
10 86 58
60 84 822
0 66 595
36 7 90
9 59 35
86 4 748
12 11 930
7 2 606
22 67 890
23 92 256
43 36 26
64 65 641
3 43 71
39 82 562
41 40 585
55 78 182
47 69 497
89 5 756
43 25 994
95 73 0
87 46 255
45 83 713
25 57 174
45 43 171
63 56 406
28 99 480
27 71 282
54 93 978
37 86 428
83 39 512
49 61 89
43 55 298
5 18 76
39 14 582
53 64 765
4 6 655
58 9 354
31 66 508
96 15 274
61 89 797
45 99 377
95 78 164
11 25 331
56 8 536
73 61 507
92 42 333
99 5 840
16 50 79
6 25 696
81 79 660
35 85 279
34 92 46
49 41 578
25 26 358
69 97 339
81 59 812
3 96 767
18 59 749
7 55 218
43 60 572
24 25 848
56 63 129
40 87 339
14 93 167
78 2 505
97 63 536
90 87 495
88 48 913
59 36 730
9 70 353
85 81 190
6 95 930
40 76 29
1 60 676
45 13 357
7 88 751
15 93 256
37 85 686
60 2 958
20 87 713
51 9 381
89 76 499
7 76 897
78 37 62
70 76 120
11 68 380
6 68 681
72 31 111
26 61 49
74 55 179
53 23 777
74 8 242
47 71 49
14 32 332
53 40 959
29 30 16
17 54 873
48 21 750
99 76 137
69 43 472
66 27 577
84 8 617
80 55 407
52 84 893
62 31 694
69 38 378
65 12 905
80 12 581
22 94 304
33 44 732
12 48 435
8 22 684
34 1 450
81 20 193
95 89 893
98 24 688
65 89 627
18 4 393
36 64 887
76 21 949
41 89 388
0 68 218
45 72 141
87 14 699
8 82 497
50 5 825
93 26 22
60 76 125
9 73 445
16 49 766
0 71 435
10 27 78
51 58 737
89 63 590
83 6 37
40 35 255
72 59 725
76 76 957
15 78 239
56 85 387
33 33 290
12 70 841
47 0 846
16 29 646
74 34 303
13 70 70
27 38 478
47 28 467
67 41 498
66 93 967
3 24 191
50 32 885
20 81 352
49 67 562
87 77 423
64 30 256
84 80 240
98 80 639
77 22 840
71 90 920
39 78 988
83 49 466
29 1 828
17 72 232
39 91 401
95 79 422
76 15 968
38 43 336
26 6 745
89 69 508
59 23 87
19 85 433
69 82 743
38 97 636
37 87 313
71 69 402
91 29 306
26 28 635
55 28 323
85 82 703
87 56 253
8 47 461
87 80 367
42 12 696
70 95 86
64 55 476
76 75 894
99 27 824
42 93 980
57 84 296
60 63 805
90 27 342
59 69 774
83 86 673
18 68 918
40 4 113
34 91 882
74 5 451
77 55 632
78 26 903
43 66 579
24 83 537
89 75 569
37 32 510
2 21 238
84 46 533
22 47 730
35 55 734
70 69 869
79 78 494
55 33 491
52 40 838
22 48 461
71 79 27
80 31 272
64 35 373
96 47 397
73 18 166
62 88 756
98 88 844
23 33 775
0 40 339
37 38 620
72 93 786
52 87 508
71 20 83
55 61 231
9 88 655
23 85 611
2 50 876
80 39 772
52 7 404
48 41 89
53 48 187
54 60 964
54 50 10
51 85 311
53 86 508
86 94 842
26 15 643
59 44 63
88 98 432
91 84 743
99 53 373
15 4 649
47 29 840
78 55 538
19 29 125
2 91 133
57 19 481
90 47 439
75 50 891
58 70 265
2 28 337
46 20 303
2 1 90
34 47 469
20 32 800
16 9 528
62 37 930
39 49 372
60 47 313
20 42 678
11 37 273
24 2 109
69 46 10
56 18 18
93 46 158
85 28 10
90 53 721
85 72 937
25 51 576
41 44 537
86 80 642
23 19 999
24 99 183
96 44 161
0 10 566
21 17 877
13 23 608
23 70 647
83 79 678
93 41 0
27 95 374
89 39 512
71 74 416
30 4 644
24 7 310
22 39 137
89 85 336
73 86 425
19 8 307
70 80 301
96 42 10
36 32 948
4 2 155
91 72 438
47 66 198
93 42 401
20 43 546
87 96 112
73 16 197
52 42 78
8 65 429
97 17 138
92 78 418
63 12 643
65 30 665
2 51 693
99 6 660
86 22 776
36 50 461
27 25 954
39 42 883
61 92 191
57 73 532
8 75 166
23 2 425
72 85 516
