100 2475
3 24 734
92 32 146
41 13 62
7 3 954
3 66 137
28 83 556
78 41 492
75 38 456
84 27 783
53 10 179
24 85 118
73 75 644
39 84 492
18 48 347
25 14 691
72 62 376
74 16 882
59 0 569
73 19 738
19 43 636
68 17 890
82 14 58
75 71 492
73 38 663
4 81 331
61 76 248
10 6 186
95 9 128
92 29 33
63 99 250
30 87 604
44 55 429
79 18 81
88 42 410
41 31 900
53 52 419
67 50 355
28 23 205
31 64 794
94 90 47
47 42 1
35 64 686
48 36 936
52 34 579
13 71 255
22 92 595
95 20 848
32 17 444
47 73 539
12 26 116
32 27 996
95 91 444
67 35 815
15 61 608
69 40 341
91 79 651
96 78 947
92 34 450
43 6 920
97 59 171
19 36 528
89 48 644
58 22 22
72 60 355
66 20 66
87 53 386
45 79 211
81 38 963
7 87 677
0 86 25
4 63 305
84 12 874
63 42 507
22 40 681
74 35 484
35 49 588
34 86 91
88 78 193
72 99 544
25 16 295
27 7 862
27 20 426
22 26 954
65 7 518
71 33 110
40 24 70
88 35 100
43 78 247
2 78 384
81 83 345
53 51 237
15 19 115
4 86 531
22 15 984
17 51 352
72 69 468
65 30 617
93 65 656
49 60 562
43 94 955
68 88 837
28 59 690
58 8 329
24 53 153
21 85 660
62 74 710
86 94 307
29 48 277
41 2 33
44 41 949
15 94 925
78 17 631
14 10 603
94 56 427
5 22 557
16 33 365
79 8 65
85 39 579
15 70 105
65 70 532
93 46 745
14 71 597
4 46 672
72 96 320
67 70 780
84 59 157
39 72 921
84 97 111
79 10 846
14 34 422
76 70 506
22 3 802
73 8 212
88 88 494
1 31 75
11 88 293
44 64 846
47 77 91
28 29 861
39 77 224
62 54 287
42 4 62
29 10 964
40 2 742
16 41 842
75 3 286
35 1 428
29 74 758
79 13 375
38 22 664
79 5 363
47 46 401
82 79 462
53 55 485
90 35 674
88 98 115
12 96 954
56 68 213
36 9 585
61 37 820
80 60 497
66 49 658
15 69 275
35 32 112
38 28 819
48 15 966
16 93 47
89 87 749
60 35 8
41 45 993
39 98 353
68 34 277
14 50 702
27 37 197
66 24 240
2 62 572
38 33 147
72 68 21
30 29 408
24 58 139
12 53 144
12 61 781
88 9 410
54 17 174
12 95 686
97 4 531
61 2 674
17 12 99
64 70 837
79 0 894
63 92 873
39 92 411
44 17 498
5 41 116
47 78 316
65 47 229
96 66 848
97 99 794
33 93 348
85 88 401
2 26 42
48 91 360
53 1 975
53 26 18
64 52 535
29 92 179
18 65 623
41 86 879
91 1 110
32 89 190
68 60 320
12 19 291
37 14 652
41 64 850
26 66 383
9 61 755
67 28 363
21 23 101
35 41 89
76 16 304
34 76 853
79 88 105
53 39 73
33 84 357
84 11 337
32 19 166
78 53 62
93 27 770
2 92 364
81 16 826
26 77 147
39 48 945
69 61 708
13 16 447
32 39 832
62 48 1
64 57 912
10 77 222
61 15 121
85 89 81
24 62 116
3 26 666
21 65 669
42 90 895
34 30 747
50 25 183
57 65 18
74 43 169
31 23 996
75 1 108
86 43 478
20 7 339
87 62 602
78 31 446
86 88 840
12 35 17
83 53 294
49 37 182
48 63 856
31 68 86
60 44 840
5 38 374
48 0 980
81 26 966
97 5 182
22 66 55
33 25 12
94 75 49
91 52 371
48 62 310
42 43 807
73 12 945
19 6 35
44 81 97
59 63 711
61 17 438
3 51 525
91 49 555
20 1 882
1 43 327
61 62 41
82 21 239
18 42 458
94 70 242
38 91 92
18 70 444
86 0 431
91 22 335
57 98 138
2 97 622
55 9 331
26 61 730
31 61 155
34 28 141
95 21 678
12 60 936
94 34 272
69 26 297
8 27 50
86 72 955
4 3 623
17 53 285
95 38 585
61 75 360
30 42 68
57 95 978
