100 2475
78 15 176
78 68 971
37 71 441
32 70 434
52 86 629
16 88 19
6 43 185
18 13 844
90 99 907
65 87 281
17 70 264
41 77 669
54 44 35
94 66 178
9 33 691
52 5 271
64 91 594
22 5 724
87 70 538
63 42 846
21 46 69
8 55 630
3 66 247
44 20 227
55 40 590
57 32 784
41 2 661
12 18 985
13 63 535
35 75 676
59 20 62
53 45 848
57 50 214
39 64 284
95 22 909
9 49 585
15 72 753
51 1 461
28 83 245
51 47 593
27 51 500
40 0 940
37 54 0
24 41 280
34 55 904
60 41 696
94 9 260
76 56 531
97 11 45
71 61 480
6 14 299
85 75 64
90 87 307
38 59 478
0 18 874
31 18 186
51 92 653
14 97 315
34 49 413
13 64 214
91 21 959
59 9 813
23 72 496
60 16 621
70 13 369
47 46 622
57 56 439
54 35 466
22 33 75
16 22 558
58 38 921
94 67 325
32 53 851
7 3 971
9 94 906
73 85 64
12 55 517
84 75 903
56 4 265
91 55 497
72 3 834
7 55 138
28 13 137
3 44 361
81 68 755
36 35 505
29 46 658
16 4 501
15 47 383
82 74 319
71 59 770
41 89 363
27 74 795
20 45 395
85 44 680
58 30 494
66 39 89
4 64 434
49 42 306
88 81 53
40 56 492
0 55 301
83 88 175
78 35 8
61 9 282
55 76 765
2 80 366
98 28 220
43 63 738
36 29 214
0 33 639
82 88 377
14 15 111
61 91 226
52 25 202
10 44 120
28 65 438
9 17 743
42 13 703
26 16 507
63 93 724
62 46 187
10 39 222
96 22 960
59 38 883
58 13 261
65 40 311
48 39 125
44 68 766
4 7 863
80 17 379
75 18 138
69 97 154
0 44 763
21 68 485
32 36 114
91 17 55
94 77 180
64 70 131
88 52 836
16 71 687
57 27 894
29 78 304
65 31 345
1 31 206
56 10 503
28 78 319
14 93 614
2 35 634
5 75 304
50 49 96
58 37 276
0 93 724
47 39 238
53 83 14
25 6 117
98 15 623
85 47 333
79 80 765
30 79 977
92 88 664
66 51 287
65 65 597
62 16 938
50 79 238
50 12 328
46 16 779
16 48 84
85 58 308
61 34 998
86 58 17
50 89 120
58 16 276
32 89 215
41 48 396
87 48 83
64 19 318
70 78 123
10 25 839
2 3 698
75 33 184
48 87 307
62 97 838
71 74 152
81 46 375
15 41 953
81 53 533
92 84 835
53 79 439
25 95 537
70 59 169
99 98 715
50 14 919
61 15 400
38 7 494
45 8 788
22 98 713
28 7 156
31 14 434
93 62 629
23 0 584
17 74 164
6 90 137
70 27 97
65 22 441
19 46 297
58 95 267
65 30 238
84 0 822
42 47 700
35 71 483
47 78 420
60 14 417
34 80 721
14 4 680
26 22 680
15 87 774
72 69 508
22 8 688
78 19 769
6 7 11
70 57 115
11 47 331
55 2 970
11 7 612
59 6 435
37 92 438
73 44 840
97 18 801
52 63 255
76 78 41
20 63 430
10 18 67
44 54 86
70 95 275
88 7 982
37 82 375
16 89 36
2 87 716
74 14 963
99 73 968
31 6 243
14 33 266
0 21 341
0 90 683
3 63 826
70 52 591
82 79 443
96 82 959
48 79 7
43 48 762
43 74 623
76 55 812
56 60 385
70 69 812
59 40 414
54 33 461
79 44 248
15 78 166
6 17 671
92 28 984
12 47 640
9 5 409
88 37 437
0 97 116
84 92 331
71 5 742
89 20 808
11 73 60
30 11 639
51 94 991
31 49 912
64 33 179
55 71 224
9 79 573
66 44 747
79 84 128
31 24 678
54 89 450
97 32 226
74 8 308
97 15 249
62 17 401
98 52 526
15 73 568
59 84 444
39 86 852
39 72 919
79 16 60
37 7 391
4 28 942
87 64 672
54 48 68
75 81 177
