100 2475
27 10 676
13 10 620
3 96 842
25 0 468
17 72 502
5 11 351
47 79 608
72 64 789
65 18 501
31 32 179
87 1 740
31 38 601
54 49 124
64 3 185
9 50 130
82 18 91
23 24 762
67 13 473
93 8 772
75 50 590
67 18 609
74 72 656
71 0 981
74 58 429
66 10 310
18 31 929
22 14 75
57 59 371
92 16 90
13 79 863
23 85 941
67 2 628
81 66 281
22 61 521
62 57 938
71 53 116
17 12 192
44 95 494
15 96 924
76 66 334
33 93 931
10 90 19
28 60 236
76 25 382
37 61 495
22 83 43
82 47 815
54 90 658
88 22 662
76 61 421
90 53 281
36 33 422
97 15 945
48 11 668
65 74 97
48 74 551
83 50 738
19 94 858
91 25 685
53 61 523
44 47 593
75 9 997
12 49 415
89 87 174
10 85 342
97 5 359
75 28 167
33 27 199
53 28 112
47 94 560
14 2 626
85 21 387
76 91 886
66 42 39
26 47 771
45 59 961
46 38 660
97 76 400
32 49 489
32 63 320
48 97 783
27 77 55
89 89 400
11 46 774
41 47 508
10 92 5
31 17 740
25 30 658
5 96 724
88 84 898
71 39 531
21 93 940
89 42 244
85 81 652
21 24 210
40 80 722
70 85 109
2 66 326
14 32 634
53 8 981
57 69 687
90 76 380
93 45 555
57 35 93
63 52 43
22 92 685
88 34 778
39 85 98
22 44 648
1 51 210
76 20 799
43 74 349
11 15 125
28 83 341
62 21 850
50 99 789
36 6 200
3 74 933
72 89 22
66 44 734
68 68 782
45 73 585
84 83 277
87 84 878
62 11 404
9 65 986
72 49 629
61 60 537
90 43 565
25 33 326
11 66 139
51 73 327
79 55 532
47 25 346
42 63 400
81 34 116
65 93 515
58 38 119
82 69 921
1 87 848
21 46 685
55 94 143
68 75 474
80 16 928
86 51 961
43 71 585
33 11 45
11 62 516
77 55 816
7 4 899
32 6 670
55 95 282
77 33 928
94 35 399
73 12 283
81 89 266
40 7 856
15 22 489
56 77 522
60 97 258
90 98 198
71 42 367
54 23 410
61 19 397
48 98 312
72 68 34
95 36 86
73 24 263
83 19 223
3 62 604
28 51 487
57 14 172
82 99 346
42 15 969
70 11 18
59 21 993
44 82 994
85 41 498
18 21 794
99 48 531
66 85 193
7 47 447
63 95 886
3 16 486
68 12 912
92 27 693
74 56 532
16 0 24
58 69 969
