100 2475
25 88 71
64 67 281
25 58 448
20 67 612
70 43 457
29 94 124
89 6 102
70 74 501
39 35 335
85 64 251
43 6 63
39 14 836
79 89 684
75 87 826
70 5 63
53 31 955
14 28 35
95 13 478
27 41 778
27 37 676
14 68 477
57 71 931
82 62 528
95 52 636
67 8 951
6 12 925
94 47 482
19 80 960
59 78 514
8 34 716
91 20 357
55 29 807
89 94 27
79 45 741
9 69 975
61 0 408
0 29 925
30 6 694
24 99 823
64 56 229
3 77 86
75 47 874
69 85 65
14 51 159
23 62 127
91 85 165
0 88 986
59 27 771
10 77 168
5 29 778
35 70 848
78 22 765
22 11 907
25 95 698
24 91 629
11 94 108
68 1 438
75 61 983
42 43 141
49 81 214
2 16 447
93 12 482
24 59 293
46 86 444
70 53 562
66 8 2
60 36 342
11 30 969
77 35 606
67 78 86
55 18 634
89 18 335
11 24 425
63 11 83
25 94 758
45 64 489
24 96 136
94 86 841
30 50 489
23 38 440
19 4 3
94 58 82
21 42 331
74 25 304
81 9 384
62 57 260
25 45 512
23 98 770
53 25 279
95 91 34
46 92 478
11 2 343
90 2 701
88 88 381
94 99 45
25 93 635
93 51 228
24 98 352
80 75 319
52 91 975
16 35 338
85 74 372
32 76 943
73 23 235
31 29 840
60 34 832
72 2 470
49 73 604
57 24 46
35 39 997
18 28 28
36 54 882
77 25 853
47 74 896
70 3 931
97 88 284
11 65 933
51 50 793
70 37 249
5 41 311
17 37 263
76 1 163
3 73 375
2 31 821
51 1 645
2 9 580
42 26 653
53 17 490
42 0 864
85 62 120
67 58 849
23 26 572
83 36 26
72 12 136
9 47 183
80 26 659
58 72 269
79 81 576
32 78 634
64 27 438
8 94 258
79 58 665
55 28 923
58 40 632
54 16 14
80 95 67
17 12 832
10 44 931
16 74 337
89 54 127
13 7 97
14 29 963
58 5 241
62 55 964
88 36 351
4 38 814
61 20 943
90 18 440
11 76 645
99 33 666
28 57 687
19 9 832
1 94 51
19 51 758
48 6 405
67 82 155
10 87 504
50 77 645
85 7 861
31 62 508
12 54 856
91 97 624
43 36 3
74 49 462
37 58 910
29 75 772
73 13 461
72 13 108
87 12 19
72 53 627
7 82 285
23 78 216
12 65 406
43 74 806
94 22 203
35 69 228
37 45 566
63 8 883
39 32 394
57 58 368
81 49 573
34 70 435
97 43 432
51 27 291
12 58 383
62 60 303
32 19 812
59 33 324
93 84 156
31 18 11
28 93 754
93 30 90
68 32 849
51 38 186
35 44 578
79 93 123
93 38 357
93 57 156
25 11 386
71 96 802
22 40 722
33 30 685
78 51 761
82 51 828
31 0 786
91 2 928
10 12 589
32 83 555
67 45 587
45 93 820
18 1 94
90 69 196
68 54 246
41 86 772
47 10 284
48 55 262
22 48 476
95 29 829
98 19 414
83 41 588
88 10 873
75 39 651
71 12 228
73 21 988
17 95 37
22 87 612
39 29 415
43 4 272
94 33 48
34 89 489
59 38 199
58 23 437
52 39 742
64 33 345
95 32 116
46 48 921
64 55 99
33 33 264
50 2 128
64 74 210
16 97 392
76 35 808
74 0 276
26 33 804
93 29 30
10 66 39
79 28 875
4 28 19
70 92 138
86 10 425
88 44 212
60 24 850
63 45 417
46 51 238
22 59 851
78 20 138
86 12 181
10 38 318
21 68 9
57 26 654
9 45 400
81 7 483
87 82 289
9 16 37
29 87 592
65 78 775
39 28 766
6 61 41
81 66 771
19 75 760
53 58 924
4 27 32
47 75 828
70 84 961
95 6 932
49 9 33
43 87 550
36 96 602
49 78 284
47 80 337
85 12 281
27 5 338
88 51 269
58 59 294
52 76 803
13 53 291
48 88 870
48 15 210
31 14 983
74 17 879
23 55 920
66 92 828
44 89 11
32 96 697
49 71 963
35 33 595
51 4 886
52 20 71
37 76 193
39 56 316
53 61 177
4 73 206
89 44 600
59 83 526
33 67 919
1 39 85
13 30 958
94 95 2
78 63 687
90 7 678
12 52 111
70 79 728
42 9 993
34 59 50
95 74 554
60 93 296
61 50 374
50 94 340
51 95 981
57 93 846
21 61 789
30 12 336
2 57 309
61 88 546
13 33 811
60 17 469
12 17 507
81 43 374
44 65 650
41 15 24
59 50 778
4 70 528
53 72 556
84 65 171
84 26 461
67 25 2
76 37 561
96 67 917
72 81 545
10 76 488
27 40 879
82 55 259
18 11 102
33 80 673
9 19 234
47 64 895
53 84 795
98 30 49
66 72 196
42 8 759
89 16 97
74 64 726
15 20 814
21 4 121
90 14 936
51 53 376
28 71 982
82 40 445
6 97 961
18 52 375
84 38 314
96 31 355
19 83 900
74 45 351
92 13 870
31 28 534
63 26 26
64 69 206
59 81 826
11 40 889
27 89 253
64 45 153
89 10 824
31 5 649
41 89 518
59 53 923
70 68 676
30 18 442
50 25 87
57 60 632
77 47 892
82 29 701
83 51 882
38 34 496
57 49 449
81 42 362
31 89 392
24 12 7
71 81 198
16 39 586
21 85 742
91 42 332
29 45 720
13 61 944
79 74 373
73 98 504
82 23 102
21 46 489
46 27 32
87 87 690
55 44 427
90 38 57
11 57 707
1 91 247
64 30 241
29 51 695
22 75 2
73 10 967
98 62 791
3 22 419
50 47 126
65 24 477
44 75 806
96 15 862
17 80 375
50 75 6
12 26 728
65 55 115
48 17 102
19 74 783
64 39 994
96 9 164
10 82 322
4 30 719
65 34 811
41 47 367
41 31 5
4 41 132
8 61 28
74 65 770
77 20 431
40 18 436
18 25 946
1 32 708
72 54 363
52 88 370
25 0 337
8 10 558
57 3 15
30 54 259
52 16 300
46 25 482
64 97 674
