100 2475
55 53 967
37 26 761
96 8 20
46 44 304
20 40 727
54 76 731
91 83 106
31 3 354
61 83 66
21 17 269
2 90 456
16 95 552
5 91 71
64 62 734
8 62 998
60 53 619
78 8 133
65 82 213
26 56 931
82 81 411
77 80 269
21 46 293
84 82 703
27 45 373
64 84 628
16 40 422
98 65 367
4 85 704
77 12 855
65 41 751
64 26 998
1 19 784
5 30 464
98 30 339
59 48 138
79 69 89
86 23 952
20 37 681
70 19 292
62 95 688
98 8 220
23 48 552
0 2 411
37 41 846
92 59 308
97 2 178
75 27 403
28 37 766
27 18 937
73 21 263
14 97 290
39 39 601
0 47 671
10 77 974
38 42 51
55 96 287
40 95 755
61 31 15
30 84 181
29 26 72
54 19 710
66 10 459
67 77 46
85 13 315
55 16 810
10 88 272
62 45 524
2 1 454
8 41 812
46 55 295
77 52 828
8 89 415
27 87 314
6 71 184
60 78 654
65 10 426
9 43 38
85 86 712
17 79 775
95 36 979
79 42 323
35 67 289
53 69 257
78 89 886
19 98 271
76 83 226
49 75 312
61 84 661
17 97 706
59 8 232
60 43 54
30 21 153
62 47 598
42 36 365
2 94 873
54 4 588
4 73 494
81 72 128
89 0 50
74 73 270
71 80 19
32 52 661
6 30 897
0 79 294
54 24 260
42 19 5
38 43 647
69 29 714
21 61 117
23 18 480
42 16 755
96 98 891
34 62 211
80 8 129
29 4 9
94 43 202
11 64 799
65 69 139
33 69 703
38 7 583
55 45 65
55 46 570
92 18 137
55 8 659
12 96 846
80 18 157
15 35 0
48 61 108
88 37 100
95 31 482
51 8 269
60 2 609
9 73 621
3 87 634
59 33 516
55 29 205
54 16 922
11 27 398
82 94 766
81 13 409
51 60 345
26 82 321
34 72 279
41 40 412
1 47 546
45 99 632
16 54 473
15 87 526
71 27 158
46 27 263
45 44 40
89 49 261
47 26 512
31 74 69
53 26 335
87 91 967
32 4 888
95 15 58
95 80 314
22 95 33
15 3 165
40 80 760
57 90 717
51 6 279
80 2 74
37 6 463
85 55 300
69 43 917
71 60 724
69 41 293
3 47 140
96 36 636
36 49 91
72 35 237
56 95 882
30 74 112
51 76 758
72 66 494
87 13 794
70 11 33
15 30 124
48 97 775
91 35 970
71 57 488
20 3 983
13 24 81
69 7 999
39 41 260
75 94 867
89 87 381
46 39 999
81 26 342
94 37 783
48 35 392
11 50 145
44 1 129
92 13 11
44 79 788
40 83 698
21 57 549
54 44 346
76 60 232
39 21 345
14 40 101
71 68 433
24 59 922
50 43 932
40 52 447
64 74 841
47 21 187
42 67 796
51 56 172
12 73 184
18 22 83
85 67 741
20 84 943
11 1 903
31 49 270
26 45 394
90 10 691
8 87 31
57 42 902
48 56 377
44 38 664
72 92 844
23 78 659
9 42 218
63 42 438
40 41 702
82 29 481
32 35 989
8 12 573
54 64 29
68 60 0
56 25 404
64 54 939
36 91 92
6 20 233
34 97 398
35 85 687
21 12 41
61 33 494
41 80 822
81 25 125
17 39 628
99 82 754
20 94 667
23 22 195
86 58 22
59 14 843
5 32 72
89 53 147
55 23 36
83 88 861
25 2 526
16 91 217
97 99 954
9 75 385
43 59 119
63 6 526
40 75 292
41 81 341
72 45 54
37 82 350
92 40 731
21 53 693
51 98 326
74 14 23
95 68 893
30 13 489
73 91 80
58 60 530
73 25 400
77 37 280
8 45 592
85 58 814
74 82 223
57 80 286
0 98 657
80 0 395
19 87 581
76 70 553
82 6 728
44 39 788
92 11 177
43 90 354
80 82 966
81 30 336
90 2 51
26 92 170
33 7 481
37 87 682
28 23 870
96 37 794
89 70 301
5 96 359
58 66 974
84 16 254
11 77 30
71 35 263
37 85 138
36 85 636
75 59 841
66 32 719
72 58 677
37 52 185
26 40 883
86 8 895
75 32 841
79 24 101
9 30 458
12 55 583
86 75 613
2 17 465
93 97 810
66 78 742
16 76 929
69 80 476
94 79 442
6 48 781
5 17 558
35 68 693
26 94 616
40 3 697
