100 2475
7 67 97
39 73 552
27 32 14
96 1 373
52 72 657
62 60 924
36 14 252
83 20 917
2 89 402
75 39 53
13 44 180
76 13 26
65 28 14
46 49 55
88 93 237
76 36 123
16 11 847
77 92 52
38 11 569
54 23 636
6 8 498
24 52 151
40 98 782
47 29 586
40 41 52
5 52 298
54 53 186
26 3 942
45 63 236
3 76 259
3 34 756
83 21 937
51 26 50
46 39 364
43 76 489
97 18 841
93 26 214
51 63 746
89 32 579
92 20 562
9 95 114
1 69 776
64 64 312
59 69 617
75 13 811
95 97 796
37 61 234
93 14 500
18 57 382
3 53 569
78 82 746
73 48 949
50 35 432
79 53 462
45 52 298
77 56 880
86 58 480
18 63 615
6 99 555
12 3 410
3 62 832
62 37 130
25 33 387
51 53 388
37 70 336
8 66 596
92 44 170
61 77 664
93 10 173
32 82 612
37 35 374
8 14 755
40 6 162
19 27 456
19 10 542
55 61 851
39 75 942
98 69 414
46 24 724
81 99 179
6 37 918
75 91 478
19 77 854
8 65 212
85 68 331
17 35 254
32 20 206
35 77 381
36 65 631
31 89 781
20 2 103
36 3 197
82 42 283
22 36 979
39 97 186
69 25 776
57 83 444
17 77 591
58 66 170
48 63 289
53 50 223
82 68 587
97 44 397
41 57 95
86 94 362
14 29 238
32 84 587
28 99 530
19 26 437
34 48 32
74 52 859
32 90 742
28 91 560
59 16 842
83 23 180
82 91 768
63 62 694
47 31 126
89 41 937
53 6 241
93 63 786
18 85 740
78 31 576
45 10 617
50 70 744
81 9 919
16 31 987
74 20 389
55 48 22
13 87 599
68 12 416
87 86 188
11 67 669
71 4 183
92 73 446
19 56 125
65 32 226
45 6 329
11 77 289
78 71 244
88 56 873
12 64 752
46 90 224
24 79 879
64 27 572
29 40 790
13 78 828
27 47 219
16 33 328
37 59 735
3 64 123
87 20 556
87 68 152
93 91 733
78 11 373
23 39 773
51 80 446
57 27 741
65 35 198
20 85 852
71 22 718
7 13 929
75 19 492
40 67 393
17 51 589
63 43 591
39 63 755
56 66 495
48 97 426
22 60 2
77 84 71
10 9 75
59 39 138
0 96 359
18 12 674
55 0 453
78 51 914
42 89 281
63 71 558
44 48 724
8 31 352
83 11 880
90 75 133
46 71 295
69 46 403
85 60 832
64 60 246
94 39 24
33 13 700
67 44 526
57 40 890
17 73 963
34 1 36
97 95 959
70 83 567
46 12 656
25 85 143
88 22 988
25 46 596
18 5 492
67 11 561
27 88 664
70 99 246
64 1 662
51 98 664
62 33 620
77 38 569
76 9 431
63 29 170
62 32 412
69 49 19
99 53 699
51 5 431
44 33 346
72 54 373
21 78 600
15 39 601
70 7 244
69 43 532
83 27 756
52 25 59
22 92 961
65 98 407
93 6 931
62 58 712
53 76 665
2 51 696
74 35 521
1 33 269
68 6 533
32 2 439
28 94 580
42 46 464
21 13 20
73 22 245
78 8 901
91 7 194
89 58 751
11 95 238
28 63 727
97 40 923
68 1 807
52 38 906
3 25 584
93 61 541
73 23 133
94 36 686
61 38 256
57 65 507
95 5 706
0 72 758
82 73 376
40 73 459
28 31 791
92 89 829
27 41 605
64 74 873
92 39 623
98 12 823
98 61 92
12 36 213
52 92 67
76 69 566
59 64 95
18 1 823
80 79 373
59 74 852
38 76 479
81 17 18
35 48 186
9 69 280
66 60 892
53 14 150
82 22 689
80 54 340
61 1 75
26 91 738
19 52 688
43 67 181
32 95 920
52 79 809
26 88 321
86 46 500
89 36 852
2 36 844
19 74 904
75 87 508
23 98 703
9 21 344
42 57 472
99 62 709
97 3 961
1 68 304
21 14 877
74 80 688
70 9 317
29 20 790
20 35 629
43 80 739
55 23 342
28 57 270
14 70 338
87 93 495
34 28 118
60 10 523
70 19 651
72 26 560
55 60 429
47 30 86
55 35 908
29 63 476
88 30 422
14 22 123
69 32 26
71 94 223
6 92 872
48 58 701
24 21 939
82 67 229
33 26 891
19 61 645
75 23 452
1 1 537
83 89 744
22 73 646
12 95 4
38 81 254
41 16 862
36 64 213
41 17 753
26 11 163
50 82 457
80 17 327
3 5 538
64 0 956
32 92 5
4 85 874
13 18 812
61 69 622
32 7 388
26 57 728
20 11 208
68 0 922
68 48 4
48 11 225
77 33 588
10 98 45
36 16 916
31 28 600
67 91 216
12 43 584
66 34 471
44 90 456
10 74 404
75 1 539
41 82 81
98 77 655
28 73 936
15 14 519
40 3 58
55 10 331
46 87 547
92 55 803
10 88 584
28 14 413
6 89 96
25 7 470
9 68 257
63 92 499
99 1 197
63 18 238
12 87 721
44 16 353
13 48 149
37 42 72
1 51 8
83 88 122
14 17 376
12 19 369
20 28 256
80 37 651
32 16 273
66 30 363
48 13 853
54 32 384
8 61 696
13 71 372
58 77 405
97 14 291
31 12 608
50 42 171
52 10 337
95 19 850
93 27 179
72 23 619
63 45 972
70 66 295
55 40 76
50 73 349
68 74 59
4 59 317
32 91 125
41 52 241
16 75 525
86 10 961
93 13 274
84 69 285
30 38 956
37 75 679
87 18 54
32 60 552
32 67 652
25 24 279
99 0 396
43 63 864
94 40 388
15 10 735
46 22 599
53 62 810
91 84 402
91 22 593
47 5 405
86 83 170
84 59 539
18 37 632
76 67 112
11 88 300
33 70 659
41 81 55
77 19 919
22 16 874
34 78 161
82 57 250
87 46 749
43 17 582
35 4 846
78 30 632
17 26 112
16 43 121
23 78 543
87 50 528
18 86 421
75 5 540
22 15 424
44 67 452
75 34 785
40 99 118
1 8 67
78 66 203
38 50 450
16 88 448
30 33 786
60 79 147
26 21 462
68 71 445
61 76 144
50 96 470
71 5 947
40 63 45
57 89 478
54 51 547
