100 2475
2 64 676
30 90 399
5 24 496
78 80 399
94 28 163
16 8 221
17 77 890
99 54 537
41 14 634
38 11 560
42 16 706
56 32 413
61 74 298
37 83 536
88 88 250
65 18 677
28 44 576
90 38 82
31 51 793
56 26 143
81 24 176
5 55 716
51 67 606
72 75 493
89 41 29
84 5 961
49 99 421
95 74 160
34 79 452
92 14 645
41 48 338
13 56 590
17 25 273
3 47 931
73 74 846
29 99 680
15 91 385
8 38 708
79 50 624
15 89 0
42 14 250
32 61 338
18 80 205
10 58 355
25 76 399
18 48 606
5 93 858
59 78 363
13 4 560
84 33 511
70 27 752
78 29 312
9 10 592
2 51 956
90 2 321
29 79 431
28 71 96
87 74 210
45 16 186
38 27 211
78 15 188
11 19 137
27 12 169
29 85 530
46 75 309
45 70 339
75 25 769
37 61 243
66 62 774
41 10 246
40 29 451
54 67 335
90 11 186
27 64 517
42 89 310
40 69 237
13 25 941
13 40 65
99 22 594
3 71 817
4 94 177
2 37 437
2 10 17
71 47 527
17 43 180
17 88 346
47 54 846
5 6 380
80 98 744
89 73 407
56 75 898
65 17 645
4 18 947
37 32 901
43 62 348
86 4 228
57 50 863
2 12 433
32 80 273
48 2 80
40 68 587
26 54 779
53 13 908
61 20 764
19 43 539
4 41 182
7 32 671
11 6 66
57 44 525
63 50 616
47 66 498
91 77 152
21 76 501
12 91 653
25 45 530
69 76 396
99 51 76
35 5 238
13 26 78
0 0 300
4 16 140
31 59 239
4 7 221
17 85 864
30 66 358
1 52 665
16 39 660
48 14 683
50 80 463
58 26 756
11 91 702
29 14 183
68 3 144
32 91 138
4 53 556
54 76 288
55 7 852
75 0 391
60 46 271
37 9 243
67 32 351
55 82 852
56 57 330
57 35 792
76 1 748
45 0 989
19 30 877
6 40 454
64 31 783
98 97 177
9 6 239
18 98 998
59 2 205
60 53 435
96 64 532
24 88 266
53 79 424
51 5 582
75 90 911
87 79 742
52 47 86
94 17 125
69 66 648
3 38 167
0 89 364
3 91 507
87 16 977
63 88 451
19 31 886
83 68 239
65 24 805
99 34 96
94 90 682
98 92 412
6 51 874
75 89 937
8 24 422
98 54 712
14 97 281
1 58 934
96 47 638
62 12 522
29 27 507
75 3 291
98 55 538
18 90 153
56 8 309
76 7 412
85 37 207
84 42 155
14 37 630
15 86 262
52 29 924
57 21 787
84 82 504
88 5 577
58 77 231
70 57 190
62 77 245
18 65 340
63 31 849
37 84 22
43 26 75
30 1 881
37 81 151
75 86 896
13 84 11
59 60 635
90 99 938
2 27 587
0 65 142
30 64 996
59 84 40
95 40 754
68 35 152
59 33 307
1 51 956
13 66 595
97 15 209
51 24 486
78 33 603
44 98 240
39 12 441
48 26 179
35 55 152
61 19 30
18 74 140
55 44 189
79 52 330
41 86 379
59 87 526
97 38 661
63 65 700
44 46 309
33 8 288
53 83 318
73 19 685
59 21 720
66 87 35
0 38 477
18 41 928
18 34 656
80 97 732
29 62 960
60 26 758
15 71 472
26 43 168
30 13 486
44 4 26
54 56 929
18 81 993
87 54 671
63 21 877
58 49 814
86 28 689
46 52 741
42 22 395
47 7 646
55 15 765
36 31 403
11 87 77
82 57 851
80 92 942
79 82 124
59 11 311
81 26 635
91 11 596
51 41 750
22 9 581
34 62 653
52 57 107
25 34 833
52 55 9
73 90 694
51 97 499
22 69 610
89 88 391
61 40 932
39 82 105
56 64 348
62 86 461
13 37 594
3 6 363
43 29 312
54 88 821
3 45 972
93 35 508
78 58 972
16 23 956
98 56 860
29 5 764
15 64 82
46 82 255
30 69 270
65 90 939
56 10 218
18 57 540
83 50 41
97 94 951
30 95 755
84 73 966
67 42 350
63 54 108
8 48 917
44 97 477
96 60 678
88 44 995
93 82 353
40 73 836
47 26 206
80 60 773
18 71 420
88 55 492
97 23 230
25 68 665
70 17 682
1 95 130
39 9 930
42 6 60
82 64 207
24 81 660
51 96 703
98 61 160
40 37 20
52 1 177
48 63 650
16 2 687
23 33 47
37 91 688
59 29 837
84 10 321
53 46 531
34 85 33
7 11 124
28 12 476
56 18 185
9 8 611
11 35 390
59 65 484
14 92 831
58 74 357
42 38 255
57 9 3
94 68 312
83 93 32
43 60 749
75 88 113
78 52 211
73 1 796
37 86 793
77 95 295
7 60 632
61 57 242
53 95 408
70 6 384
43 20 631
80 80 522
74 85 897
15 76 913
18 21 491
73 52 278
13 27 1
35 80 474
72 98 279
65 58 341
21 86 565
14 43 141
57 60 247
92 32 140
77 77 48
48 1 566
17 98 842
63 55 49
57 99 158
48 36 883
46 13 942
64 75 209
22 50 32
29 84 869
66 15 27
13 73 413
21 30 711
48 50 655
74 79 669
52 88 655
74 44 709
71 79 46
52 64 868
55 4 571
64 6 266
5 7 137
84 67 742
75 71 580
44 22 85
55 62 891
67 13 590
74 54 747
22 47 459
53 19 822
67 96 414
98 1 7
83 91 140
28 74 785
22 44 115
86 16 609
92 13 347
35 8 61
68 40 7
86 26 366
35 9 997
56 67 428
54 84 956
79 96 866
64 69 799
9 14 602
13 82 591
81 37 835
22 90 848
87 50 321
83 89 3
49 30 667
91 74 134
39 50 831
41 85 535
26 5 242
24 53 839
34 87 922
6 33 450
7 26 475
41 53 406
86 85 262
54 0 613
24 78 373
52 44 888
90 62 789
9 54 73
41 46 796
61 29 143
37 24 441
34 99 51
56 42 64
17 39 999
35 13 998
26 74 213
37 72 718
22 81 214
52 81 930
94 60 213
64 57 933
2 43 33
85 27 96
45 97 307
78 77 219
43 71 228
0 74 331
82 38 919
1 24 201
86 69 521
18 76 328
13 16 841
20 43 580
55 93 196
20 21 231
90 79 317
1 64 845
5 12 254
46 77 939
79 86 534
46 69 203
90 59 985
43 8 951
90 86 625
13 50 774
37 28 659
6 58 658
50 82 477
33 72 751
62 54 774
99 19 382
92 73 897
9 40 14
86 76 974
86 6 669
32 59 446
70 91 539
55 96 700
80 16 157
37 67 486
35 35 73
98 66 354
35 74 742
72 57 140
15 6 951
96 70 135
99 23 752
91 81 542
16 43 16
97 44 238
61 58 929
90 83 544
2 59 21
91 58 897
39 0 775
58 88 363
58 83 25
59 26 107
94 51 362
22 43 821
57 34 957
5 96 878
48 38 262
26 48 313
83 42 661
77 79 657
97 9 439
33 53 314
96 39 466
79 10 982
71 95 693
15 69 140
93 13 689
91 44 835
3 56 970
23 11 651
38 86 539
3 58 487
71 45 409
10 69 616
52 2 158
13 19 734
86 92 865
63 89 776
89 28 43
57 90 792
92 90 657
29 16 439
19 9 953
82 76 438
5 88 5
63 34 317
45 55 553
18 28 582
66 91 898
22 74 446
87 94 139
76 32 498
46 89 214
97 60 664
41 42 441
17 3 699
2 71 507
64 58 864
67 29 562
62 30 427
60 89 229
30 85 606
47 10 433
37 6 330
53 82 274
9 52 410
90 19 526
73 31 984
57 89 561
3 39 134
27 68 125
31 83 701
95 53 597
71 75 878
