100 2475
69 59 969
64 62 373
23 58 902
52 47 58
61 40 537
98 96 70
25 1 576
39 20 696
71 98 566
36 55 667
81 22 447
79 64 199
0 22 718
51 72 245
83 44 800
94 25 725
9 37 349
0 66 510
77 41 807
38 25 173
48 64 810
31 88 388
14 91 94
18 50 711
63 41 154
61 42 78
86 19 414
80 96 471
10 97 219
16 2 339
6 69 509
36 12 920
8 85 107
32 30 593
89 39 360
63 77 121
48 10 610
64 59 58
79 60 515
3 98 121
72 12 12
14 41 573
47 9 94
29 85 399
90 86 963
16 31 268
11 53 753
15 40 917
91 22 77
36 4 809
8 86 691
9 68 541
49 6 961
74 41 350
79 97 118
82 1 548
21 30 951
4 57 501
48 91 207
87 45 878
79 17 464
34 70 116
73 31 932
86 41 881
75 82 491
27 65 797
6 97 751
40 69 741
85 39 929
30 2 285
36 89 682
49 91 940
8 2 842
17 48 594
71 19 346
15 98 95
45 14 473
14 66 354
72 25 153
85 44 392
42 31 310
51 44 193
24 71 878
69 51 23
8 64 18
97 5 738
98 67 663
92 59 590
29 55 24
64 21 594
73 18 73
70 80 319
37 93 81
54 23 153
81 98 319
29 56 161
20 99 696
24 84 810
23 8 265
89 74 782
36 42 503
24 21 156
64 66 438
61 10 241
43 17 88
56 51 889
71 39 245
68 20 845
88 67 40
70 10 191
74 4 0
71 65 112
98 86 193
81 3 349
29 76 377
97 59 601
1 54 214
44 35 407
79 33 25
24 7 703
28 39 52
25 94 229
14 85 646
79 67 932
3 15 399
64 29 272
2 70 988
72 35 722
69 78 434
84 10 879
2 47 191
95 12 884
57 99 19
37 26 817
77 14 784
7 34 735
21 26 381
24 97 738
2 59 550
60 69 58
34 19 599
8 68 435
11 41 166
25 17 803
11 57 469
9 62 317
31 44 453
47 53 108
96 95 997
58 55 22
55 64 676
10 56 750
99 22 852
22 36 94
94 71 117
75 71 628
60 10 266
19 13 731
86 72 133
50 76 450
95 41 18
82 70 836
2 80 306
82 16 534
63 50 150
98 85 379
53 29 126
83 10 831
58 77 186
64 75 542
21 2 116
71 11 686
65 31 607
47 27 479
65 83 467
62 81 282
72 53 715
36 67 953
79 36 392
14 64 688
28 25 494
15 6 445
5 60 192
74 45 682
64 60 304
3 81 302
69 20 934
59 10 398
17 19 745
8 95 594
79 12 120
57 74 162
46 69 56
75 89 633
87 43 177
15 38 766
35 66 551
30 6 458
48 70 282
73 22 98
89 36 798
97 60 820
87 26 289
20 91 993
51 20 735
43 74 986
39 58 55
52 13 365
54 73 106
41 18 306
20 76 276
66 30 725
54 13 50
24 81 47
34 49 861
28 16 684
31 43 887
1 12 780
4 27 104
69 47 11
78 13 44
50 34 355
41 12 727
40 12 370
50 66 523
71 24 343
90 78 859
64 87 154
50 33 23
26 66 175
8 77 707
53 34 334
23 64 114
98 29 212
32 16 900
5 66 18
97 29 568
81 94 588
17 26 26
90 21 260
10 3 651
25 22 7
38 66 439
11 40 986
98 56 528
57 11 161
60 37 307
12 82 636
14 79 146
96 8 344
93 96 357
23 19 315
43 66 428
66 75 552
50 93 833
7 56 513
14 86 692
57 36 925
14 14 738
43 89 819
38 13 118
42 26 385
31 65 960
91 17 196
80 8 862
88 38 710
89 70 877
94 42 419
98 46 674
81 6 422
44 79 116
28 77 870
98 60 190
67 21 808
21 69 11
97 44 248
8 59 169
53 80 933
62 36 331
86 40 42
7 96 224
51 2 699
43 46 980
39 90 470
39 59 305
7 91 153
44 22 262
86 37 425
56 66 202
5 58 924
99 30 685
38 12 960
99 78 371
65 42 680
36 58 83
75 54 107
96 90 601
39 14 195
92 67 636
25 18 322
80 48 604
26 32 127
79 13 702
6 38 261
26 64 394
28 84 46
62 68 375
84 42 600
96 26 733
85 69 170
65 23 907
71 20 405
16 11 98
79 70 132
55 65 285
51 82 411
88 15 298
22 79 932
42 81 710
33 85 936
2 33 294
69 55 3
21 82 827
43 56 323
59 22 999
84 19 157
60 93 683
90 79 581
79 71 955
70 84 898
16 81 81
19 67 240
29 33 590
1 70 311
3 37 798
60 92 191
12 18 768
88 54 248
89 31 939
0 84 440
1 28 658
57 67 488
19 99 348
9 25 318
55 38 343
8 88 587
71 22 840
26 15 620
8 96 16
95 74 867
85 9 280
92 70 735
29 80 504
82 35 714
61 83 622
25 44 194
36 73 665
18 83 647
62 7 848
70 72 360
84 87 685
49 1 172
70 90 212
96 6 925
58 27 81
85 90 318
82 85 598
10 63 349
18 82 415
6 7 990
64 74 903
86 26 712
57 2 371
36 88 936
91 33 911
34 30 910
89 35 600
45 67 825
34 61 238
75 77 191
44 53 283
73 15 205
0 63 718
0 74 974
53 49 967
99 18 729
66 15 13
92 39 942
12 24 786
19 45 950
86 53 2
13 40 885
49 42 615
62 96 256
0 39 981
24 67 976
79 93 509
63 58 533
70 45 164
41 82 351
86 1 504
22 34 737
57 46 955
16 83 674
58 81 742
58 31 832
1 73 490
68 16 395
21 88 108
18 92 261
60 19 861
84 77 229
36 41 602
36 21 395
31 35 407
47 22 268
37 11 420
18 45 73
57 32 200
59 39 711
97 33 689
41 79 907
29 37 977
37 37 220
48 75 864
75 33 438
53 6 437
72 23 539
60 6 217
78 10 539
7 0 970
87 94 740
2 50 338
66 72 839
35 81 111
79 37 124
29 70 92
24 91 3
58 42 623
29 64 221
37 38 172
68 15 663
98 49 582
76 58 382
84 99 693
34 29 924
14 1 676
18 36 91
59 66 662
55 3 121
21 45 943
52 67 725
28 88 223
30 26 325
41 90 13
88 85 660
74 97 689
36 39 966
49 17 578
86 43 300
68 87 838
79 57 657
51 7 894
45 40 758
26 65 750
7 16 235
43 43 339
36 91 711
54 74 492
2 97 6
21 92 253
87 56 766
67 4 232
51 60 920
3 28 602
19 96 378
19 85 29
76 65 480
34 64 723
54 82 145
1 88 861
75 8 673
82 61 258
98 20 984
36 44 380
38 87 748
28 98 758
64 48 127
94 31 178
10 25 905
45 90 965
20 83 260
97 7 380
42 2 478
84 5 690
68 31 35
72 20 172
4 48 514
19 65 703
17 29 323
80 7 927
87 19 371
38 53 963
8 92 796
16 48 255
38 17 38
64 15 607
85 86 256
30 33 994
73 52 791
98 58 853
85 78 295
64 64 483
26 87 810
4 58 186
