100 2475
34 56 634
46 57 698
6 30 72
63 79 700
31 83 67
69 26 924
45 92 34
52 88 847
27 20 602
14 19 685
90 43 738
92 83 843
56 77 674
95 56 990
26 98 986
12 83 266
84 19 371
45 72 922
87 71 188
4 22 100
54 31 995
3 36 624
89 42 310
18 97 285
10 93 658
13 7 74
55 40 575
16 71 521
11 44 212
43 35 166
72 76 200
83 7 468
98 18 348
34 89 211
23 73 334
2 59 607
64 26 518
66 78 597
43 7 606
14 54 352
95 26 629
5 91 644
63 24 697
64 19 744
42 53 830
7 87 242
86 48 106
49 47 578
58 83 124
80 22 467
58 78 837
93 59 882
24 8 742
66 14 153
3 20 482
14 33 980
12 19 909
55 42 352
30 44 498
62 69 783
42 59 513
26 17 7
50 50 553
87 29 280
99 32 143
40 15 439
30 81 564
46 37 195
99 48 827
54 37 144
99 52 404
75 58 991
62 89 739
8 34 938
64 36 955
79 9 296
95 16 967
77 63 729
44 49 877
6 50 75
52 23 355
84 8 669
39 6 778
91 97 61
7 89 855
82 32 144
40 23 68
97 12 109
1 97 696
90 12 248
45 86 491
28 75 123
96 85 176
72 79 871
4 40 929
3 76 992
57 89 555
89 45 968
98 72 242
48 8 31
92 14 619
34 63 389
22 94 962
49 91 675
47 87 469
64 83 334
8 38 614
93 4 915
53 82 37
20 98 636
29 25 627
31 27 764
8 18 399
8 20 903
49 69 771
54 92 93
8 62 951
29 73 868
14 61 538
41 70 896
33 53 507
33 70 10
52 2 627
92 37 462
75 54 991
91 0 846
95 77 671
60 64 843
68 54 417
57 99 733
68 82 872
98 13 228
95 83 661
6 82 890
71 89 226
42 52 782
79 70 259
97 9 489
51 10 107
74 97 561
11 11 511
13 40 954
31 59 21
1 25 348
12 77 657
18 58 433
48 16 832
46 91 514
58 13 789
59 24 637
0 7 77
16 11 100
12 23 662
17 44 935
37 32 696
43 18 568
69 68 38
95 97 757
2 7 69
44 4 2
40 33 928
31 95 95
14 23 750
34 52 210
19 45 474
1 57 409
58 28 547
17 94 615
66 35 844
46 34 874
81 49 891
94 51 273
92 12 773
67 11 108
53 80 433
78 23 924
61 12 592
27 39 412
64 34 234
71 94 403
87 52 346
53 84 500
19 51 437
13 21 570
13 93 80
22 42 206
62 59 516
6 60 985
35 81 310
30 87 163
89 46 50
64 52 797
28 14 122
84 18 461
18 45 660
94 48 713
42 70 25
16 99 513
20 15 381
25 8 637
92 93 793
32 81 153
27 95 676
1 77 869
17 54 193
59 91 561
55 63 576
20 76 820
31 52 37
30 17 575
62 87 807
73 52 849
81 86 814
91 98 7
13 50 546
48 58 619
65 33 745
75 60 663
87 42 693
48 94 569
57 84 782
33 43 897
45 21 181
89 70 484
30 20 860
36 96 895
96 27 947
28 50 249
30 93 731
82 20 971
7 16 895
80 21 241
89 56 273
58 93 270
16 86 432
15 30 11
66 81 352
97 85 977
50 33 107
37 30 988
42 65 888
8 85 778
77 95 408
4 85 556
57 9 368
20 27 145
81 97 277
24 26 252
69 95 10
56 42 963
42 94 861
76 93 487
79 23 880
50 88 757
40 18 904
10 8 15
20 35 840
22 17 813
35 83 441
58 34 641
16 56 991
60 57 822
94 41 595
81 93 515
97 8 53
45 39 130
48 40 453
32 51 604
47 11 517
56 93 292
37 58 320
67 40 611
93 53 640
84 23 998
13 75 614
92 56 4
95 90 633
48 3 703
3 97 836
75 83 640
71 50 523
26 38 881
97 39 674
76 21 221
5 16 9
21 38 281
33 14 834
74 9 501
55 92 358
94 27 752
55 29 535
46 62 562
92 4 422
46 64 306
6 29 928
88 64 242
35 49 197
93 87 684
60 73 989
21 52 935
63 53 702
8 42 179
0 83 152
69 2 499
29 11 389
39 71 98
43 64 327
1 74 753
99 77 680
57 25 443
52 93 841
52 0 878
63 36 67
25 68 849
20 59 46
67 77 25
38 25 259
18 20 277
69 30 763
87 34 752
98 4 6
22 18 135
84 85 878
31 74 156
77 14 552
99 23 703
89 8 214
17 8 832
36 34 904
53 45 5
23 54 383
24 82 766
47 21 371
26 9 45
44 17 412
62 84 690
71 99 528
28 41 294
46 12 477
40 46 370
72 96 798
20 78 628
47 94 618
35 51 757
51 66 955
49 49 116
53 57 680
13 20 236
8 2 702
12 18 751
14 44 819
48 9 270
63 43 278
19 68 971
83 95 372
89 89 719
89 18 660
43 89 726
42 81 949
40 79 691
8 23 670
25 3 587
13 63 698
58 25 471
92 27 669
50 97 802
96 97 619
20 97 385
16 22 49
28 42 386
34 82 710
55 14 273
76 26 491
48 0 722
32 7 297
92 16 230
49 79 634
0 3 353
6 64 536
18 50 733
69 65 858
75 92 521
51 32 843
41 68 184
36 57 433
20 0 154
51 48 483
4 74 787
2 5 11
39 93 662
18 84 734
21 48 84
7 36 592
91 34 744
42 38 560
48 2 203
52 43 492
47 96 331
64 6 628
78 78 944
11 92 311
27 47 599
60 23 4
4 82 420
1 70 478
79 47 998
68 39 717
16 67 945
50 2 849
5 11 48
58 12 133
94 12 710
41 27 461
76 5 299
85 86 9
78 87 853
86 67 861
70 79 702
56 56 162
36 88 207
21 79 244
75 3 463
87 37 879
16 62 507
97 6 598
12 49 908
91 45 312
24 59 426
75 6 183
54 48 783
81 99 241
56 30 190
79 19 739
64 0 509
7 14 589
81 34 548
0 89 159
53 55 159
38 39 125
21 11 710
58 58 712
34 61 345
62 53 945
57 52 901
38 1 698
51 77 139
74 86 438
27 50 799
57 78 19
68 94 215
2 18 920
85 77 141
14 86 824
42 33 122
75 76 33
70 30 384
89 19 447
39 38 165
79 81 394
92 59 916
75 69 535
7 42 278
30 8 897
2 14 341
19 11 52
27 99 274
99 82 955
88 56 472
53 61 455
43 28 181
42 10 875
16 9 797
57 11 166
7 17 973
1 7 539
35 39 355
35 70 735
99 59 531
28 23 890
48 31 236
5 0 730
92 53 947
66 3 991
23 88 59
73 85 822
93 80 598
62 54 20
49 10 298
4 94 268
97 47 653
95 79 734
98 41 993
54 59 555
5 84 440
83 66 140
20 25 843
44 18 643
54 25 712
65 73 381
3 63 90
35 3 198
21 60 545
68 56 494
97 82 101
75 43 219
98 81 315
99 58 971
28 47 664
67 12 189
89 50 699
79 38 766
89 67 773
66 22 114
2 69 276
92 65 934
30 7 746
89 0 831
84 94 355
43 60 305
50 35 995
42 2 716
65 17 700
94 50 748
64 57 288
81 4 236
12 9 630
28 5 458
38 87 769
78 84 896
94 81 990
64 53 939
12 76 304
84 15 203
22 96 698
93 76 382
57 7 520
15 84 480
20 17 572
48 96 90
40 50 500
99 9 659
52 76 137
9 38 104
58 76 714
51 28 661
43 94 394
26 13 565
30 18 994
79 79 659
97 96 826
38 97 294
22 69 217
83 98 352
37 20 216
4 35 948
81 52 978
53 93 481
97 49 712
78 76 747
77 10 887
89 52 866
18 86 396
64 55 189
38 48 99
62 70 967
15 47 824
76 48 651
2 88 572
31 85 157
11 39 598
13 2 998
55 61 311
91 61 889
85 95 79
88 33 354
19 70 595
85 83 153
7 18 683
86 24 956
84 26 978
56 29 257
55 17 482
15 45 965
71 80 797
15 21 264
53 96 467
57 65 567
85 80 551
55 6 715
56 78 516
96 42 775
43 37 428
25 35 370
76 41 803
33 21 715
13 94 3
30 78 738
35 98 380
66 50 981
74 27 241
49 3 753
87 1 372
57 63 592
94 0 624
95 99 913
19 96 492
8 89 370
61 10 40
36 9 742
69 64 577
59 52 739
26 91 348
90 76 634
40 62 995
66 49 236
63 35 335
5 24 907
74 63 604
86 8 859
84 96 807
10 69 42
84 48 916
63 2 182
5 37 18
41 62 127
32 87 274
44 41 893
77 84 856
76 85 211
83 94 789
94 25 996
95 9 905
42 29 141
80 67 451
17 13 256
51 11 744
62 5 441
51 94 849
43 14 418
26 75 672
20 90 413
18 76 163
70 73 266
2 21 598
85 16 173
1 82 310
4 29 205
21 0 54
35 78 569
4 41 132
62 52 873
94 58 90
60 34 13
10 46 983
18 0 88
20 71 207
42 44 386
3 25 154
4 47 891
78 2 42
15 11 762
22 14 979
16 0 960
19 62 403
97 25 793
5 49 53
95 40 167
64 38 55
2 96 633
73 59 588
23 82 865
19 66 508
29 35 982
61 5 114
9 98 449
26 77 537
39 45 779
21 82 570
57 42 303
56 39 108
59 74 604
66 91 210
57 93 450
71 0 55
83 81 165
29 19 526
13 22 413
34 8 12
8 59 762
53 17 745
26 42 829
68 68 24
25 0 520
85 52 383
72 51 546
53 12 502
76 27 475
58 94 977
69 82 59
7 9 485
85 96 634
80 30 655
31 78 254
69 66 260
62 86 864
87 91 293
42 36 224
24 19 749
74 61 35
13 16 959
7 7 906
74 51 111
14 82 729
65 5 46
48 47 916
79 30 903
45 79 249
66 87 623
28 26 325
89 23 841
99 0 704
25 71 865
57 22 691
43 42 275
76 46 293
4 76 631
87 73 296
97 17 131
53 42 558
52 63 911
83 96 390
34 78 506
12 37 35
65 77 498
36 31 307
54 45 336
73 43 771
0 0 76
37 69 551
94 40 897
11 97 742
24 29 629
60 83 261
34 79 608
11 35 963
88 67 40
82 63 393
90 61 146
79 8 930
81 70 324
56 41 793
79 12 798
19 67 491
84 97 290
81 54 182
71 40 883
37 98 640
38 3 630
76 71 699
71 91 914
81 21 8
83 69 896
83 15 174
68 23 437
11 50 646
51 21 300
61 60 79
88 31 536
84 91 784
51 85 799
93 41 647
10 60 959
30 91 684
67 74 469
3 21 794
88 81 767
80 15 223
72 13 641
7 66 255
48 62 840
8 76 159
65 3 949
80 63 495
90 25 683
84 53 236
5 76 610
54 58 28
28 60 712
68 71 802
52 19 553
3 58 580
90 66 635
92 89 626
58 10 859
23 35 917
40 70 840
37 1 952
31 25 213
46 28 570
66 46 355
0 34 583
76 13 847
50 46 750
83 49 149
39 90 556
85 66 870
81 75 800
44 13 987
19 82 424
33 25 488
76 23 672
5 74 121
22 36 33
6 77 784
36 30 521
1 19 455
17 89 651
49 30 307
33 36 982
98 35 634
93 37 466
5 30 242
57 34 705
92 5 773
26 21 275
74 12 80
22 35 450
24 48 121
76 45 731
92 36 661
88 9 420
11 10 987
4 66 144
92 10 27
84 25 662
0 43 68
78 99 806
55 81 729
89 58 983
34 27 366
13 3 916
6 31 270
12 38 67
22 48 668
67 25 632
62 45 855
77 61 293
43 6 235
27 55 511
23 93 444
45 75 357
6 2 904
95 42 305
22 0 112
41 15 484
4 3 506
71 84 188
2 99 959
37 80 556
67 38 233
6 79 135
91 39 573
