100 2475
53 66 588
57 53 510
79 96 611
20 93 410
77 91 708
54 32 267
82 72 0
9 94 974
82 67 251
94 57 165
20 44 594
0 46 884
78 35 165
92 59 688
2 74 910
65 89 377
63 26 191
89 46 656
68 68 765
34 28 78
12 11 275
9 73 198
75 91 620
89 23 463
32 93 792
56 32 743
9 37 311
62 68 289
54 47 293
66 72 847
73 99 873
8 16 977
81 76 407
41 49 566
55 74 199
45 96 634
67 21 616
54 41 449
2 72 54
20 97 134
28 21 866
93 11 331
89 5 889
41 96 385
56 71 860
82 88 45
56 94 934
20 74 881
52 20 379
17 59 643
61 21 731
19 49 626
42 98 588
80 19 936
49 79 373
93 36 873
99 59 696
91 89 237
51 98 176
28 30 782
98 92 905
36 73 430
57 68 941
24 22 927
97 81 669
53 18 341
65 20 225
69 95 931
10 15 752
14 32 899
84 10 730
70 16 356
23 66 206
43 2 371
97 54 431
23 31 360
91 92 616
34 32 256
22 65 792
77 71 448
85 37 653
8 65 642
98 4 314
52 18 698
85 62 93
37 33 836
5 1 599
16 15 924
1 72 714
13 50 561
35 2 949
71 83 506
40 84 720
89 90 664
42 4 526
98 12 913
18 60 318
62 93 997
67 16 872
92 35 828
11 11 956
12 19 457
16 18 957
92 40 599
5 44 895
2 44 429
48 81 861
14 28 369
80 59 818
77 29 626
79 94 193
35 78 15
71 29 47
75 68 276
59 85 499
86 22 150
65 56 142
22 4 928
79 55 988
78 43 793
85 7 941
8 20 939
10 61 454
31 92 267
22 66 16
41 74 892
70 89 179
22 81 774
10 30 634
58 66 316
99 41 925
61 42 205
77 3 164
59 99 277
82 68 879
49 10 255
25 75 429
56 98 808
30 52 346
93 96 165
65 69 411
80 70 771
41 59 300
18 44 325
5 92 696
55 41 562
38 88 334
64 1 422
7 16 183
21 24 717
98 90 676
93 12 623
79 34 344
58 43 290
32 3 274
63 27 923
48 63 99
16 74 540
51 41 437
60 16 87
67 35 609
54 69 315
71 38 231
72 5 831
89 62 32
75 6 285
89 16 623
10 64 524
23 7 248
80 18 46
71 84 959
24 87 11
53 4 593
85 53 155
78 70 23
91 55 786
71 55 375
6 41 444
38 51 234
40 56 307
10 47 616
56 87 91
56 13 247
42 73 366
67 13 533
66 60 231
37 36 898
40 20 449
60 31 63
10 4 270
87 47 515
34 58 395
97 61 876
91 59 402
12 49 239
6 75 57
93 9 241
56 78 259
79 37 229
3 74 39
28 25 128
37 77 837
78 33 300
20 89 595
88 36 590
46 86 714
55 25 186
10 94 846
6 70 38
14 48 98
6 74 447
50 55 252
39 49 402
61 49 177
71 69 500
4 88 638
18 24 755
24 5 770
5 93 341
81 11 14
40 61 30
27 70 899
75 40 150
39 13 282
27 43 937
32 4 449
57 16 228
91 20 123
7 61 493
39 89 981
50 28 26
23 71 703
19 89 558
53 70 270
72 19 568
9 81 494
87 9 648
18 93 535
36 72 830
34 14 458
29 42 44
85 34 324
3 83 519
15 70 58
96 62 523
6 15 953
24 55 451
93 44 632
91 98 434
52 95 611
60 69 988
23 38 296
4 93 910
47 34 947
6 7 221
65 81 300
73 36 937
60 66 488
24 48 79
70 4 390
19 62 53
62 90 315
99 49 718
66 98 925
60 2 128
39 68 896
49 75 99
2 70 99
97 57 809
0 94 180
8 59 515
20 28 773
84 72 89
85 41 617
65 97 127
3 62 108
88 58 221
73 31 169
91 95 333
17 78 203
59 62 98
57 76 922
5 61 55
50 86 938
70 81 569
54 60 550
2 12 129
37 71 970
71 26 965
89 30 478
39 23 968
72 10 337
88 15 674
46 85 439
45 26 297
94 82 80
40 6 608
67 50 197
85 65 223
56 7 458
42 85 367
34 68 55
25 27 176
59 18 215
99 28 349
69 85 403
76 88 786
97 75 978
24 50 526
81 59 890
75 49 594
89 88 480
53 89 987
42 30 726
89 58 821
61 1 625
60 6 966
77 4 387
77 65 186
74 46 851
42 75 979
18 9 540
71 85 974
37 90 796
38 39 362
79 72 303
10 85 897
64 69 48
62 12 636
97 23 347
67 65 705
82 20 204
10 46 876
63 52 881
29 2 270
4 47 177
23 95 104
85 46 800
95 73 534
97 86 524
82 6 727
58 60 492
42 61 593
17 41 861
21 3 445
92 14 817
4 7 702
8 28 471
33 90 316
46 68 452
40 17 687
0 76 471
29 98 581
6 97 26
40 85 170
56 81 720
1 62 223
26 52 709
72 95 409
71 95 445
86 19 30
49 4 915
61 44 308
69 21 623
98 16 679
43 70 617
97 1 700
43 30 90
55 30 506
68 98 89
63 79 83
21 8 795
45 78 137
72 64 663
86 43 979
8 24 948
99 94 456
24 60 73
22 67 411
88 78 635
86 4 93
3 86 743
63 95 144
1 55 327
24 35 778
35 53 448
38 41 67
1 82 179
45 37 311
93 33 463
4 17 935
1 50 392
93 62 477
32 83 933
41 6 694
56 92 590
34 90 680
34 31 377
29 68 51
63 90 818
20 60 420
48 58 477
29 84 906
30 58 654
97 7 627
63 78 866
92 30 543
71 64 613
8 53 948
42 51 143
23 47 724
17 86 237
82 80 792
30 62 877
46 80 519
63 88 954
75 30 985
80 3 942
72 16 170
97 28 136
71 62 476
58 87 222
42 40 259
14 73 744
10 29 840
44 32 825
64 67 823
68 59 862
84 73 735
72 42 511
88 18 427
81 35 498
20 5 812
8 30 638
55 29 843
7 46 621
26 63 20
51 49 415
80 87 830
9 86 927
91 12 954
6 32 530
2 47 320
22 52 910
89 26 701
17 33 477
49 65 985
70 19 856
19 93 492
69 43 411
92 18 886
80 92 900
55 44 589
75 76 649
50 75 151
31 43 325
93 60 857
42 49 479
62 7 256
73 40 553
18 82 28
65 82 916
0 99 611
84 77 1
21 22 827
24 85 634
45 2 333
78 47 33
25 22 238
56 21 860
26 92 63
95 1 770
77 81 912
4 26 972
32 10 408
84 61 245
12 54 132
90 14 17
27 40 169
7 90 274
8 61 762
90 4 384
28 8 920
69 42 369
3 66 82
38 52 490
20 50 56
40 72 0
11 18 671
10 23 942
78 78 153
58 91 662
43 48 999
97 20 104
51 92 299
85 3 703
35 98 714
97 97 458
21 20 649
55 5 649
22 50 688
10 76 138
1 0 219
0 12 686
44 47 439
45 7 595
61 54 563
63 15 650
93 15 885
55 2 743
65 18 444
22 5 951
48 79 899
56 66 317
53 13 344
1 20 94
97 47 874
46 36 567
71 48 945
28 40 600
55 16 602
85 0 960
38 85 737
60 70 773
67 82 344
25 80 827
22 41 245
3 97 485
28 7 431
49 54 566
77 38 358
99 82 813
11 70 802
85 58 424
43 53 954
93 50 795
62 65 24
95 27 992
17 84 426
2 16 654
74 82 320
55 13 449
7 80 869
30 95 367
1 36 415
33 69 898
19 13 293
95 97 747
52 25 143
43 10 714
52 8 927
12 6 925
37 43 74
61 43 435
4 97 833
94 13 359
71 13 551
11 23 685
89 44 342
83 57 658
54 51 276
61 7 574
55 99 165
86 48 990
30 83 804
26 26 744
10 28 371
42 54 882
19 63 793
80 42 147
76 76 237
25 43 440
39 1 590
74 13 5
61 80 946
79 2 738
46 94 926
82 81 671
21 39 967
16 67 353
53 81 856
8 58 840
71 71 637
11 7 816
21 87 919
60 91 968
25 94 328
29 65 11
2 64 900
96 20 821
56 43 473
72 36 110
21 93 487
37 95 258
5 12 69
39 59 763
46 48 406
51 50 128
27 8 326
14 92 539
53 53 52
46 61 276
17 96 299
9 6 240
3 85 797
72 61 595
27 94 163
82 85 785
83 37 992
87 22 411
37 97 472
48 67 55
23 22 541
67 54 172
68 30 617
42 97 312
24 56 913
56 8 86
57 10 479
12 12 442
81 83 160
25 52 924
55 88 963
51 26 393
51 86 178
74 73 857
91 33 207
67 98 836
36 64 112
54 46 225
45 33 357
9 36 788
94 4 744
35 93 451
42 92 52
10 53 710
86 14 374
12 88 413
0 43 458
83 50 963
65 27 581
21 45 288
17 34 669
54 38 118
54 3 447
83 44 709
7 49 163
52 81 725
17 85 400
19 33 479
68 74 605
8 50 482
26 68 121
16 76 226
13 84 127
64 6 100
62 74 635
58 85 772
91 13 243
57 79 801
74 49 986
69 76 923
46 24 981
92 41 695
53 2 452
74 12 743
53 93 234
67 81 859
44 55 10
4 5 498
74 45 748
62 21 233
31 86 765
82 0 468
26 36 561
82 52 156
38 92 380
92 32 530
47 64 484
26 15 336
88 40 205
8 35 297
37 26 859
32 2 549
31 83 137
31 26 575
51 88 955
54 87 558
18 96 252
31 93 99
56 4 208
50 26 67
74 42 812
70 45 726
68 64 401
95 96 291
67 58 402
82 90 385
39 61 410
1 48 46
6 14 183
28 89 201
67 66 635
26 39 521
74 39 793
28 86 208
8 67 210
30 88 675
44 4 869
74 98 260
14 78 308
76 98 927
82 57 254
35 94 853
90 17 761
46 32 947
92 5 46
36 39 291
53 11 423
30 93 64
37 64 596
59 4 326
85 43 967
66 81 697
20 23 399
71 86 146
17 4 799
14 39 113
19 77 993
73 38 233
59 26 751
15 10 288
99 12 631
2 23 115
92 16 935
51 47 30
72 24 551
33 32 995
47 22 280
7 7 299
3 16 538
46 55 836
54 82 274
81 15 557
30 7 348
75 22 387
61 94 126
27 58 866
3 55 482
73 54 541
63 43 724
67 68 184
25 70 411
4 21 173
87 81 983
72 38 876
31 37 881
30 33 6
55 57 807
43 13 664
17 30 265
14 46 679
27 95 254
30 27 184
91 72 112
91 62 216
24 77 448
46 88 925
91 91 569
71 61 247
78 56 500
8 52 234
55 63 500
34 50 735
48 95 7
86 68 943
45 63 768
90 28 299
31 47 370
37 88 852
2 39 99
57 95 575
89 54 730
74 43 224
41 3 545
44 19 751
18 29 17
88 21 371
95 31 115
42 60 212
74 48 42
45 74 488
86 80 130
29 12 435
93 59 522
14 71 686
83 33 412
27 3 255
69 73 189
83 58 112
51 89 317
1 23 306
43 44 966
43 19 346
41 30 121
39 25 752
67 15 578
34 59 383
65 38 128
3 8 221
27 23 278
84 93 801
25 57 811
43 47 879
62 40 64
54 23 456
30 71 486
53 98 869
42 80 964
83 65 606
72 99 750
43 71 210
64 56 568
78 21 561
72 77 676
2 45 980
54 43 217
50 69 402
82 4 338
90 80 994
89 98 318
69 44 534
54 70 605
75 87 677
64 3 837
36 53 850
36 5 331
33 67 221
81 52 812
70 26 372
12 13 686
90 29 176
51 77 162
59 50 727
78 24 553
29 56 790
79 44 263
80 55 422
22 90 434
62 31 495
2 56 17
5 11 357
91 42 456
12 31 225
3 93 128
3 64 668
10 90 631
5 89 652
22 1 603
70 33 293
28 90 489
61 56 575
13 69 52
73 13 335
94 75 415
0 98 560
6 12 337
96 24 83
88 30 776
33 73 328
84 78 677
1 92 910
62 96 409
20 7 117
85 44 702
71 3 304
39 94 821
86 73 956
32 68 614
23 45 404
72 58 925
23 85 61
23 90 199
53 6 985
83 36 163
99 77 328
37 45 987
11 72 256
81 18 131
2 81 785
49 7 778
23 21 438
1 35 187
98 11 383
93 45 983
66 51 628
15 48 141
42 37 851
48 24 596
46 2 964
14 40 970
93 72 727
2 36 892
0 2 966
9 9 832
19 66 692
91 63 176
44 54 19
55 1 831
90 95 800
5 39 854
21 53 650
81 38 903
80 48 159
38 10 439
8 44 41
84 58 126
99 27 369
36 16 320
90 13 349
27 69 952
50 88 340
35 0 899
41 85 501
50 71 615
35 51 650
13 49 222
85 57 100
79 45 814
92 75 70
48 33 499
92 87 837
69 98 839
75 54 459
84 37 393
43 54 779
3 48 205
68 56 477
71 17 163
13 3 249
43 74 126
93 46 827
78 28 935
39 77 678
75 72 257
69 4 541
57 94 657
34 1 357
98 60 320
8 74 506
1 69 288
98 20 404
71 22 743
91 3 741
23 39 264
3 29 339
58 81 373
6 58 384
85 50 562
97 30 335
72 72 105
62 46 736
36 57 305
19 42 630
73 67 409
49 74 339
81 87 565
33 34 325
11 59 647
11 52 208
73 59 373
34 44 489
22 7 740
55 54 550
26 91 256
79 84 746
97 41 977
14 66 422
36 50 676
42 26 958
34 73 979
3 68 980
23 42 498
56 38 380
25 81 862
62 18 803
34 69 465
38 30 855
82 13 157
61 85 905
12 81 778
3 0 493
33 57 864
56 2 763
94 53 636
33 56 392
87 36 959
25 98 961
32 73 240
74 94 317
22 85 686
77 28 316
63 48 815
44 18 355
48 28 961
9 88 863
19 3 433
77 39 845
11 87 464
67 75 179
13 40 617
60 21 683
4 79 198
94 7 271
96 86 311
51 74 509
22 97 238
55 91 575
5 65 694
22 83 841
77 60 687
51 3 612
95 0 327
3 9 167
83 13 42
70 7 221
44 93 644
18 27 290
74 47 793
22 95 531
40 80 233
71 96 202
11 10 722
88 96 162
44 62 96
95 46 583
13 32 171
61 65 902
19 15 300
96 63 704
2 30 759
0 54 884
98 47 967
65 11 28
18 85 489
70 21 243
34 3 463
69 31 224
77 0 280
23 1 730
9 50 206
50 53 210
39 82 172
4 14 914
98 6 416
92 99 221
33 68 535
25 28 414
22 91 618
78 49 613
98 38 471
64 27 498
39 84 577
92 67 932
70 53 99
89 4 570
31 35 656
54 78 494
14 29 939
92 80 117
55 23 134
33 95 786
5 15 76
77 51 1
49 5 279
85 88 74
98 29 460
95 2 999
50 31 745
62 64 228
30 96 498
36 11 170
73 21 393
62 91 761
64 84 842
87 91 67
41 23 166
70 2 485
47 28 343
59 44 40
74 61 142
60 25 0
31 45 345
82 37 926
19 72 983
4 9 964
47 63 265
85 93 452
89 40 537
38 23 831
50 52 929
58 90 34
46 59 202
88 83 595
76 56 273
55 76 993
36 19 936
91 35 20
95 76 207
70 39 725
84 31 94
47 54 961
70 83 46
64 76 191
64 34 944
19 64 110
21 84 490
78 17 103
12 14 681
35 10 833
73 8 410
73 76 490
58 29 399
32 54 747
42 31 23
18 74 119
68 63 148
76 77 953
79 32 844
35 44 256
58 32 840
78 96 154
22 34 525
88 64 727
42 21 213
20 82 68
28 52 309
8 27 414
3 71 691
76 39 722
34 5 386
5 51 683
72 93 429
40 39 600
8 46 483
26 0 787
25 68 379
25 17 529
45 65 164
24 45 366
54 67 48
44 64 568
84 0 552
28 37 315
12 50 174
75 74 966
42 22 673
51 79 229
36 51 216
40 18 595
49 44 100
22 78 517
54 2 504
91 14 912
68 16 672
16 60 810
85 13 98
25 11 179
88 60 855
77 19 582
80 82 592
11 94 852
73 32 141
50 7 914
10 54 655
24 54 288
40 5 544
33 80 876
49 73 817
71 51 411
76 60 169
81 72 279
44 23 36
96 32 34
99 63 226
2 76 996
14 86 314
85 85 658
8 17 951
1 11 719
34 99 314
91 64 555
34 2 937
88 43 541
8 29 599
73 78 440
98 72 568
88 93 212
49 29 463
64 50 338
4 64 457
19 35 674
34 6 54
85 90 739
78 3 640
31 53 234
21 65 587
12 72 745
51 58 71
27 98 308
4 39 979
26 73 499
59 25 831
81 94 276
83 75 396
81 57 544
95 57 62
69 49 245
25 4 36
77 15 710
86 3 305
96 92 830
65 92 251
29 28 231
24 13 668
0 81 718
93 17 725
35 15 890
56 29 439
18 15 940
31 66 668
61 30 529
80 45 298
84 52 866
80 50 558
69 30 294
81 0 844
78 0 842
58 14 562
51 1 819
76 92 79
31 85 857
70 43 648
13 70 658
5 18 808
60 46 867
68 58 793
91 94 145
2 77 565
55 87 398
80 80 852
44 20 362
99 7 440
73 43 114
98 86 818
15 6 762
33 47 11
46 91 209
65 80 851
74 29 71
88 77 531
68 88 12
94 87 522
43 93 399
73 71 970
50 78 189
43 99 415
48 78 318
17 90 967
30 24 412
37 13 59
86 64 935
39 69 224
65 57 995
6 66 441
33 72 871
30 75 938
31 59 876
58 30 178
51 37 158
34 30 416
50 97 486
65 46 873
97 73 975
96 33 82
74 69 435
61 3 256
13 38 89
29 37 327
6 55 30
52 86 9
65 6 910
80 84 654
33 10 522
61 57 281
99 0 636
23 23 705
80 97 909
31 55 306
26 16 498
94 30 18
34 82 462
66 42 311
29 3 252
48 83 338
5 48 820
81 40 573
38 98 474
55 89 927
12 66 673
8 89 648
53 78 869
27 74 397
97 88 471
2 48 579
29 33 492
39 29 752
80 26 201
10 22 20
14 65 286
62 88 849
84 21 660
30 34 598
69 7 687
19 55 567
89 14 111
15 36 184
21 61 896
92 68 143
62 69 216
24 64 206
18 35 338
84 16 30
44 22 593
49 22 766
55 56 363
68 90 589
15 24 195
44 26 861
95 98 459
35 24 430
96 90 705
97 5 51
16 90 304
35 65 6
95 90 239
0 82 979
83 72 513
51 62 763
51 22 899
28 94 783
79 13 536
74 54 751
8 31 276
19 68 315
93 30 35
98 40 357
80 65 499
70 72 920
60 73 108
94 98 332
43 58 695
49 94 228
25 71 998
4 0 289
87 24 877
17 18 319
8 76 898
46 65 857
51 5 839
53 26 417
52 75 635
94 77 663
52 65 659
2 99 914
97 67 759
68 50 841
38 89 143
7 26 217
16 95 526
32 72 378
52 85 27
96 96 664
99 48 687
21 82 83
98 19 447
18 94 223
62 87 241
40 35 602
93 39 182
64 72 624
72 76 631
32 69 192
29 15 394
79 74 11
62 24 991
65 99 877
31 8 538
31 39 315
29 18 996
51 9 126
97 60 937
12 4 720
10 84 465
29 21 865
50 48 840
63 44 749
15 51 496
86 13 144
41 81 159
51 29 500
68 19 68
15 4 188
85 6 695
55 52 0
99 17 92
17 23 532
94 62 203
36 91 451
15 54 177
9 25 205
58 80 967
34 85 417
10 39 401
26 25 819
11 0 521
99 97 564
94 58 716
87 20 360
52 35 271
11 97 81
58 77 758
5 85 556
21 11 601
39 9 83
49 12 533
2 49 534
76 21 96
44 30 285
55 12 517
3 72 330
44 71 726
3 95 869
94 50 330
35 49 579
32 88 24
39 47 111
35 33 606
92 20 729
96 10 969
29 46 495
41 52 603
74 37 22
43 67 744
43 73 635
26 8 19
85 55 181
77 16 747
67 79 727
0 37 389
26 48 868
98 31 621
9 98 162
66 7 26
51 20 948
19 12 335
24 68 649
32 95 240
52 32 189
48 38 819
72 69 930
4 20 94
53 91 223
43 68 446
17 46 963
30 19 161
0 90 886
11 39 213
12 9 228
62 28 589
33 46 644
64 4 632
29 11 146
44 49 632
69 64 237
22 74 407
49 9 525
71 32 124
68 73 655
67 40 138
59 47 939
9 32 651
71 65 552
93 80 445
1 52 782
94 90 143
82 14 508
44 9 410
77 27 627
4 83 409
48 17 910
64 24 944
5 57 75
43 65 465
91 82 751
26 95 381
19 96 487
34 18 688
18 64 540
84 17 472
0 18 104
1 80 370
77 21 188
43 18 10
80 9 796
43 98 495
37 58 290
12 71 701
6 57 87
62 52 92
24 95 23
81 96 684
25 83 705
1 83 493
86 39 52
69 90 141
58 52 147
78 55 189
80 81 317
6 59 419
76 81 592
25 97 216
64 33 729
95 45 489
25 2 329
92 97 376
90 7 17
5 62 220
18 97 513
71 90 231
38 37 463
50 29 391
89 57 634
39 12 548
15 9 145
39 48 77
37 29 206
74 2 81
15 8 645
69 9 146
27 35 306
14 68 267
51 13 711
43 15 74
95 20 360
99 16 491
33 84 568
31 2 885
18 39 916
53 85 517
12 67 864
71 34 955
86 83 953
74 8 190
11 46 543
48 22 244
77 31 748
94 12 538
45 55 535
