100 2475
59 92 131
78 68 858
41 40 491
48 70 261
74 55 962
19 4 964
98 92 26
93 78 893
97 78 864
14 84 376
65 66 803
42 93 938
48 43 136
61 46 144
95 70 154
58 58 770
90 40 895
68 17 880
2 17 261
49 75 989
32 28 829
24 13 533
58 1 54
2 28 894
15 39 898
72 56 141
93 81 933
42 97 399
29 53 658
72 27 182
83 30 917
41 65 144
42 32 883
36 17 315
26 99 444
69 56 911
10 80 246
2 84 476
78 31 273
77 73 942
40 45 27
51 67 997
56 5 913
48 61 713
24 3 866
24 46 490
59 15 441
75 50 23
46 95 199
12 69 280
22 57 906
40 28 298
72 10 708
9 14 79
32 35 306
49 12 2
65 7 205
83 44 462
57 34 967
71 5 190
74 50 24
91 44 503
95 18 649
30 86 260
85 81 979
16 49 461
64 22 528
61 51 387
40 51 274
74 63 242
25 87 587
17 43 550
7 15 89
36 35 245
83 11 162
80 32 347
85 28 6
32 85 667
88 3 630
7 44 692
59 64 882
17 64 981
28 37 463
59 80 94
2 1 889
64 46 963
73 49 845
56 6 519
43 6 279
6 29 351
49 86 642
75 83 621
36 59 621
89 15 612
35 66 504
46 10 620
10 46 20
4 36 655
84 69 607
21 19 728
36 23 320
37 36 46
50 87 505
2 79 547
98 77 576
27 64 96
85 20 585
77 69 545
30 15 549
20 76 629
13 56 216
81 42 522
29 2 521
75 77 231
64 77 321
50 12 166
6 91 346
85 17 352
97 53 552
52 82 455
16 15 543
88 42 286
41 11 366
27 41 763
70 27 833
84 1 388
60 68 239
73 55 761
72 84 628
34 9 34
14 44 64
40 19 406
91 8 295
82 21 439
70 52 90
64 90 424
47 71 738
29 10 998
68 5 660
47 72 209
43 3 736
83 47 182
79 35 527
6 63 839
33 21 21
54 32 54
38 22 19
24 95 740
85 70 465
60 27 112
60 47 210
45 51 9
88 61 908
16 69 524
0 82 994
2 87 888
25 34 380
47 18 640
33 13 985
46 49 570
31 10 453
73 15 278
73 51 427
47 9 469
51 3 823
93 65 599
54 47 543
54 75 786
28 81 918
86 2 782
30 87 619
64 71 517
65 97 605
39 49 367
42 92 724
41 79 862
14 79 540
59 4 553
81 41 147
90 4 847
62 12 268
1 82 33
65 14 900
26 57 430
32 57 312
56 20 401
23 64 831
38 11 541
96 89 230
42 99 568
36 26 468
82 96 591
48 15 165
1 76 147
79 65 746
2 24 398
82 2 96
74 84 396
40 2 592
72 70 827
16 0 180
47 78 290
96 19 839
61 93 845
51 71 678
95 74 384
66 99 567
27 75 924
21 70 264
72 66 377
59 72 673
91 0 487
13 32 189
8 44 301
30 18 301
4 46 621
27 50 482
11 35 29
66 55 396
35 31 233
3 47 383
20 5 140
87 83 944
44 84 953
90 5 462
34 81 177
38 70 746
60 5 176
4 81 251
26 46 631
16 38 868
67 94 626
56 15 147
34 54 440
90 69 752
81 36 375
81 88 810
51 28 593
31 57 111
56 86 483
0 78 631
83 60 719
62 59 86
32 2 861
99 87 299
9 74 330
13 98 926
35 58 838
85 94 170
93 19 135
49 96 426
34 93 516
82 78 87
95 29 644
55 29 574
49 4 671
57 32 294
64 84 751
23 53 374
14 49 291
20 83 62
99 96 800
