100 2475
73 58 808
85 38 917
25 63 593
44 21 409
93 94 100
97 76 559
64 25 187
87 41 938
89 2 806
87 51 385
36 48 493
8 52 679
71 21 866
70 86 794
76 66 232
51 24 147
91 21 589
47 1 499
82 61 371
66 4 981
6 56 884
9 21 540
72 32 47
35 73 757
24 58 801
12 69 294
67 5 601
54 90 455
8 62 779
84 58 665
62 23 817
8 5 97
59 19 213
2 78 758
42 2 522
21 54 385
59 23 457
2 36 111
6 81 82
79 83 890
10 7 893
8 86 445
9 61 36
79 0 729
94 16 846
72 40 481
51 75 340
40 59 922
54 58 420
10 76 263
61 25 443
18 20 144
93 33 183
63 36 184
8 26 747
28 5 956
42 7 408
61 23 742
83 75 228
9 75 876
85 70 777
1 50 509
36 85 215
60 14 592
77 46 281
26 60 319
80 78 947
70 48 745
25 96 498
40 80 664
51 56 846
52 66 682
19 76 85
3 87 956
98 41 885
40 29 987
99 4 353
25 70 741
98 14 679
13 96 3
52 34 831
6 59 456
53 77 830
66 3 670
45 32 233
18 32 241
91 70 320
58 40 471
13 29 955
55 48 509
39 96 317
94 53 191
0 2 994
89 18 545
70 2 344
95 1 5
53 15 556
50 70 361
48 83 963
91 29 184
72 27 783
66 83 251
37 65 422
18 98 331
58 55 886
11 39 885
35 35 72
56 0 215
37 23 849
81 84 907
38 36 376
60 64 103
65 68 404
21 44 677
35 17 693
34 31 39
52 6 827
82 12 776
16 68 733
58 34 366
81 85 299
15 55 251
51 21 187
22 89 558
0 88 972
39 2 220
61 95 740
74 69 177
53 96 429
54 76 860
22 36 866
69 81 502
62 75 336
10 16 736
55 27 106
93 64 947
5 40 576
37 71 185
83 2 131
46 28 276
54 10 263
36 3 150
42 30 912
47 50 956
49 77 36
36 75 511
82 74 231
35 31 676
28 40 220
43 50 452
28 12 610
59 66 730
35 62 608
25 44 143
62 31 590
20 0 850
95 30 720
20 35 656
85 45 593
95 56 739
19 67 534
50 34 7
45 14 225
10 49 674
57 75 109
14 16 46
39 57 314
98 32 363
54 74 210
45 92 719
71 33 336
18 25 978
85 77 147
65 46 467
27 89 654
6 47 324
96 48 935
58 19 757
67 85 381
68 40 107
39 0 294
32 1 998
22 53 928
2 79 673
97 77 130
97 34 810
85 26 550
41 58 508
12 82 406
48 27 266
69 29 913
92 62 578
69 88 349
10 22 675
90 45 343
41 26 782
4 41 213
35 26 246
5 39 351
56 82 204
32 50 461
27 4 872
59 40 694
65 81 233
54 3 285
58 94 693
64 67 322
3 97 758
79 78 317
25 36 896
66 95 45
17 64 502
15 51 391
26 98 510
7 88 550
57 25 100
68 74 657
71 71 323
63 90 828
51 99 450
39 22 125
79 66 300
90 34 900
36 29 376
22 49 131
69 39 719
28 65 724
39 36 385
74 1 457
68 96 927
59 6 104
23 44 116
43 33 241
3 83 404
74 94 717
29 69 361
45 22 620
41 33 258
2 80 756
48 57 297
4 74 245
3 99 392
82 94 633
55 68 971
7 22 553
82 34 379
42 95 156
38 14 636
56 51 524
47 49 739
73 67 919
40 56 166
88 58 903
52 59 374
39 47 800
68 5 68
42 23 984
24 31 212
0 13 449
34 27 844
65 63 578
63 29 586
46 7 118
32 19 773
30 52 310
88 1 130
8 95 654
81 36 858
30 64 257
59 69 426
9 9 685
80 41 543
88 80 329
49 71 156
88 67 57
73 75 732
23 46 442
30 59 134
68 69 618
93 76 231
42 29 149
20 89 26
90 70 592
52 48 623
27 10 994
49 57 863
25 58 519
31 41 149
33 0 788
63 77 673
10 52 261
13 23 765
32 13 469
70 32 711
69 65 519
46 94 869
47 36 972
59 46 779
87 25 256
2 9 860
73 45 996
0 66 294
64 69 652
12 56 583
92 57 951
87 43 316
