100 2475
65 23 782
55 88 671
30 47 263
92 5 755
99 81 54
97 16 355
39 0 291
83 4 871
52 97 584
37 22 607
88 72 547
47 78 785
28 90 715
63 20 557
36 46 942
38 56 49
28 74 580
85 49 160
57 12 269
80 27 103
72 62 306
28 71 185
72 76 82
12 80 118
23 67 570
70 14 290
88 68 635
4 73 542
62 9 902
29 8 10
51 28 822
89 92 982
54 14 137
19 43 551
42 94 374
6 38 633
33 81 294
99 4 586
67 64 175
32 62 223
47 38 184
8 65 686
24 85 358
24 20 192
58 77 492
36 79 99
71 65 868
80 37 84
60 20 334
43 25 466
75 72 699
72 18 598
36 74 561
4 51 129
77 2 881
6 60 522
26 88 355
48 59 241
0 83 333
71 74 803
82 46 936
69 23 685
17 15 991
89 7 225
39 32 445
77 83 366
42 49 613
9 1 659
85 36 142
20 70 700
40 44 891
55 52 953
60 7 996
91 29 479
47 41 777
54 59 333
74 11 689
62 39 719
65 1 227
73 17 274
52 50 925
55 77 656
27 2 740
79 10 453
81 11 974
67 80 513
64 76 220
62 21 171
75 99 707
45 89 342
10 79 444
63 1 946
61 55 457
26 87 643
70 83 287
69 48 668
24 15 585
41 9 236
70 67 683
3 93 912
37 36 369
15 30 51
98 6 919
2 95 627
15 79 569
85 27 41
95 86 110
87 97 120
30 93 377
48 34 185
35 15 428
77 43 35
40 21 609
0 20 680
42 27 953
86 90 675
18 61 344
1 64 17
87 82 91
35 56 984
42 35 473
46 71 168
39 63 744
90 1 499
87 49 722
83 31 292
30 5 12
7 2 765
41 77 422
90 46 482
55 46 231
85 2 330
90 90 109
29 27 342
13 41 763
35 53 359
64 62 977
90 70 701
30 35 300
93 89 696
88 51 460
18 1 385
68 86 135
24 49 95
51 60 553
59 78 997
42 39 536
2 23 433
32 85 72
1 98 369
73 86 742
21 35 267
58 22 413
66 68 495
86 12 345
18 11 917
95 43 818
37 32 998
86 8 727
57 96 749
49 33 963
36 66 926
40 49 11
76 96 847
83 29 26
13 43 630
62 30 951
52 40 339
50 84 204
72 20 986
0 40 162
70 15 599
53 76 676
45 84 328
20 44 573
86 83 957
46 11 910
39 54 564
66 19 562
89 74 360
87 33 389
83 90 722
83 24 749
24 55 562
53 66 504
86 82 371
12 18 304
41 49 354
67 75 130
4 40 179
61 38 481
45 1 932
5 42 505
56 4 666
