100 2475
11 27 805
73 24 783
86 51 200
22 73 544
19 71 485
7 57 767
54 19 630
71 61 773
33 11 774
46 72 577
14 29 585
71 81 413
36 16 431
10 58 801
55 45 990
92 23 612
31 90 642
39 95 213
19 48 748
54 76 261
78 30 888
81 59 393
5 96 336
81 1 185
86 9 181
98 3 315
23 74 535
90 81 546
68 64 366
29 83 47
40 80 220
5 62 996
52 86 336
57 47 781
39 42 59
33 28 869
76 20 35
97 27 777
31 45 132
53 31 95
43 1 206
94 58 467
36 67 779
62 17 962
96 74 180
84 30 135
93 65 135
50 40 735
70 20 886
54 24 960
7 93 761
23 47 10
21 30 746
91 51 360
9 58 47
84 48 127
58 33 572
66 56 610
25 17 177
12 2 296
56 8 60
61 42 972
59 57 499
48 83 285
7 9 825
64 77 574
76 15 916
63 15 717
40 18 883
10 61 343
1 90 470
55 13 667
92 86 398
87 49 802
57 45 422
70 51 388
89 6 629
69 28 420
95 62 374
73 63 447
99 78 396
91 84 202
16 85 888
32 28 278
44 9 683
73 52 320
76 89 21
35 65 652
2 75 599
14 90 820
74 71 823
24 55 846
68 22 507
24 70 635
66 91 595
98 62 855
63 5 503
10 22 731
82 89 899
9 93 566
91 93 615
67 40 67
9 21 107
37 91 970
6 66 142
1 20 647
72 68 481
28 36 217
27 79 403
87 78 384
41 25 489
39 61 908
30 43 253
79 94 459
41 50 433
9 70 903
46 21 787
43 57 712
79 13 323
55 42 559
83 25 518
44 0 574
54 44 769
46 83 5
54 42 987
52 33 453
56 6 813
73 75 337
98 91 531
59 70 419
96 73 256
66 94 154
49 46 893
80 52 530
31 37 707
12 61 429
63 50 926
24 27 898
62 84 580
35 53 306
26 3 438
87 84 434
10 66 3
79 72 991
38 29 926
19 72 548
58 16 821
48 12 519
2 79 225
13 48 498
96 48 983
46 26 58
60 32 281
62 64 338
36 46 967
93 91 139
68 53 91
46 70 593
26 18 656
48 19 5
15 56 997
19 37 407
3 55 820
66 26 471
42 36 390
93 61 999
6 16 974
79 28 34
65 10 397
87 91 50
18 59 464
63 19 536
82 60 214
81 87 195
14 67 937
73 44 134
53 81 354
57 2 653
64 46 595
19 96 780
62 88 479
23 30 315
67 95 75
3 31 300
12 49 999
57 85 872
4 13 954
89 54 873
76 9 956
62 94 368
36 19 132
48 49 74
2 30 380
77 75 527
39 28 78
46 36 839
75 2 89
41 93 488
74 56 45
22 21 26
7 52 901
67 16 431
17 98 460
53 86 505
59 39 291
77 70 970
31 8 53
26 79 259
62 16 400
53 42 21
35 55 883
94 93 600
13 6 35
4 11 485
64 68 871
35 56 5
49 55 482
96 55 536
28 83 617
94 20 88
45 23 262
87 54 610
81 67 521
87 89 328
79 92 394
98 25 442
19 80 639
9 28 297
54 87 56
57 44 461
76 27 95
46 73 446
72 75 940
53 88 970
86 26 552
48 30 143
34 19 236
6 20 584
2 96 614
93 49 620
9 33 319
77 36 501
63 44 6
43 95 914
19 24 766
22 38 848
58 83 681
76 49 605
98 29 232
89 26 824
53 72 733
69 30 454
55 39 769
39 39 598
49 77 72
28 56 31
82 23 909
90 61 416
11 57 693
67 60 444
64 38 897
2 77 63
16 69 36
10 21 813
70 3 251
42 98 891
30 10 308
96 9 632
85 78 467
34 11 5
70 0 84
82 67 651
30 99 832
11 7 4
18 30 331
80 6 218
84 80 783
99 2 692
53 50 483
77 4 405
47 44 378
90 66 995
50 20 428
13 13 205
22 94 781
92 31 61
37 27 0
92 18 552
79 37 726
41 89 778
97 53 554
96 92 602
98 46 765
94 95 190
29 64 749
58 52 750
0 13 658
49 6 553
9 92 185
46 32 182
2 46 174
83 40 488
77 37 968
90 3 191
18 11 587
48 64 811
27 36 882
84 23 495
20 72 512
19 54 215
54 0 597
75 75 115
8 46 279
0 25 207
96 41 256
26 68 756
6 60 913
19 6 174
65 41 793
49 93 665
54 41 341
51 20 992
6 25 190
13 61 186
50 81 892
49 68 185
20 95 385
55 40 523
50 98 520
61 73 613
58 30 991
53 77 23
47 43 630
6 73 665
59 53 505
64 54 183
87 12 392
60 25 266
92 54 267
4 84 755
11 53 223
32 47 372
29 72 237
60 47 88
13 12 457
99 62 149
90 33 49
16 26 386
39 62 791
52 35 98
56 96 444
93 82 787
56 17 874
95 57 817
21 88 151
69 79 100
30 86 518
81 15 73
89 9 64
52 77 571
36 95 287
13 2 94
33 81 420
5 23 645
90 26 650
83 71 457
57 99 671
40 81 285
46 67 519
95 81 544
37 98 983
95 26 797
49 59 429
77 92 97
77 31 429
78 26 316
90 55 126
75 36 876
42 78 61
56 76 97
29 98 421
19 99 976
99 28 912
68 55 510
83 11 444
30 26 78
99 82 111
85 15 736
12 91 731
92 35 165
3 50 410
17 67 742
26 78 637
82 64 317
72 69 754
63 33 95
73 80 828
89 20 696
43 72 643
6 22 488
59 43 631
49 36 189
64 92 413
77 89 677
34 85 258
25 63 239
67 89 165
25 11 968
87 14 895
64 87 276
48 17 670
90 95 680
56 48 52
75 49 97
14 21 661
37 13 531
64 64 333
88 39 502
55 72 630
52 96 582
54 68 162
51 72 382
94 87 784
10 70 220
84 15 411
28 55 970
92 97 928
22 90 909
50 47 370
94 38 429
52 23 172
35 54 496
15 74 90
25 81 274
90 52 758
78 95 244
74 21 614
5 71 861
62 39 171
51 3 850
12 92 836
77 90 839
17 80 836
0 83 183
40 95 12
5 73 269
19 19 892
20 7 720
84 65 211
49 33 346
47 89 618
30 7 846
15 53 756
55 10 699
95 5 50
40 64 669
95 98 145
83 73 340
28 9 230
14 36 647
44 54 493
96 90 689
21 59 674
90 7 349
92 30 950
77 45 775
85 61 872
59 23 600
49 95 945
13 34 779
95 22 681
94 77 644
29 59 181
71 92 347
77 60 637
36 93 214
46 40 172
22 93 747
69 84 308
85 90 127
13 50 983
33 97 466
51 24 573
83 18 529
63 40 465
89 25 237
70 12 806
70 82 857
1 35 534
63 57 244
98 32 301
75 81 429
55 76 725
88 37 956
81 54 838
84 0 31
28 91 891
31 98 963
65 46 734
87 48 874
48 46 10
33 95 491
29 57 894
10 54 204
