100 2475
37 49 257
50 4 571
58 79 844
33 49 679
81 36 541
82 51 602
98 19 153
42 27 613
74 45 791
50 43 914
46 15 38
81 85 677
18 40 133
16 11 11
5 20 295
35 52 901
41 26 384
37 34 390
76 84 883
65 78 738
30 96 240
79 58 770
58 77 219
92 53 470
5 53 837
35 17 550
84 10 122
61 43 552
23 6 889
19 75 440
26 58 396
22 29 435
38 0 228
26 37 469
11 23 419
97 37 881
98 31 664
22 30 266
6 32 408
61 60 73
44 18 838
22 67 722
29 29 366
6 88 142
29 58 287
1 89 240
50 53 605
16 27 193
41 57 783
74 95 766
12 70 357
3 72 153
5 78 998
77 12 415
76 82 32
20 98 577
91 19 280
69 28 650
47 10 461
36 36 907
4 28 864
72 81 928
14 95 818
98 5 540
87 71 168
27 49 814
64 4 961
26 96 975
96 80 116
1 93 430
24 17 518
17 63 21
91 14 823
22 47 67
11 32 40
97 99 541
34 97 813
31 48 147
87 56 861
5 9 880
45 41 338
41 92 970
1 20 722
17 9 160
88 70 442
2 11 660
87 13 194
30 71 569
86 71 474
68 93 539
13 44 310
50 89 216
96 2 6
69 8 153
90 35 278
85 89 531
32 47 797
22 96 359
10 18 519
55 95 17
19 4 817
46 76 998
54 85 461
10 15 923
16 69 139
5 67 406
15 58 778
34 26 530
79 99 470
85 90 285
67 2 967
73 14 738
93 30 74
41 65 122
25 8 650
19 12 974
17 94 827
42 29 666
47 9 656
93 87 798
6 38 802
70 92 961
54 40 20
73 11 751
51 75 28
98 40 381
40 88 40
8 18 921
80 90 746
46 79 359
60 39 387
8 78 686
23 62 592
6 35 691
38 9 540
80 37 945
78 84 697
96 23 466
22 61 637
54 60 228
18 7 851
60 28 325
79 46 619
99 43 86
60 10 534
7 93 612
91 40 452
81 83 45
34 98 242
64 50 16
85 40 466
84 13 88
93 18 865
80 98 861
20 75 887
38 5 175
61 37 170
64 32 227
87 90 928
97 45 838
1 27 399
64 20 806
42 67 966
38 16 127
43 58 329
73 18 116
87 37 243
7 35 640
67 89 786
78 48 711
94 45 82
47 54 380
52 28 683
0 94 595
77 47 465
73 85 558
79 90 407
39 41 34
88 17 618
31 69 443
96 96 375
89 93 342
27 14 928
89 91 646
49 25 942
1 83 454
89 9 79
66 6 617
65 82 807
51 31 891
56 19 22
61 98 418
93 1 821
43 74 429
41 5 529
83 19 644
61 3 747
58 69 1
50 21 921
47 5 567
1 38 446
72 71 110
17 89 983
99 18 427
25 33 455
96 93 704
60 33 785
86 55 328
78 69 668
68 1 483
94 54 43
21 77 704
75 65 977
85 30 700
8 25 601
99 38 689
8 3 834
34 41 692
52 84 404
3 58 829
48 83 380
26 86 230
77 70 195
16 65 645
49 5 60
48 66 459
28 57 58
40 4 469
63 76 167
54 70 195
42 23 648
60 56 368
25 55 700
98 94 830
95 26 622
16 42 271
93 20 22
24 5 219
21 82 43
6 27 653
81 6 670
91 47 96
36 30 959
28 18 526
46 1 168
34 52 499
61 61 607
46 38 745
28 73 252
82 37 264
94 1 846
19 6 331
70 40 928
42 35 219
81 97 573
15 25 278
88 39 379
74 29 864
59 68 875
97 55 529
22 23 205
68 25 665
19 30 287
19 91 457
47 35 485
71 65 311
18 70 381
64 15 208
91 94 378
77 77 292
30 28 264
8 88 797
72 61 285
71 33 440
67 36 310
50 90 68
39 94 134
71 46 730
60 48 554
1 28 654
61 38 661
78 73 361
77 67 493
40 37 731
7 88 788
94 13 187
4 2 309
52 67 622
28 11 723
50 79 116
43 97 243
35 5 682
50 64 844
25 44 731
69 84 959
30 41 99
99 47 720
7 59 730
96 18 126
97 19 0
64 55 272
27 16 660
22 90 262
42 79 639
30 64 600
37 12 587
21 96 681
12 29 113
52 9 120
42 71 809
80 52 72
82 28 799
25 66 669
53 71 375
60 21 377
84 46 636
43 43 431
99 85 812
19 76 579
32 92 61
43 4 20
72 4 656
43 21 297
20 23 710
39 98 436
96 97 834
21 38 574
11 47 334
81 30 310
24 76 533
28 22 520
97 61 29
4 1 58
97 22 714
5 39 574
99 22 301
64 83 616
48 78 649
57 41 758
63 15 678
2 8 281
12 46 969
66 91 586
72 6 646
31 57 171
8 45 506
80 4 402
26 25 280
6 13 394
21 0 432
33 39 352
0 64 523
7 45 645
67 97 195
7 89 583
14 26 558
24 65 94
70 6 532
38 30 301
20 84 514
48 87 838
67 67 603
95 10 706
67 68 913
11 7 992
92 74 198
88 13 65
7 53 517
11 88 84
1 33 403
80 11 942
73 35 171
81 3 526
60 85 97
64 92 544
36 14 201
50 19 744
71 59 387
31 59 881
29 97 357
39 34 45
71 22 967
58 63 850
3 80 248
86 24 958
60 80 646
8 70 284
67 70 866
90 24 66
50 40 276
85 14 868
23 63 767
53 17 337
51 80 857
68 18 934
99 24 426
1 56 553
31 79 976
18 34 853
39 18 264
64 80 205
83 49 432
88 48 970
8 32 464
93 89 906
14 18 665
28 2 650
40 89 249
15 67 643
5 80 457
92 44 532
87 95 492
59 40 351
77 10 455
7 27 323
0 51 251
40 81 0
42 82 959
97 91 760
89 63 970
61 31 199
25 60 95
64 58 724
59 37 68
12 48 590
86 32 953
3 49 859
44 39 272
98 82 662
51 84 801
43 85 548
5 85 902
18 8 626
24 80 289
64 71 520
51 7 820
85 25 763
20 49 802
78 63 401
61 10 886
22 18 877
70 97 821
63 70 948
43 76 237
66 90 576
85 73 826
99 32 810
25 96 166
27 63 795
38 6 56
18 35 243
74 22 597
9 11 870
95 53 911
17 24 875
71 63 939
33 16 830
84 52 514
77 1 545
80 44 853
69 81 767
3 29 8
84 0 85
90 8 263
28 50 980
41 58 492
40 71 913
13 88 969
87 12 577
68 5 451
4 19 547
15 38 824
27 45 669
64 0 622
65 90 898
69 22 303
68 2 890
84 85 128
54 80 838
49 82 863
29 24 814
3 20 361
99 16 605
16 48 940
50 10 590
43 77 763
84 67 122
17 12 442
20 89 969
22 94 436
16 66 928
38 84 960
99 28 915
89 99 54
96 46 887
90 30 794
5 89 114
28 46 371
41 70 342
96 83 797
1 25 126
2 96 980
0 52 402
27 98 246
13 68 156
77 17 508
1 0 789
93 51 100
84 65 754
53 77 223
97 56 729
84 72 295
28 29 514
94 79 496
57 68 894
58 10 583
44 34 704
70 81 275
11 62 218
88 79 954
4 91 670
76 16 584
7 78 888
42 6 616
12 77 754
22 92 49
3 68 172
70 73 721
94 35 789
5 61 918
6 28 174
59 91 121
44 26 783
11 60 574
98 10 228
27 46 953
61 5 993
33 21 327
31 34 900
99 10 730
