100 2475
97 60 447
4 86 551
43 30 735
45 38 495
78 49 591
13 40 343
44 3 324
81 91 929
73 9 774
74 85 797
5 91 255
53 54 697
44 6 530
76 6 929
15 10 232
10 20 407
64 13 317
48 21 304
13 97 188
90 17 921
13 64 723
5 86 293
79 27 339
69 87 898
95 98 998
38 98 92
73 88 39
13 96 118
43 46 884
95 45 312
58 42 432
21 95 540
26 55 923
0 87 223
70 11 757
71 84 284
41 0 451
10 50 995
27 46 772
83 78 931
81 77 468
14 65 268
40 9 605
75 18 164
84 83 673
7 31 532
90 32 972
1 93 265
40 77 141
78 42 722
57 36 357
88 88 515
43 73 412
95 33 683
86 7 125
2 17 189
60 6 853
15 70 894
62 98 590
40 2 303
4 74 422
56 66 254
98 48 34
3 50 969
48 54 511
52 82 812
12 75 155
58 99 325
41 27 644
93 39 285
46 20 305
93 41 610
52 78 413
57 7 402
60 23 582
33 90 598
68 86 143
73 87 111
19 23 303
20 18 3
93 89 488
46 88 726
36 0 435
67 70 773
99 8 62
44 78 204
6 90 736
37 10 378
70 74 801
6 54 811
11 55 835
78 41 42
28 98 586
26 11 496
5 76 127
21 36 641
61 74 612
93 53 16
81 68 850
3 94 122
82 94 713
53 64 190
16 63 436
0 32 950
45 67 991
86 48 888
13 42 137
18 94 349
54 28 716
95 4 195
81 63 553
35 0 548
65 67 223
6 30 115
20 97 365
11 96 479
87 76 409
58 34 359
32 84 436
11 54 688
83 71 75
64 51 180
77 68 670
20 24 584
63 15 194
91 28 408
85 54 408
99 49 36
86 42 16
99 27 201
40 59 41
68 97 276
8 29 283
48 78 902
49 65 484
14 63 416
7 50 283
23 86 942
94 87 342
26 15 491
12 11 784
25 4 223
85 41 18
99 48 700
26 3 370
56 71 754
0 4 443
0 3 209
25 82 965
6 40 565
63 12 529
74 2 287
74 74 299
16 21 400
95 58 343
61 10 895
29 51 140
64 49 571
82 4 76
18 3 43
4 59 443
22 78 727
34 2 888
55 5 337
71 68 58
60 48 828
94 11 969
98 13 342
12 25 297
6 80 915
47 99 86
86 26 422
81 72 978
39 92 157
38 43 499
82 3 203
30 83 577
6 92 570
10 42 621
55 67 100
32 65 89
20 38 453
93 10 288
1 0 679
79 90 561
8 67 240
18 30 687
69 67 737
91 81 97
88 57 20
37 93 299
41 8 956
18 44 543
29 95 859
90 90 832
36 57 954
31 5 518
2 36 361
27 69 379
0 99 706
23 61 665
80 40 223
2 89 680
1 45 32
44 66 548
9 97 634
49 48 67
79 91 905
27 49 259
9 86 860
34 83 900
31 4 238
71 77 151
60 33 872
50 17 952
17 76 312
54 96 645
90 99 531
82 81 957
77 71 429
47 74 352
33 12 233
90 13 982
56 26 945
87 1 194
30 10 925
53 77 504
18 50 496
21 93 687
45 4 36
59 30 11
93 48 890
28 6 250
72 20 116
64 6 20
7 28 0
23 93 748
38 87 976
21 39 994
31 9 62
24 90 689
64 80 519
42 1 703
88 77 41
48 4 597
10 43 654
27 32 802
36 61 506
51 54 958
95 67 706
70 53 458
60 10 242
42 25 667
97 48 442
12 83 68
0 72 888
29 64 133
47 65 84
46 41 584
77 8 353
15 78 668
91 74 446
99 90 592
64 45 920
71 2 614
52 84 439
96 16 891
13 45 29
49 14 683
87 94 23
63 35 825
40 24 338
17 34 371
17 3 204
83 63 39
55 2 179
6 35 419
53 67 310
52 89 84
21 97 989
42 23 910
99 46 493
14 85 684
26 2 778
61 92 184
5 61 560
76 25 165
64 9 235
87 8 560
77 14 97
10 4 176
61 34 247
94 43 111
70 28 791
90 4 891
21 87 226
20 29 171
2 72 875
35 44 195
94 31 313
26 5 696
80 93 63
43 15 71
89 27 805
25 71 969
22 98 242
88 58 338
63 67 582
97 35 691
35 88 569
80 51 784
92 75 897
91 66 531
54 35 523
32 8 949
20 45 892
58 74 520
81 31 947
17 35 458
92 5 377
93 21 603
67 27 787
37 48 737
86 79 616
47 29 974
39 62 326
73 80 874
61 75 882
67 95 106
16 60 934
72 7 423
30 42 371
30 35 981
69 53 294
32 47 516
82 51 407
26 13 307
81 0 258
38 21 314
80 46 968
45 83 492
90 98 142
4 80 622
22 70 6
86 47 550
28 5 956
17 82 453
89 67 232
35 29 907
73 75 714
72 38 562
17 53 345
35 59 318
39 65 579
30 40 74
73 54 694
68 41 530
50 5 219
52 62 783
31 13 367
65 45 459
96 46 960
45 51 716
73 42 211
81 19 808
2 53 671
30 18 145
44 57 496
23 47 673
3 30 476
32 88 103
79 24 619
18 45 749
87 13 654
43 88 356
2 41 732
71 28 390
96 64 322
52 66 978
53 83 166
26 50 121
25 85 654
76 72 365
54 75 581
61 22 456
27 3 728
77 3 348
46 42 968
95 64 58
83 19 855
2 47 594
67 20 568
84 38 501
26 47 130
42 67 804
40 93 865
3 46 691
18 1 128
75 7 981
86 13 833
8 80 514
79 68 415
80 3 727
67 59 998
88 91 167
85 24 481
22 39 180
77 4 900
51 43 869
15 74 210
30 75 734
32 66 622
49 13 482
76 89 774
94 97 492
43 33 396
43 16 930
44 44 323
84 79 142
95 57 486
39 7 456
14 19 298
91 69 249
89 35 479
57 33 898
68 37 988
1 14 302
90 64 157
64 29 756
55 8 514
96 24 16
5 90 816
30 92 207
44 4 732
42 12 260
88 12 665
3 58 530
10 84 213
92 12 558
77 1 740
16 79 33
17 6 583
66 20 745
19 39 88
86 28 621
59 4 67
62 73 302
72 35 510
41 62 813
46 62 51
0 24 624
86 11 784
15 11 394
78 67 899
25 16 966
74 71 35
5 63 776
61 52 141
3 88 715
80 32 167
4 73 907
11 99 892
28 56 210
83 96 254
95 93 824
77 50 146
31 53 430
91 30 436
84 61 166
8 69 893
74 99 688
88 41 358
20 77 323
14 34 695
82 56 689
5 78 4
67 93 715
