100 2475
78 97 787
25 49 794
14 33 465
72 23 26
41 9 356
67 34 894
2 67 52
83 38 476
89 81 684
6 21 80
84 88 827
9 45 150
41 12 774
37 34 751
34 70 449
70 72 269
77 77 158
17 71 34
43 15 908
73 16 108
80 4 616
34 30 544
56 29 923
66 46 902
19 16 92
16 7 688
5 39 283
78 67 610
74 8 329
15 90 557
88 27 58
94 23 775
93 94 314
4 28 546
81 34 459
75 84 737
38 76 454
38 34 643
72 44 738
84 76 61
38 83 428
57 38 542
48 93 354
49 4 145
49 99 78
49 2 247
36 37 413
51 75 480
43 35 445
85 21 99
34 84 635
33 63 660
4 52 397
33 37 567
22 52 358
70 66 27
75 46 113
65 10 353
61 86 388
32 17 815
34 52 682
95 64 694
75 50 134
16 93 872
23 88 435
84 40 718
47 65 504
49 24 804
95 67 481
6 81 437
28 6 970
58 97 41
87 81 425
29 36 451
34 26 686
47 92 674
3 44 937
67 13 181
14 54 178
32 59 584
8 7 811
29 80 637
63 72 256
69 56 75
52 97 574
20 89 679
51 18 268
24 4 609
52 4 295
99 59 412
21 6 286
76 21 341
72 16 256
70 55 28
3 86 15
97 55 330
37 45 680
71 52 607
97 73 128
4 86 826
4 15 251
55 36 653
59 88 465
69 99 986
1 71 706
68 75 158
37 33 672
31 14 320
56 50 917
25 67 852
93 17 802
72 94 927
24 66 751
89 80 783
18 0 669
13 18 41
28 90 499
32 80 520
90 38 703
39 59 958
50 62 790
48 38 746
92 82 649
78 46 172
68 44 468
8 82 269
71 12 399
29 60 159
73 42 47
74 34 725
54 93 364
36 35 810
81 51 508
13 45 266
9 4 297
86 41 719
21 56 616
48 37 536
79 61 430
78 42 770
82 47 515
33 3 386
13 61 620
67 19 644
87 41 75
1 59 658
50 82 506
53 89 118
60 23 844
22 8 867
72 36 758
67 35 412
45 39 597
30 64 682
46 18 45
63 17 700
58 61 662
93 41 962
92 75 870
81 39 854
81 10 385
89 18 799
68 51 211
23 33 942
65 85 926
20 5 85
29 65 657
44 72 855
89 36 275
38 10 601
84 14 586
55 91 122
14 49 459
12 76 743
61 97 929
17 70 591
97 16 669
61 96 293
12 48 901
98 16 811
99 97 280
84 28 560
76 71 953
65 64 634
53 9 494
62 55 229
93 23 851
38 66 261
6 11 646
84 22 18
61 0 362
84 17 703
15 37 85
43 51 238
59 33 941
35 56 741
23 13 639
23 12 213
91 12 858
15 28 500
95 66 883
2 1 888
41 0 196
78 27 879
76 2 868
94 22 252
9 82 304
95 48 720
98 51 430
29 49 777
55 75 728
75 7 726
88 70 105
22 28 270
31 31 393
56 64 703
98 87 567
23 27 147
67 15 642
95 82 528
65 53 619
54 1 414
27 22 165
47 62 482
73 12 853
62 65 433
76 99 795
23 98 671
4 66 945
87 43 123
85 42 331
76 6 317
98 95 415
63 56 614
70 23 890
19 81 185
17 35 24
90 94 73
42 5 513
36 26 935
6 89 102
20 95 806
27 16 362
97 58 416
92 62 613
58 41 734
81 7 837
68 78 565
44 37 217
51 28 107
40 73 266
87 87 347
9 30 479
19 82 725
81 87 455
73 0 527
90 95 935
92 84 993
2 62 516
32 85 836
89 60 530
20 19 887
76 86 92
73 84 226
65 84 696
11 29 210
90 11 966
3 48 360
75 27 437
58 60 661
64 61 908
53 69 236
77 11 437
19 23 595
14 56 916
98 93 770
36 42 957
18 7 591
53 42 629
65 55 419
95 65 155
48 35 69
49 23 772
45 65 976
39 66 816
7 69 824
68 22 758
42 28 199
9 8 661
14 8 973
55 42 816
17 34 748
46 42 315
38 97 640
51 83 581
57 77 939
38 49 791
92 63 557
90 16 528
41 97 292
11 49 12
28 21 840
58 13 194
89 70 575
43 63 571
34 69 577
94 60 237
