100 2475
45 54 486
42 89 519
35 13 324
90 11 927
70 9 459
26 71 952
9 46 938
79 45 969
27 15 117
89 59 747
22 50 586
10 50 102
32 51 161
77 36 44
86 57 411
92 43 86
12 26 835
27 49 134
98 37 540
50 68 725
8 15 764
37 54 62
31 38 811
20 69 402
20 31 737
52 83 909
21 26 132
26 42 469
73 34 702
38 64 337
10 43 195
62 48 464
55 38 931
84 81 950
15 21 757
33 45 697
12 6 573
39 73 328
10 13 954
64 58 7
33 12 151
75 16 180
78 50 527
77 29 634
80 14 994
52 12 824
23 17 308
73 53 88
6 75 626
35 37 823
70 6 465
0 34 932
22 8 171
0 55 944
45 42 45
52 96 553
46 78 348
10 83 913
70 95 25
98 61 31
93 16 713
39 61 240
85 88 914
86 36 597
30 47 359
62 18 282
97 28 182
45 43 384
71 99 627
5 16 951
99 29 784
32 10 577
13 27 988
32 60 333
86 58 911
95 5 773
99 65 250
94 74 67
86 77 67
11 45 377
12 62 558
21 77 537
5 94 697
40 77 732
21 92 275
0 38 174
42 50 537
14 52 641
94 77 580
75 94 241
88 23 981
30 94 284
53 88 576
24 89 235
17 64 332
55 5 725
93 4 123
57 14 892
6 80 551
86 6 18
80 84 654
6 49 709
67 77 580
75 39 729
19 92 730
23 76 733
71 78 257
25 58 94
45 34 960
76 0 912
63 90 354
5 10 873
98 70 676
19 5 220
50 78 750
53 15 203
73 61 995
63 47 93
63 68 118
75 46 882
13 77 850
15 88 140
2 71 695
16 28 235
59 98 289
65 66 835
28 24 946
33 71 623
60 38 967
65 74 987
50 98 705
93 39 729
73 45 463
80 49 169
39 99 925
35 93 686
59 69 874
93 63 45
4 1 437
63 44 733
10 87 934
2 6 709
5 39 264
43 87 904
92 12 423
14 38 881
74 65 255
55 86 683
22 82 333
43 24 568
84 29 660
21 88 205
37 98 502
14 29 154
96 42 751
22 24 612
61 58 237
94 28 999
68 15 291
62 78 941
39 48 562
57 5 608
16 74 835
1 10 827
32 69 475
64 63 651
3 76 443
82 90 776
2 19 612
30 11 461
10 58 979
7 80 82
30 24 522
99 25 562
33 67 238
34 46 974
46 54 470
2 75 592
53 14 732
71 19 531
16 67 63
56 63 68
40 34 4
99 64 640
95 81 576
99 13 197
32 56 318
83 6 471
45 44 276
71 84 671
89 45 103
80 16 734
90 18 278
19 36 394
9 76 254
82 50 722
43 16 589
54 47 388
82 66 726
31 53 502
34 77 599
66 23 540
57 90 996
95 0 789
81 96 158
29 97 720
62 91 611
37 60 692
36 78 880
55 42 24
50 56 518
24 92 899
11 58 274
48 67 892
40 63 261
98 29 628
75 43 39
7 81 706
56 59 219
4 69 588
77 27 877
51 41 709
8 39 391
74 10 698
37 97 409
45 83 818
48 91 625
81 43 309
0 64 316
9 67 900
28 25 871
55 98 10
40 56 349
45 18 210
0 66 719
34 66 294
79 94 48
42 13 183
77 89 759
1 37 72
62 17 414
25 55 450
77 58 372
74 8 426
39 71 366
58 90 942
52 64 743
4 12 554
86 70 789
22 30 796
28 84 862
91 75 67
92 87 290
19 29 487
9 78 130
17 71 705
24 31 412
44 23 416
38 68 732
77 5 740
70 85 711
83 81 314
