100 2475
12 52 90
3 83 52
7 55 148
44 98 799
93 36 601
56 12 967
23 9 747
15 44 560
63 84 319
90 99 703
24 25 791
55 31 893
75 27 275
60 20 52
85 54 869
60 28 624
65 45 983
43 2 138
52 62 530
40 60 890
42 2 536
62 55 808
51 25 63
50 63 678
32 37 846
99 57 903
26 66 803
69 56 892
93 12 811
31 73 296
23 52 536
19 24 474
53 10 249
65 36 795
30 5 752
74 89 864
55 93 839
79 16 309
47 68 472
53 58 490
18 16 227
22 70 81
41 73 853
94 58 499
63 40 702
0 15 554
29 19 990
39 5 543
6 64 636
96 23 183
59 21 426
59 75 729
94 33 978
77 31 400
91 30 571
63 28 806
45 39 684
70 6 943
7 7 218
93 10 642
39 50 967
17 0 946
80 53 205
46 77 153
61 32 725
22 66 271
35 41 878
99 62 712
70 26 31
41 49 497
18 83 172
2 81 60
18 62 743
3 55 746
62 50 583
46 54 58
26 92 477
86 83 593
22 78 224
33 39 449
67 98 337
91 6 701
40 75 856
76 51 884
46 30 626
48 81 369
35 29 18
15 88 940
79 33 406
94 32 699
1 89 609
26 76 301
9 82 124
12 66 551
23 42 646
12 25 423
77 23 782
65 9 41
98 64 781
23 94 960
93 44 193
83 35 234
63 59 951
23 57 111
4 19 409
96 39 58
83 7 717
55 13 995
48 26 608
12 57 71
76 25 563
56 36 621
76 29 336
60 75 956
71 53 691
4 13 155
62 24 905
51 72 549
29 60 475
31 70 990
71 61 156
94 2 921
15 99 872
36 72 398
9 16 848
96 31 529
62 54 44
47 46 323
13 54 188
66 37 0
23 13 950
61 15 519
1 52 462
84 13 714
88 90 153
8 43 162
80 16 739
85 72 857
23 29 687
12 59 102
92 83 992
12 97 686
43 57 311
86 87 788
24 94 152
55 9 548
48 8 732
27 34 333
27 35 430
96 65 795
98 80 863
67 11 85
24 10 348
50 52 3
81 26 439
67 51 756
95 87 597
22 36 854
22 77 55
9 60 270
71 69 912
57 96 755
34 94 265
6 36 902
50 57 94
88 27 456
72 98 738
9 25 182
49 32 284
42 48 855
96 5 549
14 49 770
75 36 876
54 15 924
47 24 315
93 3 893
32 86 737
49 68 254
59 16 475
80 41 651
37 90 865
65 68 987
11 40 414
71 1 336
43 62 368
59 70 440
55 28 830
6 18 800
8 91 178
41 82 992
64 60 487
80 62 968
62 85 425
87 20 252
84 43 534
62 43 220
43 12 999
80 42 468
99 37 209
38 54 123
44 5 261
92 98 637
69 37 359
9 54 455
92 95 164
40 44 995
88 12 505
10 84 865
91 77 84
65 7 24
48 10 40
5 54 100
71 89 299
45 7 29
3 95 136
55 18 536
59 79 336
3 5 208
85 1 796
23 73 785
68 94 288
9 47 198
59 83 620
76 4 568
56 60 471
88 42 610
75 13 261
81 12 650
68 20 371
46 48 782
94 14 847
70 59 384
68 50 461
10 80 961
34 89 796
53 52 214
56 66 809
16 60 666
6 19 583
32 23 543
90 0 152
84 17 147
20 53 314
92 86 41
58 32 867
89 62 849
85 4 348
22 48 924
9 93 642
57 16 850
7 64 251
28 29 800
78 15 974
87 51 520
14 75 350
7 32 367
58 85 763
50 32 893
76 80 645
55 76 968
30 73 129
9 7 222
23 96 244
43 68 117
54 71 340
96 64 996
8 65 5
45 55 935
95 31 722
89 71 265
49 8 334
49 81 520
48 72 405
68 2 624
33 77 42
6 16 897
10 44 665
19 54 399
15 84 916
9 59 261
25 58 880
74 45 856
85 68 801
14 23 533
91 51 404
37 31 726
51 31 580
39 85 716
3 48 980
47 8 733
40 13 47
55 95 781
13 57 705
94 70 636
95 10 72
87 63 851
33 49 395
99 67 783
29 56 522
35 61 569
84 55 327
76 57 303
37 79 549
75 34 68
18 82 44
35 79 789
37 65 433
59 54 461
86 3 70
2 24 887
84 98 318
76 36 450
70 5 145
32 61 353
35 38 446
81 29 503
75 0 866
26 14 143
25 97 295
42 36 112
96 67 610
6 34 706
13 88 219
2 18 762
52 99 956
63 7 361
22 18 779
27 30 170
38 13 625
90 19 768
30 97 883
9 50 205
84 25 241
60 69 390
98 67 406
59 50 210
52 70 4
25 79 460
6 73 853
75 75 588
26 25 113
95 41 81
28 57 739
47 18 148
77 57 574
62 5 877
2 44 420
8 85 294
12 51 1
19 13 893
4 24 23
70 21 802
36 13 806
8 67 28
65 0 913
88 84 718
96 15 857
51 60 291
61 66 892
50 95 801
64 98 462
89 70 809
31 30 711
40 84 227
2 8 431
93 40 157
5 8 551
73 94 883
33 20 493
92 84 251
74 2 366
53 50 968
59 82 714
4 83 238
86 50 747
6 55 227
73 68 734
13 63 68
52 59 346
89 93 860
37 63 336
26 12 816
91 36 604
79 7 715
24 91 759
87 57 323
54 40 273
89 75 754
12 55 969
90 48 579
38 37 716
42 92 225
40 11 914
77 1 633
13 96 632
40 33 850
63 41 217
35 35 189
64 47 249
85 67 6
45 67 920
50 89 260
59 7 734
74 48 654
89 73 610
28 26 404
44 9 453
32 66 470
23 56 697
87 60 511
42 17 543
58 91 214
96 27 751
54 93 78
36 36 189
87 99 227
91 91 165
66 56 855
34 77 370
21 57 805
13 4 506
21 29 169
58 88 635
41 52 834
30 72 886
81 48 143
42 24 660
1 9 658
38 39 40
11 49 164
61 26 772
27 39 484
70 15 963
26 16 686
11 51 339
94 15 232
71 60 192
43 8 420
57 1 979
34 99 950
18 85 807
75 67 428
53 44 492
96 34 975
54 28 15
80 18 336
58 9 708
69 77 1
70 51 152
46 89 296
12 19 974
16 24 176
31 2 38
51 38 494
98 17 345
57 66 539
25 21 857
49 42 885
48 93 276
26 60 300
84 48 458
52 34 19
18 73 240
86 88 132
21 20 41
5 43 136
33 83 799
49 1 190
46 57 972
26 52 79
21 37 291
49 56 114
87 8 145
86 81 452
91 33 137
31 52 820
22 63 479
86 44 38
54 21 167
64 30 78
25 96 425
93 55 423
51 32 11
45 35 3
77 77 717
24 30 544
41 65 550
88 76 164
18 79 508
86 31 810
45 16 120
64 80 256
36 74 922
23 49 714
69 11 549
51 9 519
81 64 303
90 22 396
17 65 656
19 89 311
97 32 46
88 94 35
77 38 670
70 42 163
21 15 222
14 31 320
86 41 814
31 94 800
64 3 151
58 29 656
22 47 887
73 96 481
51 35 119
82 47 722
77 16 106
97 1 717
79 73 117
89 72 337
78 16 801
26 42 286
0 46 253
79 37 510
43 79 224
7 80 373
15 60 461
26 46 930
85 49 906
70 13 660
24 36 407
37 25 585
14 55 78
96 71 212
97 59 399
13 42 666
99 5 404
92 63 48
78 4 895
42 41 710
57 39 554
79 23 25
58 28 624
48 89 151
75 14 964
56 54 987
76 99 107
49 63 786
69 52 43
0 44 118
83 28 400
97 47 376
43 23 196
97 56 161
96 63 550
4 42 449
40 54 619
27 81 28
89 8 997
3 29 209
13 5 833
51 74 20
98 23 976
55 36 303
70 88 235
15 73 109
61 96 134
86 69 139
8 48 629
70 60 98
79 79 682
6 96 943
79 25 855
69 7 439
94 6 377
82 82 41
61 79 574
37 54 283
94 23 300
11 87 384
31 83 69
66 42 840
78 73 614
68 5 956
7 41 373
51 40 260
29 15 287
21 23 267
58 6 730
40 88 732
41 21 569
62 14 816
7 12 624
30 86 47
44 86 138
6 17 718
80 31 686
25 28 49
27 69 708
30 60 877
64 44 24
15 83 928
50 25 609
27 48 212
90 2 67
39 45 588
48 28 242
86 7 872
37 24 668
99 21 42
99 27 810
43 45 923
91 79 826
46 96 112
43 32 621
27 40 399
