100 2475
85 39 212
97 10 772
60 81 201
11 58 241
22 65 379
75 31 994
96 23 580
49 32 596
56 12 576
69 3 920
48 5 662
87 86 876
52 78 152
95 97 114
54 84 856
86 34 389
28 12 209
61 10 360
99 62 141
54 86 561
56 61 883
77 41 914
44 49 318
81 24 737
96 2 105
63 5 618
31 26 830
14 69 135
55 55 969
61 95 403
91 5 952
21 0 265
35 38 858
49 64 984
32 80 743
62 11 376
53 38 142
44 91 327
41 24 271
30 63 353
23 35 535
38 20 88
67 74 794
17 46 59
75 36 846
42 44 832
39 75 580
6 64 890
62 26 729
34 85 938
78 9 882
7 83 562
22 50 348
91 29 360
11 57 280
85 72 664
36 30 859
93 16 461
25 91 706
87 0 581
66 76 310
11 50 271
31 61 181
48 15 308
48 38 646
73 34 195
36 7 126
11 87 229
64 48 319
26 61 704
59 40 834
46 95 579
31 70 374
63 4 480
79 36 776
51 85 643
80 66 724
88 91 316
7 94 276
14 87 189
56 16 787
98 99 655
32 71 924
62 77 503
88 69 288
21 4 101
59 43 703
98 37 959
94 44 777
8 8 437
17 78 364
47 86 672
15 17 448
70 89 397
97 62 25
72 93 697
56 97 240
23 88 164
96 92 845
89 93 3
15 99 768
7 59 53
86 66 192
4 30 9
0 47 957
13 31 818
57 18 81
8 44 300
60 55 940
63 34 630
25 58 631
71 41 742
72 18 639
61 15 847
43 3 835
82 25 254
2 61 879
0 29 299
11 26 309
91 48 382
77 94 699
16 96 618
59 92 37
63 76 65
71 23 543
68 44 692
30 12 357
24 91 224
27 86 25
29 34 732
23 52 613
25 13 935
47 51 215
32 83 997
2 15 559
61 41 963
22 9 172
33 50 292
36 68 860
69 66 438
90 57 588
89 49 301
71 34 165
49 88 750
85 43 102
3 84 90
26 97 470
60 77 354
69 74 169
18 28 504
40 40 343
42 10 813
57 19 561
29 71 924
2 49 101
66 48 224
85 13 324
87 73 462
13 61 344
53 15 106
2 81 175
25 56 748
31 31 126
47 53 699
23 74 566
6 57 553
99 14 751
24 55 881
58 68 163
5 54 479
82 76 250
17 4 506
66 54 870
81 50 947
3 19 767
71 84 139
0 35 478
84 6 271
88 31 830
27 18 912
44 32 150
88 26 965
59 63 424
16 61 253
14 12 483
35 48 50
24 30 683
89 66 275
98 41 461
37 46 473
12 91 59
55 82 142
20 11 427
57 59 905
90 24 223
82 73 6
27 21 596
87 62 665
80 42 417
14 26 92
35 20 98
55 56 731
49 0 602
65 29 919
41 70 393
6 5 182
22 22 389
74 8 656
27 87 96
32 74 359
30 99 666
40 10 242
4 74 687
19 35 858
25 11 998
92 20 357
97 67 450
62 30 469
27 35 592
60 67 388
36 61 499
49 47 654
33 61 102
9 56 21
93 0 238
7 5 446
