100 2475
32 9 984
24 80 971
91 97 731
84 34 767
11 72 117
77 97 213
99 4 822
93 57 371
22 85 819
3 74 814
25 1 320
40 74 327
91 68 271
46 28 12
20 56 427
63 90 850
30 30 908
19 65 193
22 33 865
59 24 613
33 4 281
21 1 13
84 70 420
80 69 5
86 10 725
95 30 731
74 63 387
40 54 79
11 60 969
85 54 322
94 81 847
38 15 867
88 56 558
99 56 254
83 27 775
62 72 811
49 27 73
3 75 167
49 29 679
12 25 981
6 86 332
33 11 706
15 11 864
82 75 310
63 67 542
33 15 558
20 17 675
21 5 138
3 0 532
64 5 457
37 29 159
72 97 185
45 14 473
72 6 268
78 46 798
36 11 819
65 81 692
92 50 108
44 38 338
98 52 263
92 31 833
2 46 898
15 81 269
70 51 512
13 38 811
48 16 685
16 73 465
91 85 337
46 49 583
56 66 981
97 27 412
56 25 418
63 41 260
93 81 243
99 85 383
46 53 538
57 96 897
54 97 631
20 90 897
14 39 959
22 44 167
96 6 649
25 25 127
84 53 739
76 21 872
22 57 747
50 16 543
24 87 377
48 69 975
95 21 679
17 18 37
85 35 120
73 6 242
65 48 717
3 31 988
93 90 734
0 81 485
40 99 223
34 7 289
96 77 65
89 26 49
6 49 344
42 66 380
47 27 634
19 39 676
5 1 345
98 56 280
95 52 314
24 6 9
80 63 582
87 70 308
48 66 713
76 99 403
86 9 376
38 5 506
24 35 587
66 46 382
4 47 516
63 18 151
97 35 253
11 42 110
50 11 395
68 25 212
14 25 233
75 32 756
57 80 50
43 94 205
26 39 174
2 90 557
19 33 893
60 18 463
4 26 203
40 80 877
79 47 231
18 90 447
95 19 293
63 60 116
69 30 533
11 94 840
93 89 966
88 35 863
76 64 908
90 81 92
22 79 976
11 22 529
19 31 79
7 26 919
86 59 602
64 84 987
42 47 852
18 53 855
22 97 897
83 35 865
15 59 345
57 0 480
68 52 906
26 62 782
91 87 691
55 26 623
37 30 342
89 46 627
41 11 782
38 1 484
80 64 751
66 61 324
99 77 995
18 26 213
31 0 395
3 69 43
35 84 159
23 23 241
76 90 78
80 11 753
2 44 88
32 24 706
13 30 964
97 15 529
23 8 797
53 43 38
69 18 910
56 55 678
92 4 790
43 36 854
91 76 395
18 6 632
24 58 912
94 19 40
35 59 771
31 94 738
7 0 805
54 31 682
51 68 392
63 44 527
73 10 115
61 28 504
22 5 502
43 34 422
84 9 276
76 76 15
72 46 116
40 75 83
93 50 174
66 4 242
85 71 794
10 58 983
10 85 819
46 39 573
23 86 301
24 56 779
38 38 867
40 23 727
74 59 664
71 58 528
1 45 503
33 31 621
13 79 245
29 63 34
57 82 313
0 23 212
71 22 948
32 46 118
73 51 82
24 15 791
47 11 651
78 84 481
28 5 644
1 87 25
36 86 966
51 38 514
80 90 625
84 96 692
84 52 40
96 18 554
13 26 827
55 62 955
59 90 746
21 89 475
52 76 13
95 63 853
71 17 483
14 22 118
84 36 528
83 81 667
75 1 809
14 87 921
15 15 690
84 33 363
19 36 350
53 13 88
76 78 132
50 29 436
5 6 349
79 2 731
52 93 890
15 12 629
85 84 318
80 4 176
30 49 24
13 14 209
94 18 985
82 52 26
97 1 579
38 51 53
61 2 855
20 15 937
41 0 733
54 11 685
79 92 358
69 21 155
35 10 493
48 2 746
65 69 950
74 56 316
89 34 549
10 34 657
79 89 543
59 20 785
36 56 725
57 8 256
21 71 253
48 22 738
48 89 16
30 59 41
32 55 910
62 16 393
70 42 349
4 13 612
85 86 539
40 86 693
83 93 672
2 17 799
6 24 885
32 84 620
33 19 353
96 67 945
11 78 962
85 21 176
70 78 341
76 27 247
23 52 543
82 99 801
69 37 371
33 59 885
98 88 478
67 91 299
60 97 66
2 19 921
30 11 92
60 68 592
65 26 968
76 52 516
92 34 140
0 29 160
88 3 445
44 97 474
85 82 824
15 7 535
77 32 490
10 32 660
48 48 25
18 69 808
31 89 907
23 5 124
86 30 788
73 22 113
89 24 684
85 90 648
61 88 95
18 57 375
71 60 698
49 38 417
45 60 307
29 26 195
16 44 672
45 34 941
17 28 556
51 32 692
50 41 510
87 18 964
77 3 470
72 63 893
30 52 692
0 50 560
19 12 602
47 8 154
57 61 501
13 56 232
66 33 305
8 48 599
90 83 329
39 24 894
65 13 736
98 37 993
66 50 346
77 40 702
82 6 836
49 58 25
88 11 219
95 70 714
27 21 935
74 89 798
94 46 149
16 13 20
65 97 611
84 88 201
41 79 636
80 18 787
54 61 542
41 8 278
91 50 449
8 63 481
71 40 183
94 56 786
54 2 689
54 41 75
78 41 871
91 5 215
91 10 93
5 9 770
50 45 131
23 14 103
17 67 99
39 56 705
13 67 432
55 79 112
59 93 205
16 37 872
80 8 431
80 72 492
52 45 55
83 8 200
45 33 803
63 53 172
29 90 638
6 64 71
74 34 208
32 76 997
63 9 719
0 43 566
62 58 902
37 46 539
59 52 749
26 22 752
64 67 293
0 92 141
55 77 430
25 98 949
29 30 587
87 57 769
74 3 968
71 3 592
10 81 796
47 1 880
61 25 248
87 78 990
19 69 353
92 86 260
23 16 763
75 82 855
2 13 764
59 13 193
95 65 808
4 3 897
4 50 657
20 10 386
85 37 244
59 81 866
32 98 408
97 46 301
72 51 823
62 60 158
12 76 346
3 78 649
37 16 871
80 86 410
16 45 354
69 80 447
11 46 836
70 20 111
89 59 30
47 94 934
33 55 700
75 79 626
92 59 357
4 88 538
88 46 135
23 93 379
31 16 75
62 63 927
18 46 436
34 23 461
75 17 50
84 4 354
26 78 5
46 66 333
43 0 99
68 23 24
42 85 808
66 34 894
3 84 13
76 36 379
42 45 607
93 96 179
32 47 388
23 19 177
95 91 650
31 9 741
52 84 477
89 80 431
63 28 578
77 84 456
25 19 656
74 51 991
5 50 465
71 48 617
79 98 895
66 72 997
24 92 641
90 45 474
21 41 118
46 97 527
16 49 169
94 42 921
60 36 995
65 65 509
17 59 158
31 4 5
58 47 136
93 44 62
96 84 537
99 30 457
87 75 77
7 97 805
18 94 637
83 80 750
99 96 483
42 52 387
39 42 444
14 81 620
4 2 30
20 49 671
79 4 777
97 16 616
26 1 794
30 61 147
11 97 272
84 93 196
23 25 745
73 39 256
90 93 93
61 40 379
42 7 874
16 74 405
65 67 42
35 66 51
88 29 630
16 26 507
68 14 229
77 29 448
97 88 415
98 35 708
18 85 8
15 77 750
21 70 986
72 69 468
32 15 465
88 86 726
12 97 494
90 46 471
26 23 749
22 68 804
70 37 405
98 55 285
90 55 465
83 95 728
98 53 642
2 14 76
41 78 193
65 89 883
76 87 266
9 73 93
38 18 268
7 98 701
37 26 144
32 59 136
92 89 430
20 80 20
95 50 475
91 82 971
7 12 391
0 40 166
93 5 762
47 89 329
94 80 324
86 78 850
13 51 611
53 57 567
84 58 861
97 58 699
23 85 159
24 65 85
88 2 358
23 96 639
20 88 250
