100 2475
12 3 591
76 70 712
65 97 531
54 4 656
41 12 94
19 19 680
92 41 255
28 56 221
31 75 746
77 75 699
51 47 855
65 56 243
29 85 72
1 35 535
72 63 140
8 68 597
22 10 198
55 17 464
63 29 445
13 70 114
61 7 617
72 36 414
77 59 662
48 18 129
19 76 229
76 11 726
68 66 416
67 75 391
9 69 344
93 94 31
50 71 628
79 13 232
2 56 528
1 43 792
13 79 321
15 19 76
53 19 246
21 63 703
67 81 281
56 84 707
82 89 522
31 39 268
25 30 654
3 41 548
45 63 488
74 80 967
25 43 658
40 23 434
36 45 410
61 82 423
96 43 759
10 26 760
21 77 464
46 90 596
33 48 131
76 23 470
3 20 997
15 7 247
8 25 528
47 36 163
19 88 476
53 33 480
58 35 650
0 75 324
81 7 306
96 46 919
69 89 809
83 38 254
44 41 821
23 21 687
6 33 850
8 58 633
17 61 445
6 61 383
70 70 225
43 72 605
91 99 897
92 73 378
98 67 881
87 36 544
23 35 413
57 36 73
49 1 767
91 34 152
57 50 945
79 45 599
39 55 475
75 59 517
0 37 85
55 51 221
31 64 576
52 54 27
30 1 580
52 70 7
53 74 501
54 36 46
75 77 519
99 96 702
85 20 500
19 87 806
90 22 722
90 36 695
40 35 155
1 48 805
40 52 52
81 42 531
65 57 64
99 57 694
17 71 394
5 46 808
9 46 242
0 57 32
68 9 109
55 29 975
15 10 613
15 15 266
28 59 773
68 22 95
62 28 326
23 31 936
96 6 797
32 17 401
73 24 312
82 44 79
33 90 641
84 33 181
4 73 133
4 59 205
26 3 453
92 31 813
63 60 481
50 92 68
3 38 167
44 92 776
34 38 194
6 81 673
19 8 111
13 63 33
35 75 252
21 57 423
56 97 853
59 45 280
45 78 212
83 79 176
12 23 171
45 32 217
70 12 98
15 85 102
34 11 668
37 10 971
63 91 517
83 76 727
64 93 61
58 27 139
48 86 145
69 62 903
26 27 419
46 60 177
14 0 235
95 34 785
72 13 93
40 82 59
53 28 960
44 87 937
8 8 683
9 59 193
19 28 706
43 88 323
7 35 13
74 82 505
19 6 756
96 83 888
8 0 456
27 34 963
56 45 463
93 98 898
54 54 895
30 23 22
5 71 606
21 60 685
87 16 430
38 34 99
41 51 150
4 68 64
8 31 36
92 11 850
59 80 602
90 5 875
84 67 290
90 38 228
48 75 998
29 32 875
7 12 582
47 66 313
87 61 265
33 69 563
63 24 805
99 35 891
57 45 624
25 26 253
14 90 384
8 74 929
78 12 896
