100 2475
90 85 625
64 95 363
48 90 780
53 3 186
29 80 758
98 53 274
11 62 193
1 74 325
40 89 912
12 20 747
99 12 502
40 39 945
85 37 621
59 66 635
43 46 572
95 69 2
46 18 534
82 9 103
73 35 739
79 88 754
66 53 308
0 79 710
32 55 769
18 57 266
91 94 51
97 16 460
51 19 421
19 79 552
12 5 375
32 65 889
31 44 852
72 4 353
33 15 853
69 14 83
70 46 418
94 14 904
68 94 789
40 38 304
81 51 245
19 62 687
22 28 95
57 44 616
75 29 654
46 65 917
22 96 714
2 14 2
95 29 697
43 13 65
32 67 716
29 29 150
56 96 695
41 63 389
77 3 935
71 34 306
95 32 889
62 94 862
97 52 968
44 30 89
93 51 359
81 16 379
18 5 453
13 99 952
77 80 969
85 66 643
76 30 695
7 31 266
79 62 894
36 79 83
37 68 109
90 96 102
15 82 891
62 66 631
11 96 356
9 53 686
93 32 845
28 95 673
23 88 516
47 21 443
18 15 762
48 31 976
15 63 587
69 75 759
78 2 196
78 81 682
86 48 951
53 12 467
50 94 447
52 24 108
55 40 791
44 89 393
81 53 821
82 71 873
68 90 27
59 1 612
90 35 576
96 95 273
5 1 589
16 18 495
12 82 423
57 29 659
57 89 616
19 73 275
2 70 99
19 82 470
47 26 63
33 3 556
85 78 572
3 9 483
28 67 24
4 19 213
23 83 31
59 76 551
15 11 243
24 49 202
60 96 443
41 34 503
74 64 29
26 22 215
94 2 588
18 55 516
92 18 465
59 78 815
46 30 206
68 62 698
47 51 633
70 73 622
69 33 422
73 68 803
11 43 752
94 20 803
73 29 189
84 82 440
42 20 828
10 6 263
41 24 726
88 23 74
78 14 202
21 34 739
81 55 66
42 51 565
33 88 545
99 42 97
34 75 585
27 13 94
61 90 323
68 93 737
85 32 603
3 84 366
83 34 305
78 25 406
35 22 111
24 47 319
8 43 710
78 9 777
84 44 811
34 53 854
29 36 735
94 35 870
67 8 685
14 0 353
26 97 712
34 60 133
62 29 881
62 0 642
94 3 962
92 20 340
