100 2475
1 41 670
56 28 396
34 68 933
23 61 437
17 84 99
32 96 334
10 33 440
82 40 184
78 8 279
75 48 905
76 40 507
89 8 471
60 47 433
25 34 576
55 44 533
7 93 941
63 78 944
3 66 830
92 5 717
60 94 35
33 17 106
7 3 771
65 51 985
68 89 298
59 35 721
85 92 243
41 22 983
27 55 481
84 89 598
92 22 704
68 90 143
77 68 250
69 95 874
12 34 931
59 47 472
55 35 7
27 52 202
26 17 166
14 60 706
56 33 490
1 66 730
61 7 821
81 83 603
15 13 332
73 98 157
55 62 846
40 82 357
28 70 182
58 15 851
28 16 814
71 21 807
98 4 862
8 12 99
18 42 550
42 53 347
61 51 579
99 87 539
90 7 773
12 12 152
41 23 861
43 52 462
73 44 679
94 26 536
50 39 846
84 10 741
85 3 477
93 84 364
17 34 805
22 17 200
21 35 639
84 52 790
58 57 13
32 68 438
50 37 807
48 23 111
98 88 144
57 16 66
92 47 887
93 91 450
51 99 681
21 58 744
22 83 654
75 47 679
67 48 450
96 47 921
22 10 854
79 41 684
38 67 874
5 37 26
88 21 457
66 83 985
71 76 603
94 76 891
60 40 484
59 84 458
25 54 234
9 77 654
57 20 916
88 27 674
29 45 832
26 1 254
80 68 424
44 49 541
79 29 529
64 26 851
33 84 415
30 71 630
5 96 626
45 43 714
41 43 683
82 78 58
48 52 112
36 5 561
44 12 693
47 40 661
9 79 126
6 68 938
88 78 474
19 60 67
6 26 942
78 14 31
69 90 158
63 26 193
30 63 371
9 68 335
47 2 912
65 3 764
5 24 686
85 27 872
34 18 518
44 15 529
60 69 47
63 7 245
73 13 434
50 78 255
48 33 318
11 20 289
26 84 52
60 96 593
89 96 619
11 49 140
8 49 529
6 2 648
58 40 114
8 80 412
78 61 436
8 36 680
51 13 874
81 39 80
22 2 284
29 93 17
42 5 815
41 5 344
45 16 902
38 31 161
41 0 414
90 55 729
93 48 531
42 6 527
31 67 976
78 0 288
47 38 788
4 49 354
58 44 923
30 61 843
11 30 197
81 47 979
57 18 93
36 8 248
69 37 359
80 78 496
82 62 81
98 32 712
10 39 267
26 99 898
18 97 599
64 85 747
99 59 851
58 13 729
99 18 262
1 9 761
37 10 394
36 31 805
89 31 957
70 25 167
82 73 175
9 3 32
45 87 403
51 24 801
70 59 221
11 53 498
39 54 154
75 94 743
80 2 622
26 78 709
90 16 122
26 23 746
46 27 248
14 27 906
97 53 605
28 63 328
26 92 137
42 44 666
63 74 94
15 27 981
8 11 351
94 65 169
67 44 216
12 82 492
41 1 530
77 24 631
77 25 747
83 58 191
58 26 533
33 25 152
88 60 873
26 56 803
41 78 90
66 25 87
66 51 826
39 49 535
90 84 173
60 77 414
64 16 700
76 98 413
13 38 380
40 35 985
1 87 662
51 7 905
2 25 437
89 85 515
57 33 110
21 92 73
18 2 343
80 88 336
1 19 858
12 6 133
64 12 710
62 86 804
6 1 348
85 69 145
59 22 833
84 26 579
90 56 136
14 83 369
11 24 205
72 86 458
43 30 266
92 53 732
70 19 223
82 90 669
7 41 827
3 32 707
69 14 893
1 43 995
11 80 900
10 30 418
46 13 349
27 31 870
90 58 911
45 98 831
47 69 690
6 13 967
28 69 65
77 15 667
23 34 172
4 14 961
71 40 923
