100 2475
43 69 248
62 24 875
89 2 198
99 15 222
14 74 195
43 33 712
6 0 61
25 45 784
38 2 821
27 22 809
27 38 928
18 17 858
89 49 402
29 11 36
62 36 133
26 56 20
15 20 304
46 15 842
45 45 746
11 59 548
12 21 647
92 1 516
98 71 259
24 85 972
23 60 498
99 72 302
65 47 8
1 74 224
76 81 829
69 90 355
33 97 998
92 48 887
83 97 359
70 98 411
58 11 756
55 52 500
66 81 994
84 14 378
36 71 704
12 75 196
12 4 784
47 58 899
51 79 771
4 36 873
50 73 248
28 49 973
69 38 634
28 27 560
78 34 96
70 85 115
48 37 494
43 70 928
50 11 676
61 21 50
9 61 141
41 75 780
34 82 488
55 45 694
52 73 202
48 56 170
97 60 914
81 16 949
50 14 746
20 2 492
20 31 627
67 1 464
12 6 728
90 5 903
0 33 23
74 45 446
50 58 219
63 33 41
86 48 826
6 19 539
2 3 526
83 27 168
16 41 789
86 63 529
89 90 608
92 36 368
99 87 144
98 58 886
32 80 740
95 29 581
10 28 650
32 45 989
47 2 747
70 33 769
9 13 447
47 8 369
47 40 304
81 66 552
26 58 865
17 10 390
48 57 780
27 98 514
23 44 162
45 50 746
28 98 739
84 96 223
65 69 256
75 40 388
94 84 558
72 6 865
63 40 601
83 32 907
86 4 65
32 85 814
15 82 337
85 41 586
42 19 584
70 20 213
29 57 305
28 26 289
25 67 333
63 28 979
89 24 17
97 58 351
63 5 141
79 5 894
50 36 161
77 96 78
89 81 563
8 74 808
47 92 852
72 82 24
34 1 124
87 4 816
98 63 638
36 2 584
46 33 92
15 54 221
95 71 79
42 65 532
92 21 200
48 33 796
47 14 23
4 25 561
38 34 478
22 24 619
21 53 684
96 13 950
28 96 689
31 71 518
64 57 993
95 55 541
13 91 105
70 9 634
29 88 329
4 14 543
22 20 754
53 76 528
63 34 437
90 70 887
8 29 442
32 70 348
1 86 985
32 0 121
97 45 241
63 47 78
59 49 909
85 3 316
1 44 844
56 76 392
48 6 282
19 28 901
50 21 226
82 32 384
11 91 795
32 14 302
17 43 602
58 76 824
4 20 726
50 25 590
22 3 884
23 1 292
65 76 114
79 72 98
10 13 799
76 26 563
