100 2475
53 50 551
32 98 575
15 48 212
3 37 417
83 23 592
48 19 933
0 35 259
40 60 529
27 40 233
49 11 161
61 15 577
55 27 221
19 80 172
5 82 386
51 46 246
50 77 355
68 35 103
94 50 448
55 84 275
18 42 907
83 50 668
49 74 274
91 78 307
49 59 557
89 87 899
53 90 127
84 4 515
35 51 500
13 92 989
23 82 994
75 6 571
20 96 467
53 13 228
59 28 953
17 56 533
56 54 430
31 23 937
18 9 55
70 31 709
31 93 380
68 92 758
28 18 816
57 32 721
18 7 955
21 17 765
40 20 4
61 20 346
58 63 452
89 38 55
35 73 511
59 67 779
1 88 8
90 18 673
58 23 56
97 90 865
86 38 786
28 29 363
31 37 72
10 46 339
61 3 583
72 68 99
14 92 277
22 88 779
23 14 58
85 46 938
23 45 431
4 56 613
10 44 773
72 58 172
27 17 874
10 81 888
68 60 333
83 51 317
44 80 405
12 12 139
45 53 580
66 85 890
13 36 34
88 31 377
10 32 196
22 10 781
18 72 622
16 56 382
80 74 450
75 50 228
95 14 171
97 40 164
53 98 753
42 62 276
98 23 396
75 77 145
2 58 896
50 37 889
87 80 728
10 96 195
14 8 806
30 76 137
91 31 841
48 82 430
1 77 836
7 2 690
69 77 615
80 96 212
63 94 275
18 86 672
44 26 481
78 57 735
43 54 872
32 70 571
56 87 363
83 41 11
54 33 877
37 69 536
31 86 942
50 60 806
93 52 281
18 50 487
99 22 595
59 79 555
27 45 961
79 73 580
74 75 593
0 17 965
86 74 256
25 78 993
77 6 602
14 4 577
81 18 157
12 88 115
5 52 976
22 87 751
1 53 92
95 19 99
29 90 237
24 29 274
16 63 792
59 22 647
89 90 715
43 63 437
23 4 150
57 72 586
4 58 616
82 37 559
94 2 869
12 5 177
80 20 518
54 7 98
19 57 860
95 70 47
6 33 41
4 80 104
70 65 76
67 21 820
94 92 282
72 24 855
46 19 487
95 48 792
17 22 659
66 49 326
44 96 952
62 51 525
61 63 139
6 48 368
90 13 325
62 2 990
62 74 204
7 79 536
56 60 930
39 80 970
90 24 667
32 33 429
7 4 280
11 40 157
21 7 152
77 80 47
58 35 781
36 48 624
82 44 54
23 6 562
5 70 629
73 26 190
21 35 724
38 60 442
3 23 224
45 54 67
11 83 428
20 11 663
20 30 261
29 72 888
38 37 860
51 27 251
75 8 567
29 42 90
36 45 362
46 11 561
57 41 95
54 98 403
54 29 717
12 73 104
97 98 362
38 83 896
76 41 250
72 28 455
54 24 204
84 73 724
40 0 603
77 93 298
99 62 381
13 14 628
72 10 302
57 39 990
45 69 570
53 86 180
12 99 828
60 83 145
7 94 694
31 73 761
60 75 889
71 90 493
57 61 794
51 54 25
41 23 203
36 83 798
70 63 930
70 71 591
22 61 190
60 10 706
64 38 274
88 22 827
89 6 479
11 69 256
49 87 224
44 81 281
19 59 726
60 32 515
31 49 179
36 73 408
93 34 34
13 38 616
59 36 901
54 57 309
68 27 671
24 37 502
38 4 444
27 25 33
14 66 810
79 87 429
84 3 934
19 88 480
90 38 872
57 93 473
14 21 845
49 51 2
